Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Impact Parameter Lower,Planetary Radius,Stellar Effective Temperature,Stellar Surface Gravity Lower,Disposition Using Kepler Data
1.0,0,0,0,0,-0.273,7.1,4994.0,-0.024,0
1.0,0,0,0,0,-0.209,1.87,4347.0,-0.041,0
1.0,0,0,0,0,-0.206,2.04,4347.0,-0.041,0
0.243,0,0,0,0,-0.256,1.84,4347.0,-0.041,0
0.938,0,0,0,0,-0.619,3.17,6214.0,-0.217,0
1.0,0,0,0,0,-0.685,1.57,4766.0,-0.039,0
1.0,0,0,0,0,-0.636,3.15,6310.0,-0.195,0
1.0,0,0,0,0,-0.478,3.26,5730.0,-0.12,0
1.0,0,0,0,0,-0.446,2.57,5774.0,-0.189,0
0.899,0,0,0,0,-0.065,2.89,5774.0,-0.189,0
1.0,0,0,0,0,-0.47,1.88,5435.0,-0.077,0
0.889,0,0,0,0,-0.587,1.39,5435.0,-0.077,0
0.998,0,0,0,0,-0.389,1.19,5435.0,-0.077,0
0.951,0,0,0,0,-0.1,1.48,5594.0,-0.113,0
1.0,0,0,0,0,-0.675,3.09,5618.0,-0.1,0
1.0,0,0,0,0,-0.494,3.0,5445.0,-0.096,0
0.974,0,0,0,0,-0.729,3.18,5445.0,-0.096,0
0.999,0,0,0,0,-0.494,2.62,5445.0,-0.096,0
0.0,0,1,1,0,-0.531,2.6,5927.0,-0.098,1
1.0,0,0,0,0,-0.531,1.74,4402.0,-0.036,0
1.0,0,0,0,0,-0.045,13.08,6332.0,-0.12,0
1.0,0,0,0,0,-0.662,1.87,5727.0,-0.112,0
0.975,0,0,0,0,-0.639,2.81,6327.0,-0.193,0
1.0,0,0,0,0,-0.021,1.15,4325.0,-0.027,0
0.956,0,0,0,0,-0.012,3.56,5818.0,-0.081,0
1.0,0,0,0,0,-0.009,2.26,5026.0,-0.08,0
0.991,0,0,0,0,-0.495,2.88,5855.0,-0.105,0
1.0,0,0,0,0,-0.203,1.49,4484.0,-0.027,0
0.0,0,1,1,1,-0.012,10.3,6131.0,-0.126,1
1.0,0,0,0,0,-0.007,9.06,5461.0,-0.12,0
0.994,0,0,0,0,-0.533,17.8,6234.0,-0.122,0
1.0,0,0,0,0,-0.058,3.55,5598.0,-0.144,0
0.983,0,0,0,0,-0.044,3.55,5808.0,-0.108,0
1.0,0,0,0,0,-0.307,3.4,5786.0,-0.12,0
1.0,0,0,0,0,-0.567,2.01,4650.0,-0.028,0
1.0,0,0,0,0,-0.384,1.38,5103.0,-0.05,0
1.0,0,0,0,0,-0.004,1.25,5103.0,-0.05,0
1.0,0,0,0,0,-0.42,1.31,5103.0,-0.05,0
1.0,0,0,0,0,-0.57,2.37,5201.0,-0.09,0
1.0,0,0,0,0,-0.603,2.73,4334.0,-0.012,0
0.0,0,1,0,0,-1.367,15.9,3645.0,-0.038,1
0.984,0,0,0,0,-0.487,1.3,4987.0,-0.023,0
1.0,0,0,0,0,-0.236,1.21,4955.0,-0.046,0
1.0,0,0,0,0,-0.679,3.61,5416.0,-0.136,0
1.0,0,0,0,0,-0.035,1.75,3597.0,-0.017,0
1.0,0,0,0,0,-0.149,3.04,5403.0,-0.071,0
0.998,0,0,0,0,-0.022,2.4,5895.0,-0.208,0
1.0,0,0,0,0,-0.029,2.37,5094.0,-0.033,0
1.0,0,0,0,0,-0.691,1.69,4500.0,-0.045,0
1.0,0,0,0,0,-0.434,0.79,4500.0,-0.045,0
0.4,0,0,0,0,-0.245,1.5,4650.0,-0.028,0
1.0,0,0,0,0,-0.153,3.26,5511.0,-0.09,0
1.0,0,0,0,0,-0.634,1.59,6277.0,-0.12,0
1.0,0,0,0,0,-0.175,2.12,5149.0,-0.045,0
1.0,0,0,0,0,-0.097,1.68,5821.0,-0.108,0
1.0,0,0,0,0,-0.359,3.93,5476.0,-0.297,0
1.0,0,0,0,0,-0.043,4.67,5846.0,-0.108,0
0.978,0,0,0,0,-0.544,2.12,5187.0,-0.072,0
1.0,0,0,0,0,-0.478,3.08,5602.0,-0.188,0
0.998,0,0,0,0,-0.028,14.31,6056.0,-0.045,0
1.0,0,0,0,0,-0.433,1.34,4213.0,-0.022,0
1.0,0,0,0,0,-0.338,10.96,6311.0,-0.216,0
1.0,0,0,0,0,-0.376,1.16,4213.0,-0.022,0
0.999,0,0,0,0,-0.011,1.49,5782.0,-0.103,0
1.0,0,0,0,0,-0.074,1.15,5782.0,-0.103,0
1.0,0,0,0,0,-0.663,3.09,6032.0,-0.21,0
1.0,0,0,0,0,-0.597,3.37,6032.0,-0.21,0
0.998,0,0,0,0,-0.601,1.38,5815.0,-0.12,0
1.0,0,0,0,0,-0.615,2.7,5413.0,-0.078,0
1.0,0,0,0,0,-0.147,2.45,5568.0,-0.187,0
0.994,0,0,0,0,-0.188,0.79,4997.0,-0.053,0
1.0,0,0,0,0,-0.571,2.13,4786.0,-0.03,0
1.0,0,0,0,0,-0.643,2.75,6091.0,-0.216,0
1.0,0,0,0,0,-0.046,6.62,5392.0,-0.15,0
1.0,0,0,0,0,-0.633,1.56,5667.0,-0.142,0
1.0,0,0,0,0,-0.625,1.57,3706.0,-0.033,0
0.974,0,0,0,0,-0.667,0.86,3706.0,-0.033,0
1.0,0,0,0,0,-0.606,3.97,4883.0,-0.38,0
1.0,0,0,0,0,-0.696,10.69,4883.0,-0.38,0
1.0,0,0,0,0,-0.01,2.65,5329.0,-0.143,0
0.987,0,0,0,0,-0.574,1.59,5782.0,-0.103,0
0.995,0,0,0,0,-0.455,2.44,5083.0,-0.033,0
1.0,0,0,0,0,-0.666,3.14,5445.0,-0.176,0
1.0,0,0,0,0,-0.601,1.49,5448.0,-0.084,0
1.0,0,0,0,0,-0.37,4.41,5015.0,-0.258,0
0.0,0,1,0,0,-0.177,41.62,5750.0,-0.193,1
0.991,0,0,0,0,-0.672,2.67,6232.0,-0.229,0
1.0,0,0,0,0,-0.628,2.24,4931.0,-0.049,0
0.993,0,0,0,0,-0.575,3.61,5159.0,-0.063,0
1.0,0,0,0,0,-0.487,3.21,4777.0,-0.353,0
0.862,0,0,0,0,-0.327,2.66,5739.0,-0.116,0
0.995,0,0,0,0,-0.405,1.45,5739.0,-0.116,0
1.0,0,0,0,0,-0.253,0.88,5598.0,-0.144,0
1.0,0,0,0,0,-0.683,4.31,6343.0,-0.216,0
0.978,0,0,0,0,-0.567,1.99,6140.0,-0.125,0
0.999,0,0,0,0,-0.662,3.33,5938.0,-0.116,0
1.0,0,0,0,0,-0.518,2.94,5269.0,-0.066,0
1.0,0,0,0,0,-0.292,2.17,5907.0,-0.12,0
1.0,0,0,0,0,-0.295,2.26,5988.0,-0.2,0
1.0,0,0,0,0,-0.035,2.72,6283.0,-0.112,0
1.0,0,0,0,0,-0.484,3.07,5878.0,-0.084,0
1.0,0,0,0,0,-0.451,2.42,5865.0,-0.112,0
0.993,0,0,0,0,-0.058,10.6,6163.0,-0.112,0
1.0,0,0,0,0,-0.063,2.08,5865.0,-0.112,0
0.933,0,0,0,0,-0.248,1.01,5865.0,-0.112,0
0.861,0,0,0,0,-0.001,2.28,5646.0,-0.108,0
1.0,0,0,0,0,-0.619,2.44,6106.0,-0.192,0
1.0,0,0,0,0,-0.518,2.88,5592.0,-0.09,0
1.0,0,0,0,0,-0.03,1.67,4777.0,-0.032,0
1.0,0,0,0,0,-0.506,2.45,5974.0,-0.188,0
0.983,0,0,0,0,-0.535,1.6,6140.0,-0.125,0
0.999,0,0,0,0,-0.203,2.56,5509.0,-0.104,0
1.0,0,0,0,0,-0.006,2.07,6060.0,-0.192,0
1.0,0,0,0,0,-0.229,1.12,3974.0,-0.027,0
1.0,0,0,0,0,-0.679,1.26,3746.0,-0.025,0
0.998,0,0,0,0,-0.051,9.0,5574.0,-0.12,0
0.997,0,0,0,0,-0.535,2.4,6028.0,-0.136,0
0.99,0,0,0,0,-0.611,2.5,5550.0,-0.096,0
0.999,0,0,0,0,-0.025,4.33,5396.0,-0.216,0
0.862,0,0,0,0,-0.539,2.51,5661.0,-0.112,0
0.999,0,0,0,0,-0.736,2.97,5872.0,-0.115,0
1.0,0,0,0,0,-0.348,2.03,5483.0,-0.136,0
1.0,0,0,0,0,-0.012,3.71,6384.0,-0.129,0
1.0,0,0,0,0,-0.455,2.38,5741.0,-0.115,0
0.6599898363588621,0,0,0,0,-0.1533,549.0328585709533,5384.532171684316,0.0029958668220869,0
1.0,0,0,0,0,-0.032,1.78,5411.0,-0.084,0
1.0,0,0,0,0,-0.026,2.5,6246.0,-0.208,0
1.0,0,0,0,0,-0.224,6.24,5064.0,-0.03,0
1.0,0,0,0,0,-0.515,2.45,5448.0,-0.112,0
1.0,0,0,0,0,-0.261,2.46,5129.0,-0.303,0
1.0,0,0,0,0,-0.672,2.05,5931.0,-0.114,0
1.0,0,0,0,0,-0.018,2.17,6322.0,-0.216,0
0.997,0,0,0,0,-0.034,3.33,5578.0,-0.099,0
0.975,0,0,0,0,-0.468,1.77,5636.0,-0.101,0
0.937,0,0,0,0,-0.59,3.7,6564.0,-0.192,0
0.9,0,0,0,0,-0.257,0.93,5272.0,-0.085,0
1.0,0,0,0,0,-0.032,3.26,5354.0,-0.072,0
0.1585928433651117,0,0,0,0,-0.2596,2.06,5733.0,-0.267,0
1.0,0,0,0,0,-0.548,2.71,5670.0,-0.105,0
1.0,0,0,0,0,-0.552,2.61,5670.0,-0.105,0
1.0,0,0,0,0,-0.505,1.61,5670.0,-0.105,0
0.999,0,1,1,0,-0.511,1.35,5799.0,-0.052,1
0.999,0,0,0,0,-0.563,1.11,5455.0,-0.03,0
1.0,0,0,0,0,-0.418,7.39,6163.0,-0.112,0
0.4575737506286204,0,0,0,0,1.134507176099626,2.53,6211.749502543097,-0.098,1
0.986,0,0,0,0,-0.021,2.59,5798.0,-0.114,0
1.0,0,0,0,0,-0.502,1.89,5683.0,-0.09,0
0.0,0,0,1,1,-0.666,2.58,5910.0,-0.192,1
0.999,0,0,0,0,-0.602,2.56,5700.0,-0.115,0
1.0,0,0,0,0,-0.535,1.48,4461.0,-0.028,0
1.0,0,0,0,0,-0.242,0.81,3758.0,-0.04,0
0.999,0,0,0,0,-0.359,2.94,5817.0,-0.098,0
0.999,0,0,0,0,-0.004,10.52,5791.0,-0.098,0
0.999,0,0,0,0,-0.007,8.8,5957.0,-0.117,0
0.0,0,1,0,0,-0.047,48.04,4648.0,-0.145,1
1.0,0,0,0,0,-0.137,6.99,5808.0,-0.144,0
0.933,0,0,0,0,-0.066,5.76,4855.0,-0.02,0
1.0,0,0,0,0,-0.006,3.56,5815.0,-0.101,0
1.0,0,1,0,0,-0.005,13.25,5742.0,-0.045,0
0.359,0,0,0,0,-0.019,2.37,5534.0,-0.099,0
1.0,0,0,0,0,-0.078,2.71,6202.0,-0.202,0
1.0,0,0,0,0,-0.712,1.54,5541.0,-0.104,0
0.998,0,0,0,0,-0.448,1.39,5683.0,-0.09,0
0.999,0,0,0,0,-0.025,2.38,5951.0,-0.03,0
0.998,0,0,0,0,-0.146,2.3,5951.0,-0.03,0
0.896,0,0,0,0,-0.025,2.61,5951.0,-0.03,0
0.996,0,0,0,0,-0.429,1.56,5951.0,-0.03,0
1.0,0,0,0,0,-0.265,1.75,5353.0,-0.1,0
0.974,0,0,0,0,-0.36,2.88,5817.0,-0.098,0
0.0,0,1,0,0,-0.728,7.14,6655.0,-0.112,1
0.992,0,0,0,0,-0.13,1.42,5064.0,-0.03,0
0.936,0,0,0,0,-0.003,2.23,5579.0,-0.1,0
0.879,0,0,0,0,-0.02,3.25,6369.0,-0.116,0
0.999,0,0,0,0,-0.251,7.7,5970.0,-0.224,0
1.0,0,1,0,0,-0.015,10.05,5657.0,-0.045,0
1.0,0,0,0,0,-0.026,8.01,6131.0,-0.229,0
0.003,0,1,0,0,-10.18,56.83,5813.0,-0.168,1
1.0,0,0,0,0,-0.462,2.25,4925.0,-0.042,0
1.0,0,0,0,0,-0.027,3.18,5534.0,-0.098,0
1.0,0,0,0,0,-0.047,1.11,3716.0,-0.024,0
1.0,0,0,0,0,-0.639,2.04,3716.0,-0.024,0
1.0,0,0,0,0,-0.187,1.04,3716.0,-0.024,0
1.0,0,0,0,0,-0.475,1.93,3826.0,-0.035,0
0.982,0,0,0,0,-0.31,1.41,5353.0,-0.1,0
0.0,0,0,0,0,-0.045,17.36,6126.0,-0.192,0
0.967,0,0,0,0,-0.024,1.39,5353.0,-0.1,0
0.944,0,0,0,0,-0.279,3.36,6642.0,-0.116,0
0.999,0,0,0,0,-0.314,3.28,5393.0,-0.165,0
0.989,0,0,0,0,-0.409,1.68,6388.0,-0.121,0
0.996,0,0,0,0,-0.278,2.4,5818.0,-0.168,0
1.0,0,0,0,0,-0.221,0.97,4507.0,-0.013,0
0.998,0,1,0,0,-0.044,24.3,5708.0,-0.192,1
1.0,0,0,0,0,-0.665,1.95,6108.0,-0.224,0
0.0,0,1,0,0,-0.13,39.93,6210.0,-0.202,1
0.46,0,1,0,0,-2.015,56.05,6045.0,-0.208,1
1.0,0,0,0,0,-0.116,16.51,5494.0,-0.09,0
1.0,0,0,0,0,-0.001,3.11,5345.0,-0.127,0
1.0,0,0,0,0,-0.587,2.84,5807.0,-0.119,0
1.0,0,0,0,0,-0.189,2.44,5185.0,-0.192,0
0.998,0,0,0,0,-0.597,2.81,4580.0,-0.045,0
1.0,0,1,0,0,-0.072,14.48,5624.0,-0.049,0
1.0,0,0,0,0,-0.391,11.26,5518.0,-0.136,0
0.989,0,0,0,0,-0.035,4.94,6194.0,-0.195,0
1.0,0,0,0,0,-0.001,2.11,4774.0,-0.03,0
0.0,0,1,0,0,-0.03,37.58,5895.0,-0.204,1
0.972,0,0,0,0,-0.599,1.71,4575.0,-0.012,0
1.0,0,0,0,0,-0.41,2.37,5162.0,-0.054,0
1.0,0,0,0,0,-0.025,1.96,5395.0,-0.105,0
1.0,0,0,0,0,-0.16,1.18,5637.0,-0.102,0
1.0,0,0,0,0,-0.485,2.11,5657.0,-0.204,0
1.0,0,0,0,0,-0.133,2.66,5853.0,-0.204,0
0.999,0,0,0,0,-0.111,12.78,5543.0,-0.052,0
0.996,0,0,0,0,-0.511,2.11,4441.0,-0.027,0
1.0,0,0,0,0,-0.12,2.34,4914.0,-0.046,0
1.0,0,0,0,0,-0.597,2.96,5527.0,-0.09,0
0.99,0,0,0,0,-0.05,7.31,4941.0,-0.049,0
1.0,0,0,0,0,-0.17,2.08,5527.0,-0.09,0
1.0,0,0,0,0,-0.508,1.76,5527.0,-0.09,0
1.0,0,0,0,0,-0.405,1.93,4156.0,-0.03,0
1.0,0,0,0,0,-0.275,1.24,4156.0,-0.03,0
1.0,0,0,0,0,-0.533,2.85,5539.0,-0.101,0
0.854,0,0,0,0,-0.033,2.45,4316.0,-0.023,0
1.0,0,0,0,0,-0.667,1.75,4975.0,-0.054,0
1.0,0,0,0,0,-0.265,1.71,4302.0,-0.028,0
0.4686334446007893,0,0,0,0,0.641310539303511,0.88,5570.630843901436,-0.035,0
0.998,0,0,0,0,-0.075,11.13,5822.0,-0.104,0
0.0,0,0,1,0,-0.404,1.36,6198.0,-0.216,1
1.0,0,0,0,0,-0.347,2.67,5251.0,-0.097,0
1.0,0,0,0,0,-0.533,2.59,5771.0,-0.105,0
1.0,0,0,0,0,-0.287,1.7,5063.0,-0.077,0
1.0,0,0,0,0,-0.048,1.92,5741.0,-0.128,0
1.0,0,0,0,0,-0.116,1.9,5741.0,-0.128,0
0.999,0,0,0,0,-0.231,2.4,5442.0,-0.18,0
0.99,0,0,0,0,-0.593,2.62,5504.0,-0.099,0
0.972,0,0,0,0,-0.015,3.81,6071.0,-0.117,0
0.371,0,0,0,0,-0.649,2.2,5772.0,-0.12,0
0.404,0,0,0,0,-0.407,1.46,5772.0,-0.12,0
0.0,1,0,0,0,-0.191,70.11,7700.0,-0.14,1
0.0,0,1,0,0,-0.169,63.55,5872.0,-0.067,1
1.0,0,0,0,0,-0.668,2.54,5371.0,-0.072,0
1.0,0,0,0,0,-0.675,3.44,6183.0,-0.114,0
1.0,0,0,0,0,-0.49,3.34,3828.0,-0.032,0
1.0,0,0,0,0,-0.029,1.28,3951.0,-0.035,0
0.269,0,1,0,0,-0.03,17.85,6365.0,-0.121,1
1.0,0,0,0,0,-0.082,12.4,5763.0,-0.044,0
0.0,0,0,1,1,-0.259,1.49,5771.0,-0.105,1
0.992,0,0,0,0,-0.47,5.14,5123.0,-0.094,0
0.0563956709760895,0,0,0,0,-0.4346,1.22,5576.0,-0.281,0
1.0,0,0,0,0,-0.684,2.76,5773.0,-0.202,0
0.0,0,1,1,0,-0.078,27.64,5215.0,-0.148,1
1.0,0,0,0,0,-0.61,3.29,6188.0,-0.112,0
0.998,0,0,0,0,-0.187,2.8,6188.0,-0.112,0
0.996,0,0,0,0,-0.328,1.81,6188.0,-0.112,0
1.0,0,0,0,0,-0.61,1.69,5919.0,-0.117,0
0.0,0,1,0,0,-0.078,14.81,5190.0,-0.083,1
1.0,0,0,0,0,-0.367,17.38,6327.0,-0.123,0
1.0,0,0,0,0,-0.378,5.12,4854.0,-0.343,0
0.0,0,1,0,0,-0.012,15.86,5671.0,-0.105,1
1.0,0,0,0,0,-0.558,3.9,5227.0,-0.044,0
1.0,0,0,0,0,-0.429,2.54,5497.0,-0.091,0
1.0,0,0,0,0,-0.334,1.96,5365.0,-0.078,0
1.0,0,0,0,0,-0.01,2.93,5132.0,-0.039,0
1.0,0,0,0,0,-0.24,2.13,5714.0,-0.104,0
0.999,0,0,0,0,-0.007,1.36,6045.0,-0.101,0
0.011,0,0,0,0,-0.581,4.37,5275.0,-0.095,0
0.989,0,0,0,0,-0.478,1.73,5275.0,-0.095,0
0.894,0,0,0,0,-0.371,3.44,5383.0,-0.12,0
0.997,0,0,0,0,-0.045,1.88,5616.0,-0.108,0
1.0,0,0,0,0,-0.049,6.61,6106.0,-0.221,0
0.967,0,0,0,0,-0.323,2.04,5616.0,-0.108,0
1.0,0,0,0,0,-0.054,1.18,5616.0,-0.108,0
0.998,0,0,0,0,-0.022,3.19,5642.0,-0.176,0
1.0,0,0,0,0,-0.595,3.19,5642.0,-0.176,0
1.0,0,0,0,0,-0.629,1.61,5208.0,-0.052,0
1.0,0,0,0,0,-0.061,0.92,5208.0,-0.052,0
1.0,0,0,0,0,-0.476,1.67,4458.0,-0.024,0
1.0,0,0,0,0,-0.053,1.63,5390.0,-0.078,0
0.973,0,0,0,0,-0.226,0.97,5390.0,-0.078,0
1.0,0,0,0,0,-0.022,4.37,5504.0,-0.095,0
1.0,0,0,0,0,-0.506,1.62,6015.0,-0.116,0
1.0,0,0,0,0,-0.681,1.57,6015.0,-0.116,0
1.0,0,0,0,0,-0.247,1.82,5988.0,-0.221,0
1.0,0,0,0,0,-0.637,2.75,6157.0,-0.101,0
0.978,0,0,0,0,-0.371,4.54,6469.0,-0.104,0
1.0,0,0,0,0,-0.663,3.05,5741.0,-0.195,0
0.976,0,0,0,0,-0.678,2.17,5741.0,-0.195,0
0.992,0,0,0,0,-0.393,0.99,5167.0,-0.05,0
1.0,0,0,0,0,-0.62,3.15,4922.0,-0.056,0
0.999,0,0,0,0,-0.218,2.32,6109.0,-0.101,0
1.0,0,0,0,0,-0.032,1.72,6170.0,-0.216,0
0.996,0,0,0,0,-0.106,1.81,5774.0,-0.158,0
0.0,0,0,1,0,-0.158,0.79,4275.0,-0.03,1
1.0,0,0,0,0,-0.413,2.14,5093.0,-0.05,0
0.998,0,0,0,0,-0.63,2.72,5640.0,-0.117,0
1.0,0,0,0,0,-0.009,1.12,4670.0,-0.048,0
0.2877185429505588,0,0,0,0,-0.045,194.6752426572554,4951.479522334396,-0.186,0
0.997,0,0,0,0,-0.007,1.62,5794.0,-0.112,0
0.998,0,0,0,0,-0.58,1.31,4229.0,-0.02,0
0.996,0,0,0,0,-0.015,2.95,5303.0,-0.075,0
0.999,0,0,0,0,-0.215,1.26,5579.0,-0.105,0
1.0,0,0,0,0,-0.561,2.65,5303.0,-0.097,0
1.0,0,0,0,0,-0.207,2.41,6153.0,-0.217,0
0.999,0,0,0,0,-0.316,1.21,4856.0,-0.048,0
0.0,0,0,0,0,-0.556,1.16,4856.0,-0.048,0
0.973,0,0,0,0,-0.673,2.44,4245.0,-0.02,0
0.993,0,0,0,0,-0.538,2.05,4245.0,-0.02,0
0.993,0,0,0,0,-0.68,1.71,4245.0,-0.02,0
1.0,0,0,0,0,-0.504,2.02,4175.0,-0.032,0
1.0,0,0,0,0,-0.371,2.05,5225.0,-0.054,0
1.0,0,0,0,0,-0.091,2.46,5516.0,-0.176,0
1.0,0,0,0,0,-0.391,1.05,6226.0,-0.12,0
0.997,0,0,0,0,-0.331,1.11,5143.0,-0.05,0
1.0,0,0,0,0,-0.045,1.47,5344.0,-0.077,0
0.013,0,0,1,0,-0.719,3.52,5975.0,-0.154,1
1.0,0,0,0,0,-0.022,1.51,5798.0,-0.112,0
0.056,0,0,0,0,-0.462,2.32,5799.0,-0.192,0
0.999,0,0,0,0,-0.221,0.98,4496.0,-0.049,0
1.0,0,0,0,0,-0.281,1.25,5985.0,-0.128,0
1.0,0,0,0,0,-0.295,1.87,5806.0,-0.187,0
0.979,0,0,0,0,-0.013,2.55,5325.0,-0.08,0
0.998,0,0,0,0,-0.362,3.06,6119.0,-0.201,0
1.0,0,0,0,0,-0.701,2.58,6285.0,-0.21,0
0.989,0,0,0,0,-0.256,3.2,5508.0,-0.09,0
1.0,0,0,0,0,-0.416,2.5,5052.0,-0.028,0
0.998,0,0,0,0,-0.018,1.59,3825.0,-0.044,0
0.992,0,0,0,0,-0.517,1.42,3825.0,-0.044,0
0.0,0,1,0,0,-0.074,26.96,4602.0,-0.04,1
1.0,0,0,0,0,-0.384,3.27,5997.0,-0.201,0
0.4353897147915998,0,0,0,0,-0.2113,0.9,5211.0,-0.216,0
0.962,0,0,0,0,-0.282,1.91,6249.0,-0.202,0
0.999,0,0,0,0,-0.231,1.51,5382.0,-0.095,0
0.0,0,0,1,1,-0.53,2.27,6208.0,-0.14,1
0.991,0,0,0,0,-0.577,1.94,6136.0,-0.195,0
0.999,0,0,0,0,-0.638,2.69,5726.0,-0.16,0
0.15,0,0,0,0,-0.403,0.99,3814.0,-0.018,0
0.99,0,0,0,0,-0.033,2.94,6096.0,-0.21,0
1.0,0,0,0,0,-0.594,1.98,5325.0,-0.216,0
0.998,0,0,0,0,-0.665,1.55,6387.0,-0.123,0
1.0,0,0,0,0,-0.052,1.37,5463.0,-0.098,0
1.0,0,0,0,0,-0.644,2.19,5463.0,-0.098,0
1.0,0,0,0,0,-0.022,2.62,5376.0,-0.136,0
1.0,0,0,0,0,-0.595,2.64,5303.0,-0.097,0
0.99,0,0,0,0,-0.621,2.11,5420.0,-0.097,0
1.0,0,0,0,0,-0.406,3.22,5109.0,-0.264,0
0.969,0,0,0,0,-0.298,2.31,5477.0,-0.144,0
1.0,0,0,0,0,-0.493,2.04,5569.0,-0.11,0
1.0,0,0,0,0,-0.055,1.35,5569.0,-0.11,0
1.0,0,0,0,0,-0.023,1.6,4949.0,-0.048,0
0.0,0,1,1,0,-0.106,2.55,6521.0,-0.2,1
0.998,0,0,0,0,-0.031,2.13,5162.0,-0.083,0
0.036,0,0,0,0,-0.44,1.31,7495.0,-0.123,0
0.999,0,0,0,0,-0.284,0.93,6213.0,-0.113,0
0.007,0,0,0,0,-0.384,4.14,6228.0,-0.208,0
1.0,0,0,0,0,-0.125,1.68,5806.0,-0.068,0
1.0,0,0,0,0,-0.33,1.58,6197.0,-0.093,0
1.0,0,0,0,0,-0.237,1.39,6197.0,-0.093,0
1.0,0,0,0,0,-0.561,1.49,6197.0,-0.093,0
1.0,0,0,0,0,-0.011,2.34,5376.0,-0.136,0
1.0,0,0,0,0,-0.583,2.19,4299.0,-0.015,0
0.999,0,0,0,0,-0.122,2.69,5332.0,-0.077,0
1.0,0,0,0,0,-0.4,2.44,5907.0,-0.084,0
1.0,0,0,0,0,-0.354,1.84,4500.0,-0.049,0
0.978,0,0,0,0,-0.46,2.09,5878.0,-0.187,0
1.0,0,0,0,0,-0.683,3.79,5062.0,-0.095,0
0.7719202058400167,0,0,0,0,-0.1198,0.86,6106.0,-0.292,0
0.975,0,0,0,0,-0.724,4.44,5009.0,-0.08,0
1.0,0,0,0,0,-0.047,1.15,3867.0,-0.033,0
0.999,0,0,0,0,-0.005,2.48,5265.0,-0.112,0
1.0,0,0,0,0,-0.425,2.04,5216.0,-0.105,0
1.0,0,0,0,0,-0.207,2.67,7216.0,-0.151,0
0.997,0,0,0,0,-0.62,2.39,5845.0,-0.108,0
0.991,0,0,0,0,-0.242,1.18,5845.0,-0.108,0
0.973,0,0,0,0,-0.473,4.43,6160.0,-0.105,0
1.0,0,0,0,0,-0.66,2.2,4983.0,-0.052,0
0.006,0,0,1,0,-0.748,1.3,6191.0,-0.195,1
1.0,0,0,0,0,-0.227,2.07,6063.0,-0.192,0
0.997,0,0,0,0,-0.582,2.5,5080.0,-0.065,0
1.0,0,0,0,0,-0.652,1.65,5132.0,-0.036,0
1.0,0,0,0,0,-0.693,1.75,5146.0,-0.3,0
0.0,0,0,0,0,-0.115,1.74,5362.0,-0.108,0
1.0,0,0,0,0,-0.008,5.37,5443.0,-0.085,0
1.0,0,0,0,0,-0.018,2.19,6036.0,-0.208,0
1.0,0,0,0,0,-0.209,5.65,6038.0,-0.112,0
1.0,0,0,0,0,-0.009,1.53,4478.0,-0.024,0
0.991,0,0,0,0,-0.511,1.75,5670.0,-0.092,0
0.998,0,0,0,0,-0.69,2.63,6056.0,-0.12,0
1.0,0,0,0,0,-0.55,1.69,5431.0,-0.088,0
1.0,0,0,0,0,-0.009,2.0,5949.0,-0.108,0
0.998,0,0,0,0,-0.42,1.54,5949.0,-0.108,0
1.0,0,0,0,0,-0.494,4.53,5624.0,-0.101,0
0.995,0,0,0,0,-0.494,0.93,5173.0,-0.091,0
1.0,0,0,0,0,-0.061,2.13,5862.0,-0.095,0
0.999,0,0,0,0,-0.271,1.53,5766.0,-0.18,0
1.0,0,0,0,0,-0.626,2.64,6075.0,-0.208,0
0.982,0,0,0,0,-0.665,1.51,4983.0,-0.052,0
0.9447864593550124,0,0,0,0,-0.0583,1.34,6075.0,-0.285,0
0.984,0,0,0,0,-0.731,7.76,6715.0,-0.097,0
0.0,0,1,1,0,-0.109,26.5,6032.0,-0.216,1
0.992,0,0,0,0,-0.655,1.45,4132.0,-0.022,0
1.0,0,0,0,0,-0.651,2.98,6244.0,-0.216,0
1.0,0,0,0,0,-0.466,2.12,4818.0,-0.036,0
0.0,0,1,1,0,-0.344,25.42,5485.0,-0.144,1
0.0,0,1,0,0,-1.25,44.41,6056.0,-0.112,1
1.0,0,0,0,0,-0.06,1.14,5237.0,-0.072,0
0.989,0,0,0,0,-0.261,2.09,6455.0,-0.168,0
1.0,0,0,0,0,-0.59,2.78,4973.0,-0.052,0
0.999,0,0,0,0,-0.381,1.64,5751.0,-0.189,0
0.0,0,1,1,0,-4.039,16.37,4098.0,-0.022,1
1.0,0,0,0,0,-0.263,2.79,5861.0,-0.2,0
0.0,1,0,0,0,-0.007,88.62,6158.0,-0.176,1
0.0,0,1,1,1,-0.127,32.77,5544.0,-0.21,1
1.0,0,0,0,0,-0.251,2.21,5468.0,-0.09,0
1.0,0,0,0,0,-0.568,2.4,5230.0,-0.104,0
1.0,0,0,0,0,-0.119,40.32,6086.0,-0.216,0
1.0,0,0,0,0,-0.028,1.58,4859.0,-0.039,0
0.997,0,0,0,0,-0.47,1.43,6102.0,-0.216,0
0.999,0,0,0,0,-0.227,2.27,5583.0,-0.09,0
1.0,0,0,0,0,-0.05,1.77,6142.0,-0.184,0
