Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Impact Parameter Lower,Planetary Radius,Stellar Effective Temperature,Stellar Surface Gravity Lower,Disposition Using Kepler Data
0.0,1,0,1,0,-0.021,1.09,6240.0,-0.208,1
0.1882609036119668,1,0,0,0,-0.325,1.07,6099.0,-0.238,1
0.996,0,0,0,0,-0.693,0.97,6000.0,-0.216,0
0.0,0,1,0,0,-0.007,45.65,5290.0,-0.083,1
0.0,0,1,0,0,-0.035,71.55,6039.0,-0.19,1
0.947,0,0,0,0,-0.445,1.59,5366.0,-0.104,0
0.7954667601343021,0,0,0,0,-0.2133,1.62,5962.0,-0.047,0
0.0,0,1,0,0,-0.038,72.82,6679.0,-0.195,1
0.0,0,1,0,0,-0.014,131.41,7128.0,-0.138,1
0.0,1,0,0,0,-0.727,2.11,6628.0,-0.098,1
0.0,0,0,1,0,-0.317,1.42,5927.0,-0.165,1
0.582,0,0,0,0,-0.612,1.61,5747.0,-0.087,0
0.0,0,1,1,1,-0.051,0.54,4237.0,-0.021,1
0.0,1,0,1,1,-0.161,0.84,6619.0,-0.133,1
0.0,1,0,1,1,-0.412,0.81,5600.0,-0.18,1
0.378,0,0,0,0,-0.352,1.26,5334.0,-0.077,0
0.0,0,0,0,1,-0.34,0.87,5846.0,-0.13,1
0.0,0,1,0,0,-0.049,68.93,7199.0,-0.175,1
0.3978299736707907,0,0,0,0,-0.503,0.68,5628.0,-0.069,0
0.235,0,0,0,0,-0.307,2.14,5685.0,-0.176,0
0.0,0,0,0,1,-0.463,1.16,6306.0,-0.135,1
0.0,0,1,0,0,-0.068,51.63,5594.0,-0.22,1
0.0,0,1,0,0,-0.094,51.42,6108.0,-0.208,1
0.0,0,0,1,1,-0.039,0.98,6406.0,-0.188,1
0.999,0,0,0,0,-0.23,0.81,5220.0,-0.105,0
0.0,0,1,0,0,-0.021,41.84,5246.0,-0.048,1
0.0,0,0,1,1,-0.404,0.73,5741.0,-0.171,1
0.0,0,1,0,0,-0.056,62.55,6309.0,-0.117,1
0.0,0,1,0,0,-0.003,61.45,5865.0,-0.108,1
0.0,0,1,0,0,-0.045,85.64,6425.0,-0.165,1
0.0,0,1,1,1,-0.129,0.57,6028.0,-0.201,1
0.0,0,0,1,1,-0.272,1.54,5941.0,-0.204,1
0.0,0,1,0,0,-0.045,119.64,8162.0,-0.126,1
0.0,1,0,0,0,-0.005,92.55,6300.0,-0.175,1
0.0,0,1,0,0,-0.009,71.45,5979.0,-0.201,1
0.0,0,1,0,0,-0.007,178.47,7221.0,-0.071,1
0.0,0,1,0,0,-0.007,81.28,6440.0,-0.119,1
0.0,0,1,0,1,-0.347,1.51,5712.0,-0.09,1
0.0,0,0,1,1,-0.674,0.95,4186.0,-0.038,1
0.0,0,1,0,0,-0.104,59.02,6024.0,-0.212,1
0.0,0,1,0,0,-0.15,37.78,5229.0,-0.052,1
0.5009001875991596,1,0,0,0,-0.0133,40.74,5552.016525700639,-0.11,1
0.0,0,1,0,0,-0.015,43.23,6348.0,-0.165,1
1.0,0,0,1,0,-0.2256,1.05,5833.0,-0.066,1
0.0,0,1,0,0,-0.018,22.46,5043.0,-0.126,1
0.0,0,1,0,0,-0.012,139.59,6562.0,-0.118,1
0.0,0,1,0,0,-0.008,38.82,5655.0,-0.162,1
0.0,0,1,0,0,-0.104,44.91,5712.0,-0.18,1
0.0,0,1,0,0,-0.005,99.66,5605.0,-0.152,1
0.006,0,0,1,0,-0.436,1.1,6598.0,-0.195,1
0.2022356314635875,0,1,0,1,-0.4516,0.48,5017.0,-0.053,1
0.0,0,1,0,0,-0.118,73.04,5328.0,-0.063,1
0.7491833653684341,0,0,0,0,0.7025121817347033,27.35,6237.610017873329,-0.023,0
0.0,0,0,0,0,-0.005,596.977198295814,3501.981016929401,-0.098,0
0.039,1,0,1,0,-0.01,1.04,5525.0,-0.169,1
0.0,0,0,0,1,-0.345,0.75,6773.0,-0.123,1
0.0,1,0,0,0,-0.249,0.57,6224.0,-0.144,1
0.0,0,1,0,0,-0.001,25.25,5963.0,-0.205,1
0.0,0,1,1,1,-0.686,1.17,5707.0,-0.165,1
0.0,0,0,0,1,-0.355,1.04,6046.0,-0.2,1
0.0,0,1,1,0,-0.04,50.53,6117.0,-0.202,1
0.0,0,1,0,0,0.0,47.71,6343.0,-0.208,1
0.0,0,1,0,0,-0.033,33.46,4448.0,-0.032,1
0.0,0,1,0,0,-0.019,41.17,5578.0,-0.12,1
0.0,0,0,1,0,-0.428,216.92,3681.0,-0.032,1
0.052860608091805,0,0,0,0,-0.029,51.91462554469132,5739.757972737966,-0.112,0
0.0,0,1,0,0,-0.002,54.35,6318.0,-0.186,1
0.997,0,0,0,0,-0.432,1.2,6152.0,-0.232,0
0.0,0,1,0,0,-0.023,47.64,4429.0,-0.016,1
0.0,0,1,0,0,-0.165,19.93,5896.0,-0.208,1
0.0,0,1,0,0,-0.006,40.3,5539.0,-0.24,1
0.0,0,1,0,0,-0.003,71.49,6502.0,-0.208,1
0.0,1,0,0,0,1.346992693667498,1.63,6712.861132473271,-0.184,1
0.98,0,0,0,0,-0.598,1.35,5564.0,-0.128,0
0.0,0,1,1,1,-0.095,16.24,5488.0,-0.105,1
0.3878118042405966,0,0,0,0,-0.673,2.82,4707.805986265878,-0.049,0
0.0,1,0,0,0,-0.522,1.42,6854.0,-0.111,1
0.0,0,1,0,0,-0.002,178.15,8751.0,-0.132,1
0.0,0,1,0,0,-0.011,28.99,4462.0,-0.036,1
0.0,0,1,0,0,-0.177,108.46,6350.0,-0.138,1
0.4448829263176081,0,0,0,0,-0.4897,1.05,4367.0,-0.06,0
0.303,0,1,0,0,-0.063,78.0,5658.0,-0.237,1
0.0,0,1,1,1,-0.03,97.92,4148.0,-0.087,1
0.0,0,1,1,1,-0.01,1.52,5531.0,-0.136,1
0.329358739450991,0,0,0,0,0.6780718710394527,549.156158416896,4469.802347860292,-0.135,0
0.0,0,0,1,1,-0.69,1.23,4867.0,-0.063,1
0.0,0,1,0,0,-0.016,35.8,5624.0,-0.105,1
0.0,0,1,0,0,-0.004,186.53,7703.0,-0.164,1
0.0,0,1,0,0,-0.022,31.2,6195.0,-0.165,1
0.0,1,0,0,0,-0.027,91.21,6531.0,-0.15,1
0.1396499835046807,0,0,0,0,-4.011,13333.5,6531.0,-0.301,0
0.984,0,0,0,0,-0.411,1.18,5595.0,-0.136,0
0.0,0,1,0,0,-0.005,82.4,6484.0,-0.18,1
0.965,0,0,0,0,-0.187,2.26,5993.0,-0.203,0
0.0,0,0,0,0,-0.0264,7.76,6839.0,-0.202,0
1.0,0,0,0,0,-0.058,1.16,4494.0,-0.052,0
0.0,1,0,0,0,-0.002,2.64,8709.0,-0.288,1
0.0,0,1,0,0,-0.001,109.33,8143.0,-0.111,1
0.0,0,0,1,1,-0.182,2.16,5088.0,-0.17,1
0.0,0,1,0,0,-0.027,44.96,5702.0,-0.135,1
0.0,1,0,0,1,-0.074,8.93,6224.0,-0.195,1
0.0,0,1,0,0,-0.024,29.45,4623.0,-0.031,1
0.0,0,0,1,1,-0.217,9.04,4929.0,-0.03,1
0.0,0,1,0,0,0.0,141.7,8529.0,-0.14,1
0.7255204553213827,0,1,0,0,-6.535,224.79,3246.0,0.0,1
0.0,0,0,1,1,-0.115,0.58,5696.0,-0.176,1
0.0,0,1,0,0,-0.034,87.4,5726.0,-0.096,1
0.0,0,1,0,0,-0.006,146.47,7967.0,-0.198,1
0.0,0,1,0,0,-0.002,114.2,5383.0,-0.135,1
0.0,0,1,0,0,-0.021,63.57,5995.0,-0.196,1
0.997,0,0,0,0,-0.054,0.73,5855.0,-0.084,0
0.949,0,0,0,0,-0.414,1.5,6049.0,-0.114,0
0.047,0,0,0,0,-0.192,0.84,5982.0,-0.216,0
0.0,0,1,0,0,0.0,47.62,5325.0,-0.066,1
0.0,0,0,1,1,-0.307,0.86,5749.0,-0.204,1
0.0,0,0,1,0,-0.027,16.5,5514.0,-0.161,1
1.074932101035467,0,0,0,0,-0.3553,0.7,4905.0,-0.058,0
0.0,0,1,0,0,-0.034,49.46,6071.0,-0.188,1
0.0,1,0,0,0,-0.038,82.22,6793.0,-0.186,1
0.974485023077966,0,0,0,0,-0.1048,1.26,4960.0,-0.027,0
0.0,0,1,0,0,-0.004,68.86,5427.0,-0.156,1
0.3423732501704519,0,0,0,0,-0.1015,2.36,5011.0,-0.214,0
0.0,0,1,0,0,-0.119,66.58,6720.0,-0.065,1
0.0,0,1,0,0,-0.002,378.99,4588.0,-0.095,1
0.8645720538301493,0,0,0,0,-0.5007,1.58,5551.0,-0.029,0
0.4214418091595006,0,0,0,0,-0.5325,0.78,6510.0,-0.162,0
0.0,0,0,1,1,-0.45,0.42,5433.0,-0.055,1
0.0,0,0,1,1,-0.325,1.26,5853.0,-0.192,1
0.0,0,1,0,0,-0.004,67.11,5642.0,-0.18,1
0.5969548811997976,0,0,0,0,-0.4299,1.34,6263.0,-0.087,0
0.4163792311270315,1,0,0,0,-0.0805,1.83,6316.0,-0.069,1
0.951,0,0,0,0,-0.172,0.65,3914.0,-0.05,0
0.0,0,1,0,0,-0.011,61.66,6367.0,-0.188,1
0.7869282340559984,0,0,0,0,-0.428,3.53,6801.0,-0.277,0
0.0,1,0,0,1,-0.359,0.86,7225.0,-0.217,1
1.0,0,1,0,1,-0.0399,1.66,5349.0,-0.441,1
0.0,1,0,1,1,-0.005,1.88,5948.0,-0.15,1
0.5970341241806871,1,0,0,0,-0.2874,39.52,5371.0,-0.13,1
0.0,0,0,1,0,-0.176,0.9,5869.0,-0.185,1
0.0,0,1,0,0,-0.044,101.02,5210.0,-0.297,1
0.4893507259724558,0,1,0,0,-34.1,64333.8,5087.0,-0.031,1
0.413,0,0,0,0,-0.02,0.22,3325.0,-0.228,0
0.472408879811453,1,0,0,0,-0.113,4.3,6668.0,-0.205,1
0.993,0,0,0,0,-0.258,1.86,5481.0,-0.12,0
0.0,1,0,0,0,-0.077,0.49,5074.0,-0.067,1
0.0,0,0,0,1,-0.229,0.68,6195.0,-0.117,1
0.0,1,0,0,0,-0.021,48.15,5999.0,-0.21,1
0.0,0,1,0,0,-0.016,96.65,6951.0,-0.171,1
0.0,0,1,0,0,-0.031,114.45,5684.0,-0.164,1
0.0,0,1,0,0,-0.03,78.6,6226.0,-0.18,1
0.610991550291509,1,0,0,0,-0.3595,0.54,3229.0,-0.06,1
0.0,1,0,0,1,-0.588,1.27,5488.0,-0.135,1
0.0,1,0,1,1,-0.518,0.64,6130.0,-0.123,1
0.0,0,1,0,0,-0.016,67.17,5385.0,-0.198,1
0.0,1,0,1,1,-0.005,0.75,5949.0,-0.2,1
0.532,0,0,0,0,-0.218,0.6,6088.0,-0.224,0
0.0,0,1,0,0,-0.007,52.93,5838.0,-0.212,1
0.276,0,1,0,0,-0.004,32.19,6586.0,-0.188,1
0.987,0,0,0,0,-0.202,1.87,5884.0,-0.115,0
0.358,0,0,0,0,-0.66,2.01,4934.0,-0.022,0
0.6883999835336516,1,0,0,0,-0.4521,0.87,6558.0,-0.163,1
0.153233037289471,1,0,1,0,-0.1843,2.99,6157.0,-0.403,1
0.0,0,1,0,0,-0.003,61.56,5945.0,-0.158,1
0.0,0,1,0,0,-0.001,142.04,5261.0,-0.187,1
0.003,0,1,0,0,-0.023,112.28,6757.0,-0.117,1
0.0,0,1,0,0,-0.002,30.85,6008.0,-0.21,1
0.0,0,1,0,0,-0.004,83.69,5960.0,-0.186,1
0.981,0,0,0,0,-0.172,1.08,6220.0,-0.217,0
0.0,0,1,0,1,-0.466,1.13,6839.0,-0.136,1
0.0,0,1,0,0,-0.137,149.52,6258.0,-0.116,1
0.0,0,1,0,0,-0.125,47.48,5815.0,-0.22,1
0.0,0,1,0,0,-0.039,52.0,5846.0,-0.195,1
0.7817984791245504,0,0,0,0,-0.003,1.58,5467.523795939596,-0.117,0
0.0,1,0,0,0,-0.003,49.49,4268.0,-0.017,1
0.6555194407859499,0,0,0,0,-0.1196,1.15,5606.0,-0.029,0
0.933,0,0,0,0,-0.065,1.05,5457.0,-0.124,0
0.6500212698932422,0,0,1,0,-0.4519,1.04,5219.0,-0.108,1
0.0,0,1,0,0,-0.039,96.85,7053.0,-0.135,1
0.0,0,0,1,1,-0.33,1.85,6092.0,-0.2,1
0.9739237366193954,1,0,0,0,-0.055,0.94,5775.874683451818,-0.295,1
0.0,0,1,0,0,-0.002,62.69,6253.0,-0.185,1
0.0,0,1,0,0,-0.001,267.59,8011.0,-0.07,1
1.0,0,0,0,0,-0.68,166.87806277331268,5950.245036473296,-0.081,0
0.0,0,1,0,0,-0.041,57.56,5780.0,-0.036,1
0.5985486960352049,0,0,0,0,-0.1294,0.96,5654.0,-0.031,0
0.0,0,1,0,0,-0.004,57.97,5622.0,-0.152,1
0.0,0,1,0,0,-0.009,44.78,5655.0,-0.182,1
0.0,0,1,1,1,-0.048,28.44,5662.0,-0.173,1
0.0,0,1,0,0,-0.157,256.2,5149.0,-0.238,1
0.996,0,0,0,0,-0.191,1.51,4137.0,-0.018,0
0.019,0,1,0,0,-0.04,59.71,6525.0,-0.202,1
0.0,0,1,0,0,-0.065,68.65,6486.0,-0.171,1
0.0,0,1,0,0,-0.095,89.55,6956.0,-0.093,1
0.0,0,1,0,0,-0.011,56.59,5605.0,-0.156,1
0.0,0,0,1,1,-0.298,0.91,5546.0,-0.144,1
0.9085671218955298,0,0,0,1,-0.3285,0.81,5110.0,-0.026,1
0.0,0,1,0,0,-0.004,110.46,6060.0,-0.141,1
1.0,0,0,0,0,-0.067,1.41,6077.0,-0.224,0
0.0,0,1,0,0,-0.049,47.02,5819.0,-0.18,1
0.0,0,0,1,1,-2.662,28.22,5334.0,-0.104,1
0.7652911018194444,1,0,0,0,-0.3322,0.9,5945.0,-0.204,1
0.891,0,0,0,0,-0.541,0.84,3883.0,-0.025,0
0.946,0,0,0,0,-0.5,1.79,5597.0,-0.045,0
0.899,0,0,0,0,-0.022,1.55,5557.0,-0.09,0
0.999,0,0,0,0,-5.452,10.39,3638.0,-0.055,0
0.0,0,0,0,1,1.0265128503256271,0.7,4914.0,-0.046,1
0.842,0,0,0,0,-0.754,20.91,5846.0,-0.108,0
0.0,0,1,0,0,-0.006,191.42,7563.0,-0.123,1
0.0,1,0,1,1,-0.004,1.98,5910.0,-0.193,1
0.0,0,1,0,0,-0.042,55.69,6338.0,-0.175,1
0.0,0,0,1,1,-0.363,5.65,5321.0,-0.174,1
0.0,1,0,0,1,-0.117,0.85,5481.0,-0.137,1
0.0,0,1,0,0,-0.236,121.59,5146.0,-0.249,1
0.0,0,1,0,0,-0.005,45.2,6208.0,-0.216,1
0.004,0,0,1,0,-0.338,1.9,5445.0,-0.26,1
0.0,0,1,0,0,-0.017,78.3,6228.0,-0.193,1
0.0,0,1,0,0,-0.096,110.91,5908.0,-0.093,1
0.0,0,1,0,0,-0.031,42.15,6322.0,-0.202,1
0.0,0,1,0,0,-0.004,62.08,5291.0,-0.204,1
0.0,0,1,0,0,-0.015,157.82,7823.0,-0.077,1
0.0,0,0,1,1,-0.457,0.92,6249.0,-0.18,1
0.0,0,0,1,1,-0.47,0.7,5930.0,-0.21,1
0.002,0,0,1,0,-0.322,20.96,4981.0,-0.033,1
0.0,0,1,0,0,-0.036,21.57,6373.0,-0.188,1
0.0,0,1,0,0,-0.009,81.1,5931.0,-0.164,1
0.0,0,0,1,0,-0.719,0.51,5339.0,-0.11,1
0.0,0,1,0,0,-0.012,138.54,5807.0,-0.078,1
0.997,0,0,0,0,-0.434,1.17,5778.0,-0.195,0
0.0,0,1,0,0,-0.016,53.0,6136.0,-0.202,1
0.0,0,1,0,0,-0.128,37.93,4348.0,-0.021,1
0.786,0,0,0,0,-0.12,1.07,6231.0,-0.208,0
0.0,1,0,1,1,-0.245,1.3,5497.0,-0.145,1
0.0,1,0,1,0,-0.01,1.66,6225.0,-0.2,1
0.0,0,1,0,0,-0.001,46.92,6020.0,-0.096,1
0.0,0,0,0,1,-0.755,3.13,5473.0,-0.232,1
0.0,0,1,0,0,0.0,68.52,5547.0,-0.168,1
0.61,0,1,0,0,-0.042,46.27,5885.0,-0.176,1
0.0,0,1,0,0,-0.007,39.98,5220.0,-0.052,1
0.0,0,1,0,0,-0.009,43.5,5058.0,-0.035,1
0.0,0,1,0,0,-0.235,89.71,6047.0,-0.18,1
0.001,0,0,1,0,-0.403,42.47,6881.0,-0.217,1
0.0,1,0,0,1,-0.536,0.66,5691.0,-0.176,1
0.0,1,0,0,0,-0.003,99.05,6508.0,-0.195,1
0.0,0,1,1,1,-0.372,0.74,6158.0,-0.195,1
0.0,1,0,0,1,-0.155,0.55,4208.0,-0.023,1
0.0,0,1,0,0,-0.012,49.53,5932.0,-0.176,1
0.997,0,0,0,0,-0.185,1.88,5767.0,-0.115,0
0.0,0,0,0,1,0.207854308161592,20.81,5469.945146429225,-0.135,1
0.0,1,0,0,1,-0.011,1.49,5593.0,-0.119,1
0.0,1,0,0,0,-0.209,23.19,6108.0,-0.208,1
0.0,1,0,0,0,-0.004,91.26,5154.0,-0.148,1
0.0,0,1,0,0,-0.036,30.54,5009.0,-0.054,1
0.978,0,0,0,0,-0.005,0.84,5763.0,-0.117,0
0.0,0,1,0,0,-0.091,61.04,6287.0,-0.171,1
0.943,0,0,0,0,-0.431,1.08,6214.0,-0.224,0
0.3074468047181847,1,0,0,0,-0.4432,1.63,6103.0,-0.096,1
0.0,0,0,1,1,-0.288,0.41,5037.0,-0.024,1
0.99,0,0,0,0,-0.443,0.85,5618.0,-0.11,0
0.167,0,1,0,0,-0.542,1.14,5176.0,-0.063,1
0.0,0,1,0,0,-0.028,67.43,6234.0,-0.201,1
0.0,0,0,0,1,-0.62,0.99,6276.0,-0.172,1
0.0,1,0,0,0,-0.045,15.68,6742.0,-0.076,1
0.842,0,0,0,0,-0.372,0.62,5821.0,-0.117,0
0.7702332391624972,0,0,0,0,-0.4034,1.01,6146.0,-0.045,0
0.8583561530745618,0,0,0,0,-0.3816,1.45,6146.0,-0.045,0
0.0,0,1,0,0,-0.0111,31.3,5231.0,-0.043,1
0.0,0,1,0,0,-0.032,50.28,6105.0,-0.203,1
0.0,0,0,1,1,-0.402,0.63,4895.0,-0.528,1
0.0,0,0,1,1,-0.327,0.96,6600.0,-0.126,1
0.0,0,0,1,1,-0.582,28.37,5154.0,-0.03,1
0.0,0,0,1,1,-0.137,16.03,4601.0,-0.027,1
0.0,0,0,1,1,-0.223,0.67,5309.0,-0.104,1
0.0,0,1,1,1,-0.505,0.84,6108.0,-0.2,1
0.0,1,0,0,0,-0.046,28.97,6543.0,-0.133,1
0.756,0,0,0,0,-0.029,1.18,5849.0,-0.184,0
0.008,0,1,0,0,-0.006,29.61,5888.0,-0.196,1
0.994,0,0,0,0,-0.68,3.29,4406.0,-0.032,0
0.0,1,0,0,0,-0.411,1.42,6328.0,-0.161,1
0.5664042920047951,0,0,0,0,-0.1177,1.21,5472.0,-0.116,0
0.0,0,1,0,0,-0.008,58.48,6151.0,-0.15,1
0.0,0,1,0,0,-0.005,24.35,5845.0,-0.176,1
1.010133591710043,0,0,0,0,-0.4226,1.2,5357.0,-0.074,0
0.0,0,1,0,0,-0.119,32.62,5845.0,-0.212,1
0.9262448352238812,1,0,0,0,-0.2977,2.5,6581.0,-0.341,1
0.972,0,0,0,0,-0.156,1.04,5699.0,-0.16,0
0.0,0,1,0,0,-0.003,406.97,7598.0,-0.075,1
0.0,0,1,0,0,-0.002,47.96,5524.0,-0.123,1
0.4034465242662867,0,0,0,1,-0.4778,1.17,5475.0,-0.111,1
0.0,0,1,1,1,-0.123,18.93,5693.0,-0.168,1
0.0,0,1,0,0,-0.003,83.5,6315.0,-0.167,1
0.0,0,1,0,0,-0.001,43.15,6003.0,-0.229,1
0.0,0,1,0,0,-0.981,1.8,6823.0,-0.148,1
0.939,0,0,0,0,-0.693,0.74,5061.0,-0.028,0
0.994,0,0,0,0,-0.045,0.82,5579.0,-0.105,0
0.996,0,0,0,0,-0.328,1.18,5311.0,-0.112,0
0.999,0,0,0,0,-0.278,1.73,5492.0,-0.095,0
0.619,0,0,0,0,-0.544,1.43,6002.0,-0.12,0
0.886,0,0,0,0,-0.396,0.48,4671.0,-0.028,0
0.996,0,0,0,0,-0.286,1.32,6321.0,-0.224,0
1.0,0,0,0,0,-0.709,1.46,5481.0,-0.099,0
0.709,0,0,0,0,-0.374,2.06,5623.0,-0.078,0
0.0,0,1,0,0,-0.03,84.49,8529.0,-0.108,1
0.452,0,0,0,0,-0.395,1.36,5704.0,-0.16,0
0.0,0,1,0,0,-0.127,22.11,5448.0,-0.11,1
0.0,0,0,1,1,-0.498,0.99,6387.0,-0.195,1
0.0,0,1,0,0,-0.007,446.29,8104.0,-0.087,1
0.0,0,1,1,0,-0.451,0.89,6122.0,-0.229,1
0.0,1,0,1,1,-0.004,0.83,5495.0,-0.161,1
0.9188563244429464,1,0,0,0,-0.3037,1.94,6363.0,-0.048,1
0.001,0,0,1,0,-0.242,1.01,5807.0,-0.179,1
0.002,0,0,1,0,-0.097,2.12,5176.0,-0.096,1
0.0,0,1,0,0,-0.023,51.97,4524.0,-0.02,1
0.0,0,1,0,0,-0.054,45.91,4926.0,-0.044,1
0.0,0,1,0,0,-0.025,74.5,5757.0,-0.182,1
0.0,0,1,0,1,-0.369,1.88,5301.0,-0.11,1
0.0,0,1,0,1,-0.457,0.85,3929.0,-0.02,1
0.985,0,1,1,1,-0.1583,1.14,5925.0,-0.071,1
0.5279517447613838,1,0,0,1,-0.0055,4.72,4922.0,-0.061,1
0.0,1,0,1,1,-0.056,8.43,8691.0,-0.14,1
0.0,1,0,1,1,-0.627,2.17,5853.0,-0.168,1
0.0,0,1,0,0,-0.003,40.11,6596.0,-0.202,1
0.0,0,1,0,0,-0.012,55.26,6363.0,-0.202,1
0.242238120150326,0,0,1,1,-0.404,0.47,5606.0,-0.134,1
0.0,1,0,1,1,-0.491,0.19,3256.0,-0.044,1
0.0,0,0,0,1,-0.493,1.02,5952.0,-0.176,1
0.0,0,0,1,1,1.6660980679471618,0.79,5779.0,-0.198,1
0.0,0,0,1,0,-0.187,1.08,5631.0,-0.168,1
0.0,0,1,0,0,-0.005,69.18,6153.0,-0.195,1
0.001,0,0,1,0,-0.483,0.78,5252.0,-0.12,1
0.0,0,1,0,0,-0.006,63.46,5759.0,-0.12,1
0.0,0,1,0,0,-0.004,34.98,5750.0,-0.108,1
0.0,0,1,0,0,-0.044,37.5,5813.0,-0.176,1
0.8188487075114261,1,0,0,0,-0.0073,7.22,7229.0,-0.087,1
0.5865606521702679,1,0,0,0,-0.2794,0.93,6247.0,-0.051,1
0.0,1,0,0,1,-0.123,0.64,4373.0,-0.05,1
0.4831195727465766,0,0,0,1,1.11215490090681,1.11,5679.24697826817,-0.185,1
0.0,1,0,0,1,-0.188,0.77,5092.0,-0.077,1
0.0,1,0,0,1,-0.351,0.79,5603.0,-0.168,1
0.0,1,0,1,1,-0.176,0.65,5230.0,-0.104,1
0.0,0,0,1,1,-0.397,1.29,6487.0,-0.168,1
0.997,0,0,0,0,-0.472,0.43,4524.0,-0.012,0
0.5380626503167287,0,0,0,1,-0.2736,0.47,6068.0,-0.028,1
0.7954795535444688,0,0,0,0,-0.0955,0.81,6045.0,-0.043,0
0.0,0,1,0,0,-0.018,44.56,5081.0,-0.044,1
0.0037469486233638,1,0,1,0,-0.0895,10.04,5952.0,-0.059,1
0.0,0,1,0,0,-0.003,74.23,6728.0,-0.182,1
0.0,1,0,0,0,-0.064,60.74,6038.0,-0.184,1
0.0,1,0,0,0,0.0,105.82,7343.0,-0.147,1
0.0,0,1,0,0,-0.001,30.92,5619.0,-0.184,1
0.3957579504941968,1,0,0,0,-0.3535,1.22,6344.0,-0.289,1
0.0,0,1,0,0,-0.024,42.58,5079.0,-0.048,1
0.0,0,1,0,0,-0.116,42.05,5356.0,-0.119,1
0.0,0,1,0,0,-0.05,103.41,7207.0,-0.162,1
0.0,0,0,1,1,-0.28,0.68,6122.0,-0.2,1
0.0,0,1,0,0,-0.015,34.88,5546.0,-0.152,1
0.999,0,0,0,0,-0.219,0.93,5966.0,-0.203,0
0.0,0,1,0,0,-0.07,59.24,5593.0,-0.195,1
0.1790644529628812,1,0,0,0,-0.069,429.3523763222152,5146.413272081272,-0.221,1
0.008,1,0,0,0,-25.75,161858.0,5026.0,-0.033,1
0.791,0,0,0,0,-0.132,1.17,6211.0,-0.201,0
0.0,0,1,0,0,-0.045,200.24,7624.0,-0.084,1
0.0,0,1,0,0,-0.006,28.69,4817.0,-0.056,1
0.2032945660300049,0,0,0,0,-0.009,44.91,5295.291580568478,-0.083,0
0.0,0,1,0,0,-0.012,20.51,4340.0,-0.027,1
0.0,0,1,0,0,-0.022,88.52,6604.0,-0.18,1
0.0,0,1,1,0,-0.386,0.85,6018.0,-0.2,1
0.0,0,1,0,0,-0.007,90.93,6599.0,-0.14,1
0.0,1,0,0,0,-0.002,25.44,5288.0,-0.077,1
0.0,0,1,0,0,-0.017,31.39,6214.0,-0.216,1
0.0,0,1,1,1,-0.447,0.48,5151.0,-0.07,1
1.1608296601853303,0,0,0,0,-0.0221,11.03,5092.0,-0.028,0
0.0,0,1,0,0,-0.003,45.9,5229.0,-0.048,1
0.0,0,1,0,0,-0.03,50.18,6244.0,-0.216,1
0.0,0,1,0,0,-0.011,74.4,6085.0,-0.187,1
0.0,0,1,0,0,-0.004,28.97,6161.0,-0.175,1
0.0,0,1,0,0,-0.052,188.89,8026.0,-0.09,1
0.0,0,1,0,0,-0.022,56.62,6109.0,-0.21,1
1.0,0,0,0,0,-0.03,3.45,5189.0,-0.087,0
0.0,0,1,0,0,-0.021,46.42,5985.0,-0.161,1
0.0,0,1,0,0,-0.01,17.21,4717.0,-0.028,1
0.0,0,1,0,1,-0.281,1.12,5800.0,-0.138,1
0.0,0,1,0,0,-0.151,151.56,6450.0,-0.09,1
0.0,0,1,0,0,-0.026,114.4,6987.0,-0.171,1
0.763,0,0,0,0,-0.578,1.8,5514.0,-0.108,0
0.913,0,0,0,0,-0.459,2.98,5734.0,-0.097,0
0.993,0,0,0,0,-0.094,0.68,6187.0,-0.15,0
0.9413984669340963,0,0,0,0,-0.0249,0.63,5854.0,-0.036,0
0.5129646908970777,0,0,0,0,-0.4352,0.73,5680.0,-0.072,0
1.153931922552306,0,0,0,0,-0.3584,0.92,5957.0,-0.039,0
0.0,1,0,0,0,-0.4326,1.57,6327.0,-0.131,1
1.0,0,0,1,0,-0.002,304.4398631073882,5500.051410258199,-0.018,1
0.0,0,1,1,0,-0.142,46.75,5561.0,-0.154,1
0.0,0,1,0,1,-0.017,89.62,6026.0,-0.172,1
0.0,0,1,0,0,-0.147,31.35,5462.0,-0.105,1
0.0,0,1,1,0,0.6022502517188578,60.579342054736586,5566.009006151091,-0.121,1
0.2998199514262737,0,0,0,0,-0.025,67.35,4805.444749833452,-0.18,0
0.984,0,0,0,0,-0.256,0.83,6501.0,-0.182,0
0.0,0,0,0,0,-0.001,1.96,6117.0,-0.213,0
0.0,0,1,1,0,-0.117,22.17,4975.0,-0.051,1
0.0,0,0,1,0,-0.031,10.23,4897.0,-0.126,1
0.0,0,1,0,0,-0.014,146.33,6675.0,-0.095,1
0.0,0,1,0,0,-0.167,96.62,7323.0,-0.21,1
1.0,0,0,0,0,-0.671,1.54,4337.0,-0.009,0
0.0,0,1,0,0,-0.036,35.68,5496.0,-0.128,1
0.0,0,1,0,0,-0.195,82.42,6071.0,-0.128,1
0.0,0,1,0,0,-0.001,41.38,5873.0,-0.176,1
0.0,0,1,0,0,-0.08,38.21,5679.0,-0.135,1
