Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Orbital Period,Transit Duration Upper,Transit Depth,Stellar Effective Temperature,Stellar Surface Gravity,Stellar Surface Gravity Upper ,Stellar Radius Upper,Disposition Using Kepler Data
0.993,0,0,0,0,36.7662364,0.329,580.0,4342.0,4.699,0.063,0.044,0
0.0,0,1,0,0,50.35545898,0.00623,107000.0,5936.0,4.501,0.04,0.297,1
0.925,0,0,0,0,14.0328775,0.418,211.0,6063.0,4.47,0.052,0.318,0
1.0,0,0,0,0,13.2226149,0.201,262.0,5931.0,4.545,0.044,0.231,0
0.999,0,0,0,0,2.53742164,0.133,105.0,5447.0,4.481,0.053,0.102,0
0.318,1,0,0,0,3.54828691,0.251,70.9,6573.0,4.01,0.27,0.577,1
0.992,0,0,0,0,62.596544,0.487,223.0,5934.0,4.173,0.162,0.262,0
0.0,0,1,1,1,18.79852,0.31,487.0,4808.0,4.589,0.045,0.062,1
0.0,0,1,0,0,156.516574,0.00874,113000.0,6002.0,4.354,0.132,0.311,1
0.0,0,1,0,0,1.366946478,0.0058,159000.0,5353.0,4.527,0.104,0.105,1
0.0,1,0,0,0,313.0927507,0.0075,446000.0,5067.0,4.596,0.072,0.065,1
0.0,1,0,1,0,0.566813677,0.216,61.2,6106.0,4.487,0.054,0.304,1
0.0,0,1,0,0,157.3226394,0.0231,154000.0,6109.0,4.472,0.054,0.312,1
0.1601150791369947,0,1,0,0,9.53040216,0.00644,322000.0,5501.0,4.438,0.103,0.378,1
0.002,0,1,0,0,4.218512654,0.00964,23400.0,6185.0,4.472,0.054,0.321,1
0.0,0,1,0,0,8.529991199,0.0135,20100.0,6185.0,4.472,0.054,0.321,1
0.0,0,1,0,1,3.47140045,0.1232496482108354,45344.565460232414,5195.746470362668,4.893378628838277,0.1850962674157222,0.388,1
0.0,0,1,0,0,1.922862476,0.0117,101000.0,6408.0,4.246,0.153,0.395,1
0.998,0,0,0,0,16.00747237,0.105,278.0,5857.0,4.204,0.176,0.209,0
0.966,0,0,0,0,54.6493679,0.33,433.0,5751.0,4.234,0.149,0.215,0
1.0,0,0,0,0,100.8276725,0.18,1780.0,5301.0,4.391,0.13,0.096,0
0.997,0,0,0,0,15.5764061,0.278,257.0,6214.0,4.442,0.052,0.335,0
1.0,0,0,0,0,10.00506974,0.244,143.0,5912.0,4.453,0.098,0.255,0
0.0,0,1,1,1,0.905675699,0.264,73.2,5730.0,4.518,0.048,0.273,1
0.951,0,0,0,0,36.2580749,0.377,380.0,5818.0,4.554,0.04,0.2,0
0.842,0,0,0,0,12.4326997,0.549,240.0,5480.0,4.22,0.192,0.21,0
0.9,0,0,0,0,30.9902997,0.836,322.0,5480.0,4.22,0.192,0.21,0
0.0,0,1,0,0,15.9750417,0.132,644.0,5220.0,3.52,0.888,1.126,1
0.0,0,0,0,0,16.0505464,0.194,94.4,5428.0,4.563,0.014,0.066,0
0.0,0,0,1,1,0.805267592,0.29,147.0,6268.0,4.429,0.052,0.335,1
0.0,0,1,0,0,11.08262263,0.00616,269000.0,5831.0,4.503,0.052,0.289,1
0.45,0,1,0,0,421.4284819,0.00444,96700.0,6235.0,4.034,0.336,0.48,1
0.0,0,1,1,1,1.096587245,0.0589,541.0,5869.0,4.513,0.036,0.273,1
0.0,0,1,0,0,3.012476415,0.00589,198000.0,6015.0,4.329,0.162,0.319,1
0.0,0,1,0,0,204.7410476,0.0132,334000.0,6517.0,4.211,0.153,0.439,1
0.0,0,0,1,1,0.759740194,0.305,42.5,6046.0,4.478,0.042,0.237,1
0.0,0,1,0,0,4.664186517,0.0102,555000.0,5062.0,3.515,0.904,1.214,1
0.0,0,1,0,0,1.092066399,0.00365,402000.0,4556.0,4.67,0.054,0.047,1
0.0,0,1,0,0,3.053578643,0.00541,52900.0,5414.0,4.625,0.035,0.123,1
0.012,0,1,0,0,2.992662857,0.0126,114000.0,4927.0,3.883,0.728,1.103,1
0.0,0,1,1,1,4.664188563,0.0143,11400.0,5699.0,4.192,0.306,0.365,1
0.0,0,1,1,0,0.954873008,0.2375289754217745,33.0,6092.0,4.114,0.28,0.27,1
0.0,0,1,0,0,0.56493412,0.00307,253000.0,4748.0,4.729,0.039,0.034,1
0.0,0,1,0,0,1.674984844,0.00828,235000.0,8285.0,3.971,0.221,0.448,1
0.969,0,0,0,0,35.8754482,0.278,367.0,6559.0,4.357,0.065,0.382,0
0.002,0,0,0,0,7.31945294,0.228,167.0,5745.0,3.499,0.259,0.688,0
0.996,0,0,0,0,35.8007112,0.208,417.0,5745.0,3.499,0.259,0.688,0
0.0,0,0,1,1,0.790049989,0.308,70.8,5427.0,4.53,0.063,0.147,1
0.994,0,0,0,0,4.32710579,0.314,84.1,5745.0,3.499,0.259,0.688,0
0.0,0,1,1,1,14.15402615,0.203,21700.0,4352.0,4.61,0.052,0.042,1
0.0,0,1,0,0,33.93754213,0.023,33000.0,6220.0,4.414,0.072,0.366,1
0.999,0,0,0,0,20.7057153,0.577,116.0,5668.0,3.792,0.255,0.423,0
0.955,0,0,0,0,60.532988,0.179,468.0,5631.0,4.557,0.035,0.235,0
0.0,1,0,1,1,3.7228679,0.893,52.1,6046.0,4.509,0.048,0.263,1
0.967,0,0,0,0,58.0198583,0.182,1290.0,4920.0,4.62,0.01,0.059,0
0.733,0,0,0,0,15.0617835,0.299,197.0,5806.0,4.321,0.115,0.197,0
0.0,0,1,0,0,4.286103033,0.0131,173000.0,4206.0,4.663,0.054,0.048,1
0.0,0,1,0,0,290.7778719,0.0107,226000.0,5207.0,4.585,0.048,0.098,1
0.0,0,1,0,0,5.017239915,0.00841,145000.0,6519.0,4.41,0.07,0.339,1
0.0,0,0,1,0,0.937923475,0.218,40.4,5398.0,4.58,0.03,0.147,1
0.0,0,1,0,0,204.0329342,0.0231,411000.0,5553.0,4.577,0.036,0.176,1
0.0,0,1,0,0,2.148219541,0.0066,458000.0,4694.0,4.6,0.059,0.053,1
0.0,0,1,0,0,58.62157882,0.00582,143000.0,5232.0,4.554,0.09,0.089,1
0.0,0,1,1,0,3.125821128,0.0101,5030.0,6137.0,3.705,0.3,0.438,1
0.0,0,1,0,0,1.032068851,0.0299,122000.0,4387.0,4.587,0.049,0.025,1
0.0,1,0,1,0,6.6751871,0.805,178.0,5774.0,4.567,0.046,0.224,1
0.0,0,1,0,0,1.450205839,0.0115,25900.0,7564.0,4.093,0.144,0.523,1
0.0,0,1,0,0,3.224486463,0.00343,404000.0,6389.0,4.331,0.108,0.352,1
0.0,0,1,0,0,44.14579777,0.0133,224000.0,5876.0,4.492,0.065,0.255,1
0.0,1,0,0,0,33.3239576,0.233,2010.0,5192.0,4.707,0.046,0.027,1
0.996,0,0,0,0,17.9559673,0.316,137.0,5641.0,4.258,0.162,0.177,0
0.424,1,0,0,0,0.94102954,0.47,34.5,5766.0,3.783,0.33,0.423,1
0.329,0,0,0,0,1.992812339,0.177,315.0,3638.0,4.844,0.049,0.046,0
0.0,0,1,0,0,36.51437404,0.00701,112000.0,5811.0,4.465,0.054,0.305,1
0.849,0,0,0,0,39.818832,0.191,199.0,5710.0,4.073,0.201,0.244,0
1.0,0,0,0,0,25.4337864,0.235,302.0,5806.0,4.321,0.115,0.197,0
0.0,0,1,0,0,67.451045,0.071,7060.0,4847.0,3.726,0.84,1.24,1
0.95,0,0,0,0,2.69339974,0.257,148.0,5355.0,4.511,0.057,0.16,0
0.972,0,0,0,0,10.43003118,0.196,120.0,6277.0,4.449,0.052,0.32,0
1.0,0,0,0,0,27.63714708,0.0716,736.0,5214.0,3.766,0.75,0.85,0
0.978,0,0,0,0,52.6095103,0.358,204.0,5881.0,4.259,0.137,0.207,0
1.0,0,0,0,0,198.7106251,0.115,2090.0,5180.0,4.548,0.036,0.054,0
0.0,0,1,0,0,15.8733806,0.022,208000.0,5622.0,3.907,0.568,0.507,1
0.0,0,0,0,0,50.563697,0.83,50.5,6759.0,4.018,0.148,0.411,0
0.0,0,1,0,0,65.58366557,0.00389,242000.0,5516.0,4.65,0.036,0.088,1
0.522,0,1,0,0,394.6781627,0.00461,253000.0,5780.0,4.505,0.084,0.199,1
0.0,0,1,0,0,111.3198052,0.0115,62700.0,5022.0,3.562,0.132,0.876,1
0.0,0,1,0,0,110.2951268,0.0119,176000.0,5753.0,4.503,0.062,0.249,1
0.0,0,1,0,0,95.17831793,0.00286,129000.0,4523.0,4.615,0.052,0.052,1
0.97,0,0,0,0,31.2543238,0.223,438.0,6246.0,4.433,0.054,0.365,0
0.0,0,1,0,0,61.4911479,0.0103,58700.0,5830.0,4.54,0.037,0.261,1
0.844,0,0,0,0,110.2867031,0.147,145.0,5931.0,4.322,0.137,0.157,0
0.981,0,0,0,0,11.8061737,0.261,88.1,6900.0,3.843,0.259,0.523,0
1.0,0,0,0,0,6.15828666,0.341,57.7,5710.0,4.073,0.201,0.244,0
0.469,1,0,0,0,10.82882574,0.807701714347111,92.1,5862.0,4.584,0.033,0.206,1
0.993,0,0,0,0,82.292865,0.374,371.0,5626.0,4.467,0.051,0.132,0
0.943,0,0,0,0,92.436978,0.302,955.0,5595.0,4.606,0.034,0.149,0
0.864,0,0,0,0,65.427645,0.326,319.0,6014.0,4.504,0.052,0.292,0
0.0,0,1,1,1,11.08260553,0.204,601.0,5125.0,3.674,0.975,1.29,1
0.999,0,1,1,0,22.7832776,0.324,120.0,6517.0,4.382,0.059,0.773,1
0.0,0,1,0,0,23.73795284,0.00904,95900.0,5559.0,4.394,0.139,0.282,1
0.0,0,0,1,0,21.4618453,0.551,122.0,5806.0,4.283,0.132,0.194,1
0.0,0,1,0,0,75.13194883,0.00883,122000.0,5365.0,4.586,0.052,0.104,1
0.0,0,0,0,0,369.069345,0.324,946.0,4855.0,4.542,0.056,0.029,0
0.0,0,1,0,0,243.8212213,0.00548,56800.0,6370.0,4.228,0.143,0.234,1
0.09,0,1,0,0,0.77459856,0.1594898053465956,23765.29436924852,6322.675573055184,4.966768981168383,0.3168860688657142,0.243557150978753,1
0.0,0,1,0,0,16.22754867,0.00364,193000.0,5297.0,4.587,0.03,0.139,1
0.1211009181928564,0,1,0,0,47.189437,0.0142,371000.0,5458.0,4.381,0.143,0.427,1
0.0,0,1,0,0,1.501760172,0.0033,388000.0,6327.0,4.315,0.051,0.217,1
0.0,0,1,0,0,4.05325447,0.0109,111000.0,6022.0,4.453,0.056,0.355,1
1.0,0,0,0,0,7.68433346,0.0709,1180.0,4402.0,4.682,0.045,0.049,0
0.0,0,1,0,0,1.549979213,0.0183,371000.0,5408.0,3.777,0.777,1.1,1
0.971,0,0,0,0,11.16622885,0.192,354.0,5552.0,4.562,0.038,0.201,0
0.0,1,1,1,1,10.99381963,0.0448,1690.0,6553.0,4.366,0.07,0.375,1
0.0,0,1,1,1,10.9938087,0.0608,1460.0,6553.0,4.366,0.07,0.375,1
0.999,0,0,0,0,23.1334494,0.114,456.0,5712.0,4.382,0.189,0.291,0
0.974,0,0,0,0,8.9539656,0.351,70.4,6168.0,4.452,0.081,0.256,0
0.999,0,0,0,0,13.7281373,0.231,107.0,6168.0,4.452,0.081,0.256,0
0.989,0,0,0,0,16.5860329,0.267,231.0,5626.0,4.149,0.188,0.223,0
0.0,0,0,0,0,26.83771808,0.038,8510.0,6194.0,4.445,0.058,0.357,0
1.0,0,0,0,0,16.7525077,0.149,338.0,4807.0,3.906,0.7,1.029,0
0.944,0,0,0,0,3.53105835,0.225,311.0,3638.0,4.844,0.049,0.046,0
0.0,0,1,0,0,49.61275752,0.00405,130000.0,6241.0,4.45,0.056,0.349,1
0.851,0,0,0,0,6.32589574,0.267,193.0,5749.0,4.568,0.033,0.226,0
0.996,0,0,0,0,11.9378354,0.36,246.0,5469.0,4.611,0.037,0.131,0
0.999,0,0,0,0,32.715906,1.3,136.0,5527.0,3.627,0.262,0.628,0
0.719,0,0,0,0,15.3317719,0.307,179.0,5726.0,4.228,0.162,0.215,0
0.771,0,0,0,0,82.331756,0.655,283.0,5997.0,4.304,0.099,0.204,0
0.966,0,0,0,0,84.704139,0.368,656.0,6085.0,4.115,0.174,0.285,0
0.0,0,1,0,0,0.755105584,0.00564,250000.0,6592.0,4.369,0.032,0.171,1
0.0,0,1,0,0,101.2633628,0.00922,72800.0,6309.0,4.413,0.07,0.364,1
0.0,0,1,0,0,120.5816718,0.0128,193000.0,5294.0,4.651,0.03,0.105,1
0.0,0,1,0,0,1.558544209,0.013,226000.0,4868.0,4.582,0.06,0.069,1
0.0,0,1,1,0,2.63757408,0.011,170000.0,5639.0,4.509,0.036,0.264,1
0.0,1,0,0,0,8.64636188,0.00583,218000.0,6444.0,4.382,0.07,0.386,1
0.0,0,0,1,0,125.288206,0.348,242.0,5881.0,4.48,0.03,0.153,1
0.0,0,1,0,0,112.4635889,0.0344,242000.0,7426.0,3.903,0.182,0.397,1
0.985,0,0,0,0,27.0965146,0.401,208.0,5775.0,4.193,0.162,0.219,0
0.937,0,0,0,0,11.5474983,0.365,116.0,5775.0,4.193,0.162,0.219,0
0.0,0,1,0,0,42.39930429,0.0128,206000.0,6153.0,4.487,0.052,0.308,1
0.864,0,0,0,0,83.2664103,0.187,620.0,5538.0,4.266,0.168,0.175,0
0.0,1,1,0,0,5.91039905,9.67367913403408,87301.62955333297,5518.441762092475,4.565036648013361,0.1975307029004187,0.231330179182174,1
0.999,0,0,0,0,11.6044881,0.209,268.0,5533.0,4.275,0.168,0.174,0
0.0,0,1,0,0,27.00980738,0.00514,67900.0,3900.0,4.727,0.05,0.044,1
1.0,0,0,0,0,15.0219784,0.891,96.9,5831.0,4.162,0.182,0.221,0
0.893,0,0,0,0,11.8237228,0.489,213.0,5559.0,4.578,0.032,0.164,0
1.0,0,0,0,0,91.078624,0.288,739.0,5915.0,4.437,0.072,0.319,0
0.67,0,0,0,0,85.272459,1.2,768.0,5922.0,4.349,0.158,0.293,0
0.0,1,0,1,1,12.42592675,0.2489286297958908,410.0,5952.0,4.489,0.052,0.297,1
1.0,0,0,0,0,19.0689513,0.913,169.0,5418.0,4.436,0.133,0.245,0
0.0,0,1,0,0,89.7398137,0.00669,81100.0,5777.0,4.608,0.036,0.163,1
0.0,0,1,0,0,90.08255562,0.00869,43300.0,6523.0,3.835,0.292,0.438,1
0.0,1,0,0,1,0.759768478,0.273,57.4,5481.0,4.574,0.027,0.175,1
0.0,0,0,1,0,42.2011587,0.663,178.0,6200.0,4.135,0.28,0.417,1
0.0,0,1,0,0,15.65129028,0.0258,399000.0,6137.0,4.418,0.056,0.375,1
0.0,0,1,0,0,9.014220178,0.00472,34100.0,4842.0,4.573,0.055,0.062,1
0.0,0,1,0,0,1.824653341,0.0031,177000.0,6413.0,4.372,0.198,0.199,1
0.0,0,1,0,0,3.185090259,0.00335,423000.0,6516.0,4.249,0.175,0.347,1
0.0,0,1,0,1,372.76888,1.2,1160.0,5800.0,4.514,0.05,0.249,1
0.999,0,0,0,0,5.70940795,0.0844,587.0,4402.0,4.682,0.045,0.049,0
0.692,0,1,0,0,2.086076372,0.0189,58900.0,6124.0,4.265,0.231,0.291,1
0.972,0,0,0,0,3.63898953,0.133,210.0,5533.0,4.275,0.168,0.174,0
1.0,0,0,0,0,38.1303324,1.1,180.0,6370.0,4.41,0.062,0.336,0
0.999,0,0,0,0,14.42735088,0.16,117.0,5929.0,4.403,0.076,0.171,0
0.996,0,0,0,0,6.2253374,0.304,109.0,6263.0,4.024,0.196,0.258,0
0.96,0,0,0,0,12.90235874,0.155,354.0,5530.0,4.586,0.036,0.176,0
0.94,0,0,0,0,36.4337867,0.192,407.0,5566.0,4.329,0.132,0.168,0
0.0,0,1,0,0,58.5850357,0.0142,75500.0,6379.0,3.925,0.273,0.432,1
0.969,0,0,0,0,12.5014905,0.298,220.0,5821.0,4.127,0.182,0.241,0
0.135,0,0,0,0,40.6511021,0.545,136.0,6297.0,4.26,0.095,0.249,0
0.571,0,0,0,0,89.945828,0.539,336.0,5115.0,3.819,0.791,1.231,0
0.365,0,0,0,0,40.1454757,3.9,311.0,7852.0,3.159,0.368,1.091,0
0.995,0,0,0,0,265.47847,1.2,1040.0,5792.0,4.375,0.126,0.136,0
0.0,1,0,0,0,1.546222068,0.142,49.4,5611.0,4.388,0.08,0.173,1
0.0,0,1,0,0,89.3313828,0.106,2180.0,6860.0,4.233,0.108,0.495,1
0.0,0,1,1,0,22.2941485,0.704,101.0,5915.0,4.223,0.165,0.291,1
0.139,0,0,0,0,1.048130894,0.1778547088384922,192.0,7673.0,3.679,0.493,0.295,0
0.998,0,0,0,0,46.7162336,0.417,346.0,5856.0,4.386,0.066,0.18,0
0.924,0,0,0,0,17.6062701,0.612,146.0,5808.0,4.326,0.11,0.185,0
0.0,0,1,0,0,43.56225858,0.0305,51300.0,6411.0,4.307,0.108,0.384,1
0.0,0,1,1,0,198.443477,0.0268,39900.0,5420.0,4.502,0.056,0.088,1
0.0,0,1,0,0,17.90766473,0.00892,265000.0,6173.0,4.447,0.054,0.341,1
0.0,0,0,0,1,2.4044122,0.591,42.7,6398.0,4.276,0.132,0.38,1
0.0,0,1,0,0,22.77196484,0.0288,325000.0,6049.0,4.067,0.35,0.432,1
0.0,0,1,0,0,184.5201539,0.0172,49300.0,5341.0,4.514,0.096,0.14,1
0.967,0,0,0,0,82.175197,0.323,546.0,6247.0,4.489,0.05,0.291,0
0.0,0,1,0,0,29.01585293,0.00823,71400.0,5783.0,4.415,0.139,0.261,1
0.0,0,1,0,0,77.36241476,0.0118,96600.0,5359.0,4.57,0.037,0.143,1
0.253,1,0,0,0,495.71095,0.817,443.0,6054.0,3.911,0.472,0.479,1
0.998,0,0,0,0,10.35857039,0.123,274.0,5893.0,4.423,0.084,0.305,0
0.776,0,0,0,0,20.0679247,0.228,482.0,5997.0,4.522,0.05,0.264,0
1.0,0,0,0,0,30.2541186,0.177,576.0,6277.0,4.402,0.056,0.4,0
0.0,0,1,0,0,17.08120242,0.00594,134000.0,5431.0,4.623,0.035,0.129,1
0.995,0,0,0,0,20.034708,0.209,124.0,6120.0,3.934,0.398,0.467,0
0.74,0,0,0,0,541.92452,1.7,1500.0,4378.0,4.64,0.052,0.045,0
0.953,0,0,0,0,3.15722086,0.143,49.7,6120.0,3.934,0.398,0.467,0
0.393,0,0,0,0,58.7701045,0.414,224.0,6158.0,4.397,0.108,0.292,0
0.905,0,0,0,0,6.685438,0.801,89.2,5808.0,4.326,0.11,0.185,0
0.997,0,0,0,0,23.2385587,0.374,161.0,6602.0,4.108,0.22,0.494,0
0.994,0,0,0,0,8.5433774,0.478,75.1,6602.0,4.108,0.22,0.494,0
0.23,1,0,0,0,118.314913,1.4,216.0,6190.0,3.34,0.391,0.694,1
1.0,0,0,0,0,20.35971899,0.0621,346.0,3419.0,4.904,0.084,0.051,0
0.0,0,1,0,1,43.798566,0.31,290.0,5611.0,3.842,0.344,0.371,1
0.0,0,1,0,0,131.7363049,0.00877,58400.0,5102.0,3.962,0.591,1.019,1
0.0,0,1,0,0,4.301031137,0.00482,204000.0,6386.0,4.208,0.115,0.53,1
0.0,0,1,0,0,198.0137918,0.00974,143000.0,5359.0,4.566,0.09,0.078,1
0.0,0,1,0,0,10.9938268,0.0142,419000.0,4856.0,4.554,0.072,0.062,1
0.592,0,0,0,0,11.7201693,0.307,154.0,6193.0,4.434,0.056,0.366,0
1.0,0,0,0,0,1.682934607,0.0783,143.0,5201.0,4.573,0.01,0.077,0
0.0,0,1,0,0,114.9086242,0.00819,196000.0,4412.0,4.565,0.06,0.021,1
1.0,0,0,0,0,11.55532445,0.121,250.0,5149.0,4.506,0.093,0.097,0
0.937,0,0,0,0,11.5706005,0.237,212.0,5718.0,4.479,0.078,0.244,0
0.999,0,0,0,0,16.2953228,0.355,229.0,6187.0,4.432,0.072,0.326,0
0.977,0,0,0,0,8.5073512,0.26,210.0,5914.0,4.483,0.054,0.297,0
0.996,0,0,0,0,26.0841212,0.352,260.0,6083.0,4.563,0.036,0.254,0
0.0,0,1,0,0,52.80276758,0.0104,52100.0,5835.0,4.492,0.065,0.263,1
0.0,0,1,0,0,39.20680865,0.00363,187000.0,5945.0,4.545,0.039,0.274,1
0.988,0,0,0,0,64.6589166,0.291,235.0,5821.0,4.172,0.162,0.228,0
0.892,0,0,0,0,15.8283833,0.527,228.0,5596.0,4.298,0.143,0.178,0
0.0,0,0,1,0,27.6760342,0.385,267.0,5123.0,3.442,0.325,1.353,1
0.993,0,0,0,0,8.74192361,0.184,296.0,5596.0,4.298,0.143,0.178,0
0.8542870445515363,1,0,0,0,26.936878,0.57,247.0,5878.0,4.442,0.066,0.407,1
0.972,1,1,0,0,53.34418038,0.4680551121050948,538.0,7117.866321505074,4.625144833636804,0.2116185973136083,1.4668713472766075,1
0.0,1,0,1,1,12.4281308,1.0,131.0,5940.0,4.621,0.036,0.15,1
0.991,0,0,0,0,9.10969334,0.0677,126.0,5611.0,4.388,0.08,0.173,0
0.0727795305110356,0,0,1,1,0.96283264,0.175,96.3,5955.0,4.617,0.026,0.274,1
0.93,0,0,0,0,73.7502765,0.167,233.0,6056.0,3.797,0.285,0.343,0
0.979,0,0,0,0,4.7482669,0.299,35.6,6056.0,3.797,0.285,0.343,0
0.0,0,1,0,0,210.3064436,0.00818,46500.0,7591.0,4.05,0.187,0.525,1
0.0,0,1,0,0,8.268081087,0.00784,71500.0,5749.0,4.502,0.05,0.273,1
0.0,0,1,0,0,3.564614021,0.00504,94300.0,5891.0,4.45,0.112,0.231,1
0.0,0,1,0,0,533.47707,1.3,211.0,6077.0,3.931,0.323,0.373,1
0.0,0,1,1,1,5.877122413,0.0126,15600.0,5778.0,4.325,0.214,0.309,1
0.0,1,0,0,0,1.036592635,0.00794,125000.0,4884.0,2.737,0.162,1.504,1
1.0,0,0,0,0,10.10404351,0.0559,1320.0,5530.0,4.541,0.05,0.187,0
0.0,0,1,0,0,91.4999978,0.0297,65500.0,5263.0,4.572,0.045,0.112,1
0.484,0,0,0,0,65.9407869,0.276,580.0,5982.0,4.493,0.05,0.266,0
0.198,1,0,0,0,406.45737,0.551,284.0,6217.0,4.364,0.09,0.384,1
0.0,0,1,1,1,30.47639859,0.0879,131000.0,5913.0,4.585,0.04,0.182,1
0.997,0,0,0,0,14.53260546,0.071,329.0,6003.0,4.507,0.052,0.279,0
0.992,0,0,0,0,153.348739,0.621,388.0,6127.0,4.356,0.128,0.32,0
0.729,0,0,0,0,13.9248005,0.281,195.0,5271.0,4.669,0.028,0.085,0
0.0,0,0,0,0,19.6001405,0.318,282.0,6003.0,4.507,0.048,0.265,0
0.169,1,0,0,0,361.526458,0.633,525.0,7196.0,4.064,0.17,0.576,1
0.996,0,0,0,0,48.0506878,0.45,275.0,5332.0,4.083,0.338,0.26,0
0.999,0,0,0,0,34.08429351,0.0777,3750.0,5252.0,4.428,0.143,0.276,0
0.0,1,0,1,1,9.44942628,0.091,1210.0,5092.0,3.689,0.848,0.984,1
0.0,0,1,0,0,0.933489066,0.0066,14300.0,5758.0,4.307,0.2,0.301,1
0.0,1,0,0,0,1.908525084,0.102,219.0,9174.0,4.013,0.215,0.809,1
0.02,1,0,0,0,0.798467681,0.179,121.0,5575.0,4.557,0.081,0.104,1
0.0,1,0,0,0,0.867721348,0.0225,97700.0,5510.0,4.186,0.294,0.384,1
0.0,1,0,1,1,161.252567,0.357,2910.0,5985.0,4.574,0.033,0.222,1
1.0,0,0,0,0,3.90863457,0.0508,867.0,4518.0,4.613,0.052,0.046,0
0.783,0,0,0,0,77.086191,0.473,943.0,6228.0,4.441,0.065,0.313,0
0.0,0,1,1,0,1.673662758,0.0984,316.0,6444.0,4.433,0.065,0.332,1
0.0,0,1,1,0,5.93717724,0.106,25500.0,5780.0,4.438,0.0299315414897461,0.294,1
0.0,0,1,1,0,3.89043062,0.43,195.0,5646.0,4.449,0.112,0.231,1
0.0,0,0,1,0,16.8282542,0.462,655.0,5575.0,4.496,0.039,0.279,1
0.0,0,1,1,1,2.489549075,0.0204,2830.0,6184.0,4.138,0.293,0.375,1
1.0,0,0,0,0,1.644221032,0.0778,47.8,6297.0,4.26,0.09,0.228,0
0.0,0,1,1,1,4.469731089,0.0218,3160.0,5758.0,3.808,0.568,0.55,1
0.007,0,1,0,0,1.731803197,0.0442,44600.0,5761.0,4.426,0.084,0.289,1
0.0,0,1,1,0,2.64830047,0.0834,12700.0,4839.0,2.761,0.188,1.524,1
0.947,0,0,0,0,17.2653659,0.234,67.9,6388.0,4.244,0.088,0.267,0
0.0,0,1,0,0,3.486318703,0.0273,60100.0,5780.0,4.438,0.054,0.4472567351337101,1
0.0,1,0,0,0,1.705780649,0.0857,15500.0,4970.0,4.665,0.054,0.044,1
0.0,0,1,1,0,7.45306683,0.0536,46600.0,5780.0,4.438,0.067,0.595840524237332,1
0.0,0,1,0,0,2.929299629,0.0227,83900.0,5780.0,4.438,0.0933877252103792,0.8691612591392878,1
0.0,1,0,1,1,5.50811352,0.0377,40400.0,5188.0,4.687,0.025,0.075,1
0.0,1,0,0,0,0.569115097,0.0154,586000.0,7174.0,4.13,0.17,0.52,1
0.0,0,1,1,0,2.529073751,0.0352,1570.0,5465.0,4.598,0.032,0.147,1
1.0,0,0,0,0,202.1168173,0.154,2700.0,5536.0,4.498,0.038,0.115,0
0.0,1,0,0,0,0.916326699,0.0197,96400.0,6046.0,4.486,0.052,0.3,1
0.884,0,0,0,0,33.0405509,0.0885,577.0,5688.0,4.415,0.1,0.13,0
0.0,0,1,1,0,1.306723495,0.0349,12500.0,4651.0,4.612,0.052,0.053,1
0.0,0,1,0,0,0.7967202,0.00976,168000.0,5780.0,4.438,0.1440663585051038,0.4852545187893554,1
0.0,0,1,1,1,359.102042,0.822,1100.0,6355.0,4.41,0.054,0.35,1
0.998,0,0,0,0,160.130899,0.315,1180.0,6092.0,4.056,0.182,0.316,0
0.0,0,1,1,1,2.69634575,0.115,185.0,5418.0,4.335,0.205,0.32,1
0.0,0,1,1,0,2.553924603,0.133,1680.0,5993.0,4.489,0.048,0.265,1
0.0,0,1,0,0,8.487871809,0.00965,119000.0,5553.0,4.558,0.032,0.237,1
0.0,0,1,0,0,5.50817321,0.0182,227000.0,5051.0,4.663,0.03,0.082,1
0.0,0,1,0,0,6.142812722,0.0254,96600.0,5780.0,4.438,0.1551479631408957,0.8324799890562368,1
0.0,0,1,0,0,175.0658609,0.0166,45100.0,6021.0,4.57,0.036,0.236,1
0.0,0,1,0,0,20.8392148,0.0343,178000.0,5378.0,4.488,0.12,0.144,1
0.0,1,0,0,0,9.50158045,0.025,443000.0,5780.0,4.438,0.0263451545916108,0.2140285793489741,1
0.6227063089431706,0,0,0,1,19.226055,0.31,3270.0,5193.0,4.689,0.025,0.09,1
0.0,0,1,1,1,2.050435466,0.0227,7770.0,5440.0,4.496,0.092,0.154,1
0.0,0,0,0,0,10.72725536,0.0213,56200.0,3324.0,5.006,0.075,0.063,0
0.0,0,1,1,1,1.507101452,0.0263,15800.0,5884.0,4.453,0.13,0.221,1
0.0,0,1,0,0,1.274841686,0.02,50300.0,6211.0,4.247,0.185,0.396,1
0.986,0,0,0,0,4.02582434,0.0826,265.0,5509.0,4.308,0.156,0.169,0
0.0,0,1,0,0,2.845746618,0.0283,558000.0,5641.0,3.948,0.495,0.453,1
0.0,0,1,1,1,2.30120705,1.0,1690.0,5641.0,4.554,0.035,0.248,1
0.1525651187081523,0,1,0,0,337.377514,0.293,6110.0,6029.0,4.452,0.056,0.427,1
0.4216294816715584,1,1,0,0,389.2807504,0.3211801440291197,144105.89934905546,4894.571950006555,4.240706192016766,0.04,0.3590135646802016,1
0.0,0,1,1,1,8.58965725,0.0987,1160.0,5697.0,4.539,0.037,0.264,1
