Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Orbital Period,Transit Duration Upper,Transit Depth,Stellar Effective Temperature,Stellar Surface Gravity,Stellar Surface Gravity Upper ,Stellar Radius Upper,Disposition Using Kepler Data
1.0,0,0,0,0,13.89963233,0.0543,1120.0,4538.0,4.607,0.039,0.027,0
1.0,0,0,0,0,6.14955931,0.0479,334.0,5687.0,3.973,0.21,0.283,0
0.882,0,0,0,0,4.8099878,0.101,288.0,5988.0,4.507,0.055,0.252,0
0.98,0,0,0,0,5.08288076,0.155,108.0,6217.0,4.375,0.105,0.339,0
0.998,0,0,0,0,31.0259489,0.511,385.0,6075.0,4.486,0.048,0.285,0
1.0,0,0,0,0,3.08942807,0.3,85.3,6137.0,4.418,0.028,0.175,0
0.998,0,0,0,0,44.8702042,0.197,636.0,6122.0,4.471,0.052,0.312,0
0.0,0,0,1,1,4.8807805,0.571,79.0,4763.0,4.738,0.045,0.023,1
0.957,0,0,0,0,4.45342418,0.188,46.6,6256.0,4.269,0.12,0.237,0
0.0,0,1,1,1,2.21396685,0.263,81.6,5986.0,4.461,0.081,0.266,1
1.0,0,0,0,0,9.705693,0.406,141.0,5808.0,4.178,0.176,0.239,0
0.951,0,0,0,0,21.2360024,0.279,104.0,6035.0,3.745,0.231,0.343,0
1.0,0,0,0,0,8.31377304,0.125,837.0,5900.0,4.509,0.021,0.152,0
0.0,0,1,1,1,8.58969597,0.227,245.0,6024.0,4.523,0.05,0.263,1
1.0,0,0,0,0,7.97420583,0.0622,293.0,5973.0,4.386,0.08,0.168,0
0.998,0,0,0,0,1.88899036,0.133,59.0,5973.0,4.386,0.08,0.168,0
1.0,0,0,0,0,18.68405716,0.0878,382.0,5548.0,4.038,0.21,0.254,0
1.0,0,0,0,0,21.41624083,0.0938,315.0,6156.0,4.331,0.084,0.212,0
0.0,0,1,1,0,12.28351275,0.212,598.0,6171.0,3.668,0.323,0.557,1
1.0,0,0,0,0,4.72674037,0.0164,273.0,5648.0,4.472,0.03,0.04,0
0.0,0,0,1,0,6.77449545,0.0779,482.0,6517.0,4.265,0.08,0.235,1
1.0,0,0,0,0,14.59150445,0.0326,1490.0,5940.0,4.199,0.246,0.355,0
0.0,0,1,0,0,27.6776801,0.0136,11500.0,6075.0,4.486,0.054,0.315,1
0.0,0,1,1,0,0.605223042,0.0748,232.0,5089.0,4.559,0.06,0.089,1
0.983,0,0,0,0,25.5172744,0.306,66.8,5680.0,4.414,0.076,0.148,0
1.0,0,0,0,0,4.73292061,0.101,152.0,5595.0,4.581,0.034,0.161,0
0.799,0,0,0,0,22.4765952,0.241,481.0,4563.0,4.704,0.032,0.052,0
0.892,0,0,0,0,1.242639742,0.112,159.0,5520.0,4.572,0.034,0.164,0
0.0,0,0,1,0,25.503628,0.238,204.0,5815.0,4.54,0.036,0.26,1
0.988,0,0,0,0,14.8638496,0.317,221.0,5159.0,4.508,0.093,0.088,0
0.994,0,0,0,0,5.65245733,0.143,121.0,5159.0,4.508,0.093,0.088,0
1.0,0,0,0,0,10.9294815,0.28,197.0,5792.0,4.547,0.036,0.258,0
0.0,0,0,0,0,0.536650319,0.129,41.9,6020.0,3.922,0.285,0.357,0
1.0,0,0,0,0,5.45849914,0.0435,256.0,5914.0,4.396,0.04,0.175,0
1.0,0,0,0,0,13.28536452,0.138,378.0,6534.0,3.973,0.266,0.44,0
0.0,0,1,1,1,8.4879444,0.161,119.0,6134.0,4.396,0.105,0.319,1
0.394,0,0,1,0,46.56675437,0.138,801.0,6629.0,4.132,0.209,0.457,1
0.0,0,1,1,1,19.5148412,0.31,103.0,7004.0,3.854,0.24,0.524,1
0.998,0,0,0,0,15.4130812,0.0755,264.0,6206.0,4.159,0.048,0.089,0
0.993,0,0,0,0,4.82051088,0.228,40.9,6046.0,4.158,0.174,0.238,0
1.0,0,0,0,0,6.09595681,0.255,65.7,6313.0,4.228,0.084,0.259,0
0.984,0,0,0,0,13.2511214,0.249,267.0,5850.0,4.297,0.12,0.199,0
0.0,0,1,1,0,5.76556718,0.45,213.0,6218.0,4.404,0.072,0.366,1
0.6020238312341012,0,0,0,0,11.682369,0.315,235.0,6089.0,4.527,0.035,0.352,0
0.977,0,0,0,0,10.12956201,0.274,81.3,5383.0,4.528,0.042,0.084,0
0.87,0,0,0,0,15.6112238,0.209,114.0,5383.0,4.528,0.042,0.084,0
0.959,0,0,0,0,42.5217006,0.253,686.0,5911.0,4.519,0.048,0.281,0
0.0,1,0,0,1,0.566805887,0.4287211131707503,1.7,5000.0,4.708,0.049,0.025,1
0.972,0,0,0,0,6.69958851,0.155,254.0,5296.0,4.586,0.03,0.138,0
0.0,0,1,0,0,14.17097278,0.0326,13500.0,8347.0,4.231,0.067,0.532,1
0.0,0,1,1,1,1.332562831,0.228,298.0,5718.0,4.549,0.04,0.208,1
0.99,0,0,0,0,2.39161966,0.127,189.0,4935.0,4.589,0.066,0.061,0
0.968,0,0,0,0,5.68879083,0.16,242.0,4234.0,4.63,0.049,0.036,0
0.893,0,0,0,0,2.31941571,0.155,96.4,5624.0,4.256,0.143,0.203,0
1.0,0,0,0,0,19.7830259,0.0767,373.0,5747.0,4.335,0.12,0.164,0
0.0,0,1,1,0,10.43114677,0.0186,29400.0,5780.0,4.438,0.0804040019163254,0.8323406035766969,1
1.0,0,0,0,0,7.0106324,0.0488,327.0,4908.0,4.567,0.028,0.043,0
0.999,0,0,0,0,3.10762684,0.122,77.2,4908.0,4.567,0.028,0.043,0
1.0,0,0,0,0,1.980356674,0.0336,272.0,6078.0,4.29,0.137,0.197,0
1.0,0,0,0,0,12.8344771,0.139,281.0,6078.0,4.29,0.137,0.197,0
0.0,0,1,0,0,175.329014,0.532,1060.0,6008.0,4.499,0.052,0.292,1
0.989,0,0,0,0,21.61313362,0.128,818.0,5267.0,4.681,0.025,0.075,0
1.0,0,0,0,0,2.7881793,0.139,55.8,5758.0,4.168,0.182,0.232,0
0.984,0,0,0,0,4.13827684,0.18,63.8,5758.0,4.168,0.182,0.232,0
0.0,0,0,1,1,2.61846258,0.248,275.0,4266.0,4.626,0.048,0.036,1
0.997,0,0,0,0,29.72722,0.146,1010.0,5815.0,4.54,0.048,0.264,0
0.971,0,0,0,0,18.01019956,0.125,178.0,5931.0,4.322,0.137,0.157,0
1.0,0,0,0,0,10.61368712,0.144,560.0,5815.0,4.54,0.048,0.264,0
0.0,0,0,1,0,7.53887442,0.223,342.0,5318.0,4.601,0.078,0.071,1
0.0,0,0,1,0,0.53633519,0.0534,444.0,5508.0,4.569,0.029,0.2,1
0.962,0,0,0,0,27.9430245,0.474,309.0,6468.0,4.363,0.062,0.388,0
0.858,0,0,0,0,8.07394097,0.111,1060.0,3675.0,4.869,0.049,0.049,0
1.0,0,0,0,0,4.53702121,0.124,504.0,4805.0,4.633,0.027,0.079,0
0.858,0,0,0,0,0.977311489,0.127,251.0,4805.0,4.633,0.027,0.079,0
0.768,0,0,0,0,39.859505,0.695,156.0,5675.0,4.209,0.176,0.202,0
0.0,0,1,0,0,23.6731242,0.0292,23100.0,5769.0,4.338,0.095,0.209,1
1.0,0,0,0,0,7.170710381,0.0301,863.0,5497.0,4.437,0.09,0.11,0
1.0,0,0,0,0,4.699652821,0.0457,351.0,5497.0,4.437,0.09,0.11,0
1.0,0,0,0,0,4.761705895,0.0213,497.0,5794.0,4.263,0.156,0.194,0
1.0,0,0,0,0,2.024143568,0.0291,239.0,5794.0,4.263,0.156,0.194,0
0.0,0,0,1,0,1.371288853,0.0801,66.2,6220.0,4.378,0.087,0.358,1
1.0,0,0,0,0,11.87290814,0.045,333.0,6147.0,4.412,0.03,0.047,0
0.987,0,0,0,0,1.638652525,0.117,167.0,6119.0,4.472,0.056,0.317,0
0.254,0,0,0,0,9.06687613,0.169,367.0,5142.0,4.515,0.088,0.086,0
0.999,0,0,0,0,4.0223109,0.133,228.0,5516.0,4.544,0.048,0.187,0
0.977,0,0,0,0,6.9131732,0.485,39.1,6296.0,4.21,0.125,0.252,0
0.981,0,0,0,0,7.32851947,0.114,278.0,5135.0,4.464,0.084,0.048,0
1.0,0,0,0,0,18.6052046,0.32,243.0,6572.0,4.365,0.062,0.35,0
0.0,1,0,1,1,1.332562787,0.0736,1110.0,6091.0,4.487,0.052,0.3,1
0.999,0,0,0,0,0.896382269,0.125,136.0,5837.0,4.502,0.075,0.215,0
0.997,0,0,0,0,39.4420781,0.422,172.0,5430.0,3.923,0.188,0.309,0
1.0,0,0,0,0,10.27532513,0.0396,210.0,6150.0,3.96,0.03,0.098,0
0.014,0,0,1,0,11.50528603,0.223,260.0,6355.0,4.41,0.062,0.335,1
1.0,0,0,0,0,26.62941953,0.0565,493.0,5866.0,4.117,0.195,0.219,0
1.0,0,0,0,0,296.6375817,0.101,2760.0,5866.0,4.117,0.195,0.219,0
0.998,0,0,0,0,41.8085031,0.16,190.0,5794.0,4.263,0.156,0.194,0
0.0,0,1,0,0,2.98786272,0.0875,42800.0,5231.0,4.544,0.049,0.127,1
1.0,0,0,0,0,39.30944096,0.0376,1130.0,5607.0,4.536,0.028,0.112,0
1.0,0,0,0,0,29.88487723,0.0413,1280.0,4883.0,4.549,0.06,0.033,0
1.0,0,0,0,0,12.92489803,0.0614,959.0,5103.0,4.584,0.02,0.054,0
0.989,0,0,0,0,11.45541896,0.222,68.6,6231.0,4.276,0.076,0.239,0
0.0,0,0,1,0,0.575884418,0.073,272.0,6290.0,4.442,0.067,0.349,1
0.0,0,1,1,1,0.562555067,0.0805,198.0,5793.0,4.561,0.04,0.199,1
0.508,0,0,0,0,44.433726,0.407,240.0,5596.0,4.298,0.143,0.178,0
0.0,0,0,1,0,0.993703494,0.0968,67.4,6854.0,3.808,0.285,0.44,1
1.0,0,0,0,0,6.33125228,0.15,307.0,5383.0,4.603,0.035,0.132,0
0.887,0,0,0,0,24.2204192,0.226,806.0,5165.0,4.599,0.026,0.119,0
0.0,0,1,1,1,30.9597053,0.642,411.0,4947.0,4.621,0.03,0.093,1
0.919,0,0,0,0,6.41491277,0.0481,121.0,5931.0,4.322,0.137,0.157,0
0.378,1,0,0,0,93.881556,0.519,189.0,5676.0,4.1,0.203,0.229,1
0.992,0,0,0,0,3.91679553,0.158,161.0,4889.0,4.637,0.032,0.074,0
1.0,0,0,0,0,43.1024434,0.315,300.0,5741.0,4.365,0.108,0.309,0
0.0,0,0,1,0,2.683395376,0.0385,235.0,6958.0,4.195,0.132,0.478,1
0.995,0,0,0,0,31.51779463,0.0784,358.0,5611.0,4.144,0.195,0.211,0
1.0,0,0,0,0,8.12999858,0.0697,148.0,5611.0,4.144,0.195,0.211,0
0.972,0,0,0,0,31.4452709,0.108,531.0,6172.0,4.198,0.13,0.301,0
0.0,0,1,0,0,66.46746217,0.0232,12600.0,5843.0,4.403,0.087,0.307,1
1.0,0,0,0,0,2.586639524,0.0265,218.0,5780.0,4.421,0.1,0.131,0
0.351,0,1,0,0,2.671942657,0.0303,15900.0,6116.0,4.335,0.18,0.29,1
1.0,0,0,0,0,28.51117639,0.0706,1840.0,4687.0,4.627,0.015,0.039,0
1.0,0,0,0,0,14.38682567,0.0323,570.0,5725.0,4.353,0.126,0.158,0
0.917,0,0,0,0,8.85686712,0.0891,319.0,5017.0,4.516,0.075,0.079,0
0.983,0,0,0,0,12.99065074,0.0416,392.0,5787.0,4.402,0.09,0.151,0
0.0,0,0,0,0,331.5972732,0.0319,8320.0,5970.0,4.317,0.11,0.195,0
1.0,0,0,0,0,11.20058855,0.128,220.0,6038.0,4.524,0.046,0.248,0
0.0,0,0,1,1,1.50179931,0.421,100.0,5024.0,4.613,0.028,0.103,1
1.0,0,0,0,0,17.83367834,0.0195,327.0,6407.0,4.268,0.03,0.067,0
1.0,0,0,0,0,19.55662003,0.052,299.0,5671.0,4.094,0.033,0.065,0
0.9,0,0,0,0,82.6595174,0.166,1270.0,3952.0,4.716,0.04,0.04,0
0.996,0,0,0,0,2.03387483,0.164,73.6,5282.0,3.913,0.126,0.339,0
0.0,0,0,1,0,5.07538255,0.0873,163.0,5933.0,4.334,0.136,0.314,1
0.933,0,0,0,0,23.9553986,0.182,229.0,5011.0,3.903,0.644,1.001,0
0.0,0,0,0,0,24.3367026,0.392,551.0,5141.0,4.505,0.088,0.08,0
0.994,0,0,0,0,7.40985182,0.103,201.0,5462.0,4.56,0.028,0.186,0
0.0,0,0,1,0,1.02425556,0.0854,1630.0,5337.0,4.594,0.037,0.143,1
0.0,0,0,1,1,4.63958598,0.101,83.4,6591.0,4.024,0.273,0.329,1
0.552,0,0,0,0,15.5943758,0.552,95.4,6249.0,4.428,0.054,0.335,0
0.59,0,0,0,0,34.4359387,0.0692,425.0,5929.0,4.243,0.137,0.236,0
1.0,0,0,0,0,5.317440164,0.0378,293.0,5923.0,4.377,0.099,0.164,0
0.958,0,0,0,0,10.10575764,0.0895,117.0,5923.0,4.377,0.099,0.164,0
1.0,0,0,0,0,28.86236571,0.0637,449.0,5725.0,4.326,0.137,0.16,0
0.88,0,0,0,0,210.6013843,0.0347,4160.0,5970.0,4.317,0.11,0.195,0
0.889,0,0,0,0,75.731195,0.219,2500.0,3891.0,4.718,0.018,0.035,0
0.999,0,0,0,0,59.7371443,0.0951,566.0,5970.0,4.317,0.11,0.195,0
0.0,0,1,1,0,3.388887193,0.0316,11300.0,5780.0,4.438,0.141197206524586,0.419929928556056,1
1.0,0,0,0,0,27.08239734,0.1,423.0,5857.0,4.204,0.176,0.209,0
1.0,0,0,0,0,152.1060435,0.0927,3690.0,6200.0,4.072,0.188,0.281,0
0.989,0,0,0,0,30.6528935,0.161,270.0,6200.0,4.072,0.188,0.281,0
0.0,0,1,1,0,0.512869432,0.07,2310.0,5853.0,4.529,0.048,0.26,1
0.987,0,0,0,0,5.19492747,0.132,273.0,6415.0,4.374,0.065,0.4,0
1.0,0,0,0,0,15.9314412,0.251,557.0,5380.0,4.616,0.035,0.123,0
0.0,0,0,0,1,1.33251589,0.185,141.0,5701.0,4.291,0.247,0.348,1
1.0,0,0,0,0,28.227413,0.147,1110.0,5858.0,4.553,0.035,0.222,0
0.0,0,1,1,0,0.545544979,0.123,92.6,6050.0,4.509,0.04,0.29,1
0.0,1,0,1,0,419.9750784,0.6986842414698293,275.0,5316.0,4.477,0.077,0.07,1
0.983,0,0,0,0,4.76559056,0.147,67.5,5702.0,4.258,0.253,0.347,0
1.0,0,0,0,0,2.98618134,0.234,123.0,6173.0,4.447,0.056,0.341,0
0.0,0,0,1,0,25.9200092,0.62,331.0,5517.0,4.631,0.032,0.115,1
0.998,0,0,0,0,6.17817366,0.0544,102.0,5931.0,4.322,0.137,0.157,0
0.0,0,0,1,1,2.04516705,0.198,155.0,9206.0,4.112,0.16,0.681,1
0.983,0,0,0,0,7.25101997,0.142,123.0,5382.0,4.571,0.015,0.091,0
1.0,0,0,0,0,5.65178922,0.045,134.0,6085.0,4.218,0.12,0.26,0
1.0,0,0,0,0,19.96367208,0.0572,271.0,5250.0,4.541,0.05,0.052,0
0.915,0,0,0,0,57.3840375,0.115,242.0,5250.0,4.541,0.05,0.052,0
1.0,0,0,0,0,1.541676547,0.0213,297.0,5533.0,4.337,0.132,0.161,0
0.0,0,1,0,0,6.397185875,0.0231,18900.0,5780.0,4.438,0.333780693038223,1.41490596083645,1
0.0,0,0,1,1,2.976020742,0.0955,115.0,5947.0,3.939,0.308,0.376,1
1.0,0,0,0,0,15.95995611,0.047,523.0,5936.0,4.501,0.019,0.139,0
0.998,0,0,0,0,7.37867551,0.137,125.0,5936.0,4.501,0.019,0.139,0
1.0,0,0,0,0,4.903321801,0.028,335.0,6045.0,4.276,0.115,0.216,0
1.0,0,0,0,0,1.82708193,0.00799,1160.0,5311.0,3.864,0.749,1.06,0
0.0,0,1,0,0,22.84524104,0.00244,45700.0,5926.0,4.187,0.176,0.212,1
1.0,0,0,0,0,2.5738437,0.147,46.6,5115.0,4.477,0.095,0.103,0
0.0,0,0,1,0,18.3980827,0.265,145.0,5605.0,4.381,0.11,0.142,1
0.996,0,0,0,0,11.62904159,0.149,88.0,5721.0,4.307,0.143,0.173,0
0.0,0,0,1,0,13.6550963,0.215,196.0,6065.0,4.487,0.054,0.315,1
1.0,0,0,0,0,27.50871575,0.0409,639.0,5903.0,4.304,0.02,0.05,0
0.983,0,0,0,0,20.0708757,0.506,406.0,5902.0,4.128,0.182,0.256,0
0.94,0,0,0,0,98.353149,0.658,423.0,6366.0,4.045,0.196,0.285,0
0.963,0,0,0,0,10.18318233,0.22,51.5,5843.0,4.421,0.04,0.177,0
0.979,0,0,0,0,6.2321233,0.527,31.7,5843.0,4.421,0.04,0.177,0
0.673,0,0,0,0,8.2942929,0.385,36.8,5843.0,4.421,0.04,0.177,0
0.0,0,0,1,1,1.540411479,0.21,107.0,5769.0,4.57,0.032,0.212,1
0.0,0,0,1,1,3.74785358,0.148,98.2,5706.0,4.537,0.036,0.244,1
1.0,0,0,0,0,25.75274977,0.0611,739.0,4963.0,4.501,0.072,0.032,0
1.0,0,0,0,0,10.16102353,0.0546,1650.0,6032.0,4.387,0.108,0.312,0
1.0,0,0,0,0,12.82993461,0.047,1420.0,5862.0,4.555,0.04,0.211,0
0.989,0,0,0,0,49.41121127,0.0815,3180.0,5768.0,4.434,0.054,0.161,0
1.0,0,0,0,0,36.8567758,0.145,714.0,5768.0,4.434,0.054,0.161,0
0.189,1,0,0,0,35.080928,1.8,101.0,6007.0,4.353,0.084,0.193,1
0.999,0,0,0,0,10.39986173,0.103,275.0,4963.0,4.501,0.075,0.032,0
0.0,0,0,1,1,0.828206212,0.0329,132.0,5812.0,3.598,0.367,0.737,1
1.0,0,0,0,0,24.31574009,0.0778,643.0,6242.0,4.442,0.056,0.343,0
0.0,0,1,1,1,199.443024,0.176,4040.0,5646.0,4.278,0.162,0.184,1
0.926,0,0,0,0,39.6766071,0.178,611.0,5244.0,4.449,0.112,0.197,0
0.047,1,0,0,0,358.66044,0.579,134.0,5619.0,4.07,0.013,0.05,1
1.0,0,0,0,0,4.454194254,0.0122,16000.0,5359.0,4.425,0.136,0.242,0
0.0,0,0,0,0,809.0141881,0.0619,16300.0,6230.0,4.397,0.087,0.326,0
1.0,0,0,0,0,21.0871953,0.00815,8890.0,6266.0,4.101,0.182,0.262,0
0.0,0,1,0,0,1.575631524,0.00892,25600.0,6202.0,4.537,0.05,0.239,1
0.999,0,0,0,0,6.09855603,0.099,84.4,5465.0,4.449,0.085,0.101,0
0.174,1,0,0,0,203.250506,1.0,239.0,5600.0,4.455,0.102,0.088,1
1.0,465,0,0,0,16.54295261,0.083,726.0,5215.0,4.518,0.048,0.134,0
1.0,0,0,0,0,11.0234748,0.0241,1800.0,3744.0,4.718,0.039,0.03,0
1.0,0,0,0,0,34.18884323,0.0482,1060.0,5515.0,4.453,0.076,0.11,0
1.0,0,0,0,0,4.30165843,0.0295,739.0,5480.0,4.509,0.063,0.198,0
1.0,0,0,0,0,7.650243513,0.0222,981.0,5409.0,4.609,0.03,0.145,0
0.425,0,0,0,0,2.47240869,0.173,47.5,4729.0,4.726,0.045,0.028,0
1.0,0,0,0,0,4.592393816,0.0192,1030.0,5351.0,4.582,0.03,0.143,0
0.0,0,0,0,0,11.53029332,0.0336,1210.0,5770.0,4.289,0.204,0.316,0
1.0,0,0,0,0,5.859935955,0.0168,323.0,6181.0,4.22,0.033,0.056,0
1.0,0,0,0,0,2.104721971,0.0122,906.0,5703.0,4.498,0.036,0.264,0
0.0,0,1,1,1,10.63624422,0.275,232.0,5834.0,4.591,0.038,0.188,1
0.879,0,0,0,0,7.9069765,0.503,126.0,6347.0,4.464,0.054,0.319,0
1.0,0,0,0,0,6.412512953,0.0434,1160.0,6026.0,4.366,0.108,0.334,0
1.0,0,0,0,0,2.019997006,0.0369,333.0,5103.0,4.562,0.032,0.051,0
1.0,0,0,0,0,3.763041531,0.042,355.0,5103.0,4.562,0.032,0.051,0
1.0,0,0,0,0,6.521209629,0.0406,760.0,5822.0,4.529,0.042,0.217,0
1.0,0,0,0,0,6.996926239,0.0259,1320.0,5713.0,4.541,0.042,0.215,0
0.676,0,0,0,0,13.9509565,0.332,35.7,5888.0,4.275,0.144,0.207,0
0.0,0,1,1,0,5.428344915,0.0328,13800.0,5936.0,4.501,0.039,0.312,1
1.0,0,0,0,0,16.30141333,0.0665,942.0,6072.0,4.328,0.132,0.351,0
1.0,0,0,0,0,24.61480613,0.0407,1800.0,5312.0,4.384,0.137,0.107,0
1.0,0,0,0,0,42.949522,0.0898,959.0,5312.0,4.384,0.137,0.107,0
0.995,0,0,0,0,117.033521,0.209,770.0,5312.0,4.384,0.137,0.107,0
0.001,1,0,0,0,386.39833,0.874,748.0,5284.0,4.523,0.076,0.133,1
1.0,0,0,0,0,1.55400389,0.0161,466.0,5409.0,4.609,0.03,0.145,0
1.0,0,0,0,0,34.25951418,0.0553,1070.0,5409.0,4.609,0.03,0.145,0
0.0,1,0,0,0,23.8761144,0.0271,1610.0,9974.0,4.048,0.115,0.965,1
0.0,0,1,1,0,4.99270186,0.0878,557.0,5724.0,4.429,0.101,0.253,1
1.0,0,0,0,0,4.79860021,0.0367,817.0,5631.0,4.557,0.042,0.207,0
0.122,1,0,1,0,7.7333361,0.283,127.0,3780.0,4.746,0.042,0.036,1
1.0,0,0,0,0,9.57665962,0.0295,747.0,5386.0,4.322,0.159,0.191,0
1.0,0,0,0,0,96.6781852,0.0832,951.0,5386.0,4.322,0.159,0.191,0
1.0,0,0,0,0,20.55280311,0.0434,727.0,5386.0,4.322,0.159,0.191,0
0.0,0,1,0,0,2.023123903,0.0196,1290.0,5559.0,4.578,0.034,0.164,1
1.0,0,0,0,0,10.94026745,0.0691,539.0,5749.0,4.547,0.042,0.214,0
0.374,1,0,0,0,19.5352551,0.145,1730.0,2703.0,5.274,0.0,0.0,1
1.0,0,0,0,0,3.687469832,0.0166,5060.0,4004.0,4.659,0.035,0.023,0
0.962,0,0,0,0,151.863949,0.201,747.0,5713.0,4.541,0.042,0.215,0
0.989,0,0,0,0,5.945043548,0.0376,800.0,5105.0,4.469,0.09,0.044,0
0.972,0,0,0,0,65.7045275,0.0469,636.0,5918.0,4.403,0.08,0.158,0
0.994,0,0,0,0,17.73842886,0.0876,606.0,5105.0,4.469,0.09,0.044,0
0.971,0,0,0,0,84.799829,1.1,56.1,5619.0,4.07,0.013,0.05,0
0.559,0,0,0,0,9.93962361,0.103,300.0,5105.0,4.469,0.09,0.044,0
1.0,0,0,0,0,6.8731664,0.0132,3750.0,6490.0,3.942,0.055,0.166,0
1.0,0,0,0,0,8.600099313,0.0199,2790.0,5246.0,4.501,0.102,0.103,0
1.0,0,0,0,0,12.37646897,0.0376,1710.0,4200.0,4.664,0.022,0.028,0
0.998,0,0,0,0,9.340538,0.292,201.0,4200.0,4.664,0.022,0.028,0
0.343,0,0,0,0,330.071558,0.398,617.0,5933.0,4.342,0.115,0.174,0
1.0,0,0,0,0,18.87022157,0.0405,1100.0,5402.0,4.452,0.126,0.164,0
0.963,0,0,0,0,19.5776073,0.17,98.1,5465.0,4.449,0.085,0.101,0
1.0,0,0,0,0,17.20522898,0.0405,1080.0,5211.0,4.643,0.03,0.1,0
0.0,0,1,1,1,17.90766147,0.111,1090.0,6153.0,4.471,0.054,0.324,1
1.0,0,0,0,0,22.18332255,0.0539,748.0,5565.0,4.361,0.138,0.144,0
0.269,1,0,0,0,354.78194,1.1,193.0,5798.0,4.025,0.208,0.252,1
1.0,0,0,0,0,7.65880048,0.0459,668.0,5657.0,4.508,0.069,0.215,0
1.0,0,0,0,0,9.3789167,0.0617,564.0,5684.0,4.493,0.112,0.162,0
1.0,0,0,0,0,4.221626193,0.0416,658.0,6123.0,4.472,0.052,0.329,0
1.0,0,0,0,0,16.54967098,0.0856,745.0,5372.0,4.434,0.112,0.194,0
1.0,0,0,0,0,2.154911236,0.027,99.7,6181.0,4.22,0.033,0.056,0
0.812,0,0,0,0,11.505879,0.516,49.8,6336.0,4.266,0.063,0.245,0
0.999,0,0,0,0,3.52467888,0.136,130.0,5372.0,4.434,0.112,0.194,0
1.0,0,0,0,0,6.400157105,0.0418,743.0,5299.0,4.597,0.032,0.113,0
1.0,0,0,0,0,2.437029217,0.052,244.0,5573.0,4.177,0.203,0.218,0
1.0,0,0,0,0,9.9267215,0.0379,726.0,5475.0,4.43,0.081,0.137,0
1.0,0,0,0,0,21.22349325,0.0818,583.0,5475.0,4.43,0.081,0.137,0
0.932,0,0,0,0,6.47027706,0.139,117.0,5475.0,4.43,0.081,0.137,0
1.0,0,0,0,0,3.722158895,0.0311,757.0,5617.0,4.574,0.038,0.182,0
0.997,0,0,0,0,46.9026431,0.0803,821.0,5402.0,4.452,0.126,0.164,0
1.0,0,0,0,0,5.263415218,0.0461,1030.0,6099.0,4.456,0.056,0.358,0
1.0,0,0,0,0,4.030466786,0.0149,2910.0,5234.0,4.542,0.028,0.08,0
0.0,0,0,1,0,9.27989,0.72,164.0,6052.0,4.456,0.07,0.304,1
0.992,0,0,0,0,328.240201,0.0671,13900.0,5234.0,4.542,0.028,0.08,0
0.0,0,1,0,0,22.26480657,0.0137,19400.0,5681.0,4.566,0.042,0.218,1
0.0,0,0,1,0,2.217038096,0.0487,544.0,6521.0,4.352,0.052,0.395,1
0.7870090304276005,0,0,0,0,8.874603,0.668,93.3,6517.0,4.349,0.065,0.782,1
1.0,0,0,0,0,4.393157678,0.0343,447.0,4799.0,4.631,0.012,0.054,0
0.217,1,0,0,0,251.7512,0.436,114.0,5640.0,4.492,0.045,0.131,1
1.0,0,0,0,0,16.14567193,0.025,941.0,4900.0,4.602,0.017,0.048,0
0.0,0,0,0,0,1071.232624,0.0498,19000.0,4799.0,4.631,0.012,0.054,0
1.0,0,0,0,0,2.735900074,0.0432,429.0,5299.0,4.597,0.032,0.113,0
1.0,0,0,0,0,5.852968845,0.0315,1150.0,6050.0,4.45,0.07,0.333,0
0.921,0,0,0,0,81.1701587,0.216,1180.0,5460.0,4.263,0.186,0.2,0
0.598,1,0,0,0,371.17573,1.8,134.0,9030.0,3.822,0.351,0.977,1
1.0,0,0,0,0,2.820190603,0.0354,468.0,5831.0,4.359,0.095,0.178,0
1.0,0,0,0,0,21.21712312,0.16,636.0,6191.0,4.438,0.07,0.335,0
0.9449647731237608,0,0,0,0,200.0,0.1242893873887006,41081.47721853914,5218.466638794728,4.0040019716188695,0.0108980702666078,0.5820631701472401,1
1.0,0,0,0,0,15.77980122,0.074,541.0,5941.0,4.519,0.048,0.266,0
1.0,0,0,0,0,14.03490255,0.0598,852.0,5258.0,4.513,0.095,0.102,0
1.0,0,0,0,0,10.35586478,0.0515,661.0,4646.0,4.539,0.054,0.019,0
0.994,0,0,0,0,22.34296483,0.0039,5610.0,6181.0,4.234,0.143,0.243,0
1.0,0,0,0,0,11.38840217,0.0829,438.0,5876.0,4.151,0.162,0.233,0
1.0,0,0,0,0,20.5498184,0.0746,1560.0,5688.0,4.415,0.1,0.13,0
0.6044407949743987,0,0,0,0,934.0941846,0.177,8710.0,5937.0,4.559,0.03,0.35,0
0.804,0,0,0,0,199.8392053,0.0138,44500.0,5457.0,4.548,0.028,0.2,0
0.471,1,0,0,0,17.4217322,0.468,208.0,6052.0,4.456,0.07,0.304,1
0.0,0,0,0,0,15.84132627,0.0234,31100.0,5119.0,4.575,0.072,0.073,0
1.0,0,0,0,0,5.931196562,0.0528,1010.0,3984.0,4.72,0.03,0.031,0
0.0,0,0,0,0,0.837491225,0.0104,190.0,5676.0,4.347,0.03,0.057,0
0.987,0,0,0,0,7.40611676,0.0522,418.0,4799.0,4.631,0.012,0.054,0
0.997,0,0,0,0,21.803708,0.157,246.0,4799.0,4.631,0.012,0.054,0
