Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Transit Depth Upper,Insolation Flux Lower ,Stellar Radius Upper,Disposition Using Kepler Data
0.996,0,0,0,0,8.9,-364.83,0.447,0
0.998,0,0,0,0,5.6,-880.04,0.221,0
0.0,0,1,1,1,17.9,-33.02,0.254,1
0.91,0,0,0,0,8.3,-2.25,0.143,0
1.0,0,0,0,0,2.4,-401.83,0.371,0
0.972,0,0,0,0,12.5,-282.51,0.275,0
0.0,0,0,1,0,4.1,-12681.5,0.46,1
1.0,0,0,0,0,12.3,-567.41,0.402,0
0.993,0,0,0,0,9.9,-33.67,0.209,0
0.998,0,0,0,0,26.3,-0.61,0.121,0
0.998,0,0,0,0,26.3,-41.63,0.335,0
0.0,1,0,1,1,169.49212762202137,-25.84,0.253,1
0.947,0,0,0,0,5.7,-33.15,0.344,0
0.5829246369164676,1,0,0,0,24.5,-146.52,0.696,1
1.0,0,0,0,0,34.2,-3.77,0.258,0
0.995,0,0,0,0,15.7,-16.14,0.143,0
0.995,0,0,0,0,5.2,-114.83,0.185,0
1.0,0,0,0,0,7.1,-44.85,0.185,0
0.996,0,0,0,0,68.1,-0.36,0.044,0
1.0,0,0,0,0,83.1,-10.74,0.04,0
0.992,0,0,0,0,120.0,-2.19,0.04,0
0.0,0,1,1,1,6.1,-2061.35,0.35,1
0.001,0,0,1,0,18.7,-776.48,0.079,1
1.0,0,0,0,0,14.7,-129.54,0.222,0
0.98,0,0,0,0,10.7,-86.42,0.183,0
0.999,0,0,0,0,4.5,-4.06,0.06,0
0.0,0,1,1,1,26.2,-2.83,0.166,1
1.0,0,0,0,0,62.6,-0.1,0.056,0
1.0,0,0,0,0,4.4,-1.59,0.074,0
1.0,0,0,0,0,152.0,-0.99,0.081,0
0.939,0,0,0,0,129.0,-1.9,0.081,0
1.0,0,0,0,0,22.6,-7.98,0.055,0
0.0,0,1,0,0,11.8,-457.57,0.066,1
0.93,0,0,0,0,24.9,-16.63,0.031,0
0.001,0,0,1,0,3.6,-1568.73,0.48,1
0.0,0,1,1,1,5.8,-22580.67,0.516,1
0.0,0,1,1,1,3.8,-596.68,0.176,1
0.0,0,0,1,0,11.7,-125.0,0.2,1
1.0,0,0,0,0,15.2,-25.64,0.038,0
0.0,0,0,1,1,22.3,-144.04,0.056,1
1.0,0,0,0,0,3.6,-73.09,0.265,0
1.0,0,0,0,0,5.3,-14.96,0.036,0
1.0,0,0,0,0,9.6,-38.24,0.214,0
0.937,0,0,0,0,37.7,-8.76,0.122,0
0.0,0,1,1,0,11.4,-581.9,0.049,1
0.994,0,0,0,0,19.8,-28.81,0.122,0
0.999,0,0,0,0,9.0,-108.32,0.079,0
1.0,0,0,0,0,74.1,-1.41,0.035,0
0.976,0,0,0,0,61.6,-4.07,0.035,0
1.0,0,0,0,0,6.7,-330.55,0.075,0
0.998,0,0,0,0,24.2,-4.64,0.18,0
0.998,0,0,0,0,16.4,-29.74,0.18,0
0.997,0,0,0,0,26.4,-13.11,0.18,0
0.0,0,0,0,0,22.8,-192.83,0.074,0
0.5650628000636874,0,0,0,0,23.5,-15.93,0.327,0
0.8553589756133798,0,0,0,0,39.3,-11.85,0.327,0
0.0,0,1,0,1,6.4,-918.63,0.311,1
1.0,0,0,0,0,59.9,-0.11,0.055,0
1.0,0,0,0,0,2.0,-63.83,0.094,0
0.4362377999485621,0,0,0,0,9.7,-3.11,0.612,1
0.0,0,1,1,0,12.2,-477.9,0.226,1
0.709,0,0,0,0,30.4,-88.58,0.105,0
1.0,0,0,0,0,19.4,-344.58,0.105,0
0.998,0,0,0,0,10.7,-1391.57,0.314,0
0.992,0,0,0,0,11.5,-160.93,0.034,0
0.988,0,0,0,0,32.9,-17.07,0.314,0
0.0,0,0,1,1,15.5,-7.07,0.149,1
0.0,0,1,1,1,17.9,-16.65,0.151,1
0.0,0,1,1,0,12.8,-235.23,0.114,1
1.0,0,0,0,0,2.8,-24.33,0.071,0
0.0,0,1,1,0,96.5,-8.62,0.136,1
0.0,0,0,1,0,5.2,-434.88,0.137,1
1.0,0,0,0,0,3.1,-12.13,0.074,0
1.0,0,0,0,0,10.2,-52.51,0.178,0
0.992,0,0,0,0,13.0,-22.01,0.178,0
0.0,0,0,1,1,13.7,-5423.08,0.489,1
0.0,0,1,1,0,13.9,-999.74,0.248,1
0.0,0,1,1,1,201.0,0.0,0.327,1
1.0,0,0,0,0,42.0,-16.1,0.231,0
0.0,0,0,1,0,8.5,-710.49,0.259,1
0.0,0,0,1,1,10.6,-114.5,0.112,1
0.0,1,0,1,1,8.9,0.0,0.802891356901082,1
0.963,0,0,0,0,9.4,-511.97,0.156,0
0.918,0,0,0,0,39.6,-16.46,0.345,0
1.0,0,0,0,0,10.1,-27.72,0.209,0
0.0,0,0,0,0,3.7,-3257.31,0.337,0
0.931,0,0,0,0,6.4,-105.29,0.209,0
0.999,0,0,0,0,30.6,-0.29,0.047,0
0.0,0,0,1,1,44.3,-119.95,0.264,1
0.0,0,0,0,0,187.0,-0.22,0.057,0
0.999,0,0,0,0,16.3,-17.26,0.323,0
0.73,0,0,0,0,11.9,-40.56,0.126,0
1.0,0,0,0,0,14.1,-84.76,0.229,0
0.0,0,1,1,0,33.1,-3.14,0.074,1
0.982,0,0,0,0,5.0,-54.07,0.216,0
0.998,0,0,0,0,7.7,-11.05,0.216,0
1.0,0,0,0,0,103.0,-1.86,0.03,0
1.0,0,0,0,0,15.5,-226.65,0.195,0
0.998,0,0,0,0,20.4,-6.29,0.243,0
0.996,0,0,0,0,20.4,-198.78,0.326,0
0.0,0,0,1,0,2.7,-2707.0,0.496,1
1.0,0,0,0,0,5.2,-1.65,0.062,0
1.0,0,0,0,0,5.9,-69.19,0.082,0
0.829,0,0,0,0,5.0,-142.34,0.082,0
1.0,0,0,0,0,6.0,-51.62,0.082,0
0.0,0,0,1,0,13.8,-475.92,0.33,1
0.993,0,0,0,0,81.2,-0.48,0.029,0
0.997,0,0,0,0,27.7,-18.51,0.273,0
1.0,0,0,0,0,3.1,-63.32,0.212,0
0.934,0,0,0,0,5.2,-88.23,0.209,0
0.998,0,0,0,0,6.1,-121.6,0.099,0
0.0,0,0,1,1,12.3,-450.98,0.285,1
1.0,0,0,0,0,59.7,-15.92,0.03,0
1.0,0,0,0,0,73.0,-4.52,0.03,0
1.0,0,0,0,0,11.3,-519.18,0.194,0
1.0,0,0,0,0,5.8,-14.02,0.15,0
0.956,0,0,0,0,25.9,-40.9,0.194,0
1.0,0,0,0,0,8.2,-199.71,0.375,0
0.996,0,0,0,0,9.6,-24.3,0.425,0
0.0,0,0,1,1,2.6,-6583.5,0.404,1
1.0,0,0,0,0,9.0,-158.35,0.276,0
1.0,0,0,0,0,8.6,-6.32,0.041,0
0.0,0,0,1,1,4.9,-359.76,0.268,1
0.001,0,0,1,0,2.5,-7977.57,0.14,1
0.982,0,0,0,0,9.7,-534.48,0.297,0
0.99,0,0,0,0,5.1,-957.71,0.314,0
1.0,0,0,0,0,4.3,-13.2,0.027,0
0.992,0,0,0,0,3.2,-192.35,0.199,0
0.785,0,0,0,0,6.7,-379.45,0.341,0
0.999,0,0,0,0,11.2,-26.01,0.209,0
0.913,0,0,0,0,10.0,-87.17,0.209,0
0.985,0,0,0,0,13.4,-6.15,0.193,0
1.0,0,0,0,0,1.6,-2514.21,0.234,0
0.0,0,0,1,1,8.1,-1313641.72,2.01,1
1.0,0,0,0,0,24.9,-43.89,0.056,0
1.0,0,0,0,0,2.5,-61.0,0.064,0
1.0,0,0,0,0,28.4,-7.18,0.15,0
0.995,0,0,0,0,17.1,-8.07,0.174,0
1.0,0,0,0,0,1.3,-252.46,0.039,0
0.0,1,0,1,0,21.4,-1084.58,0.283,1
0.024,0,1,0,0,13.0,-384.42,0.384,1
1.0,0,0,0,0,11.4,-1330.46,0.356,0
0.0,0,0,1,1,1.5,-82.18,0.047,1
0.0,0,1,0,0,1.9,-2.38,0.047,1
1.0,0,0,0,0,48.8,-19.5,0.181,0
1.0,0,0,0,0,5.9,-382.51,0.261,0
0.0,0,0,1,1,21.8,-60.15,0.246,1
0.954,0,0,0,0,35.9,-15.88,0.209,0
0.973,0,0,0,0,45.0,-7.5,0.209,0
0.948,0,0,0,0,10.8,-5.46,0.174,0
0.0,0,1,1,1,47.7,-40.69,0.312,1
0.988,0,0,0,0,65.5,-9.0,0.194,0
0.063,0,0,0,0,2.6,-30.04,0.071,0
0.98,0,0,0,0,6.9,-139.86,0.208,0
1.0,0,0,0,0,8.3,-62.22,0.208,0
0.997,0,0,0,0,6.0,-244.92,0.208,0
0.999,0,0,0,0,7.8,-84.66,0.208,0
1.0,0,0,0,0,4.0,-66.21,0.084,0
1.0,0,0,0,0,2.1,-27.37,0.058,0
0.992,0,0,0,0,5.1,-136.35,0.045,0
0.0,0,0,1,1,5.2,-3267.16,0.333,1
0.0,0,1,1,1,5.8,-471.79,0.363,1
1.0,0,0,0,0,1.6,-188.6,0.25,0
0.989,0,0,0,0,12.2,-31.09,0.161,0
0.995,0,0,0,0,9.3,-91.93,0.161,0
0.0,0,0,1,0,10.1,-102.36,0.109,1
0.0,0,0,1,1,7.1,-12.29,0.04,1
0.276,0,0,0,0,19.2,-32.9,0.072,0
0.0,0,0,1,0,8.0,-2433.79,0.353,1
1.0,0,0,0,0,1.7,-1737.79,0.324,0
1.0,0,0,0,0,23.4,-11.52,0.334,0
0.782,0,0,0,0,46.2,-2.93,0.038,0
0.0,0,1,1,0,4.1,-5557.89,0.422,1
1.0,0,0,0,0,6.7,-14.61,0.089,0
1.0,0,0,0,0,18.9,-264.45,0.279,0
0.0,0,0,1,1,4.2,-9905.59,0.457,1
0.0,0,0,1,0,4.9,-29200.74,0.729,1
0.0,0,1,1,1,4.6,-15294.58,0.422,1
0.0,0,1,1,1,9.6,-14.41,0.32,1
0.988,0,0,0,0,13.8,-176.3,0.198,0
1.0,0,0,0,0,2.3,-110.32,0.132,0
0.001,0,0,1,0,6.8,-287.16,0.307,1
0.999,0,0,0,0,2.8,-642.81,0.244,0
1.0,0,0,0,0,10.5,-454.54,0.391,0
1.0,0,0,0,0,3.6,-7.21,0.094,0
1.0,0,0,0,0,2.9,-27.56,0.098,0
0.981,0,0,0,0,9.1,-82.77,0.297,0
0.991,0,0,0,0,13.7,-38.07,0.033,0
0.993,0,0,0,0,11.8,-879.59,0.213,0
0.0,0,0,0,0,77.1,-0.41,0.062,0
0.0,0,0,1,1,2.0,-4905.44,0.38,1
0.0,0,0,1,0,34.3,-50.41,0.268,1
0.983,0,0,0,0,32.3,-4.22,0.203,0
0.999,0,0,0,0,2.3,-483.9,0.409,0
0.0,0,1,1,1,12.4,-34.26,0.297,1
1.0,0,0,0,0,10.2,-44.05,0.344,0
0.989,0,0,0,0,4.7,-192.64,0.198,0
0.0,0,0,1,0,19.0,-198.02,0.193,1
1.0,0,0,0,0,2.7,-172.62,0.272,0
0.986,0,0,0,0,7.6,-11.3,0.272,0
0.0,0,0,1,0,4.9,-12328.39,0.467,1
1.0,0,0,0,0,2.1,-12.65,0.047,0
0.0,0,1,1,0,17.3,-49.92,0.231,1
0.0,0,1,1,1,7.8,-2549.95,0.373,1
0.3231384852094553,0,0,0,0,80.1,-0.76,0.72,1
1.0,0,0,1,0,12.6,-85.51,0.034,1
0.0,0,1,0,0,16.7,-334.5,0.062,1
1.0,0,0,0,0,51.0,-5.4,0.042,0
0.0,0,0,1,1,4.0,-152.03,0.189,1
0.0,0,1,1,0,20.0,-6.34,0.137,1
1.0,0,0,0,0,14.2,-388.71,0.131,0
1.0,0,0,0,0,10.5,-37.56,0.127,0
1.0,0,0,0,0,6.7,-312.68,0.127,0
0.0,0,0,1,0,18.4,-8.86,0.485,1
0.999,0,0,0,0,30.2,-2.59,0.343,0
1.0,0,0,0,0,13.4,-43.17,0.084,0
1.0,0,0,0,0,6.2,-51.98,0.084,0
1.0,0,0,0,0,13.0,-11.46,0.045,0
1.0,0,0,0,0,50.8,-67.75,0.147,0
1.0,0,0,0,0,15.6,-528.21,0.106,0
1.0,0,0,0,0,44.7,-7.4,0.046,0
0.997,0,0,0,0,20.1,-3.77,0.312,0
1.0,0,0,0,0,11.8,-77417.14,2.292,0
0.0,0,0,1,0,3.1,-221.06,0.168,1
1.0,0,0,0,0,18.4,-271.97,0.163,0
1.0,0,0,0,0,19.8,-548.42,0.112,0
0.001,1,0,1,0,8.5,-630.75,0.312,1
1.0,0,0,0,0,3.3,-15.87,0.098,0
0.0,0,1,1,1,3.9,-22939.38,0.88,1
0.0,0,0,1,1,6.9,-150.61,0.34,1
0.998,0,0,0,0,12.6,-38.42,0.279,0
0.984,0,0,0,0,204.0,-26.73,0.434,0
0.0,0,1,0,0,37.3,-2921.28,0.468,1
0.0,0,0,0,0,506.0,-8.81,0.132,0
1.0,0,0,0,0,77.2,-0.32,0.052,0
0.96,0,0,0,0,64.0,-3.53,0.052,0
0.006,0,1,0,0,867.0,0.0,0.5155755270006019,1
0.0,1,0,1,0,2.0,-10497.94,0.313,1
0.0,0,1,1,0,5.2,-659.9,0.097,1
1.0,0,0,0,0,12.8,-55.29,0.191,0
0.899,0,0,0,0,11.3,-88.68,0.191,0
0.0,0,1,1,0,4.9,-558.91,0.28,1
0.003,0,0,1,0,20.4,-16.02,0.279,1
0.797,0,0,0,0,2.9,-3.41,0.047,0
1.0,0,0,0,0,13.2,-57.0,0.114,0
0.983,0,0,0,0,99.9,-2.22,0.254,0
0.999,0,0,0,0,24.3,-89.91,0.258,0
0.0,0,1,1,1,4.6,-519.79,0.363,1
0.0,0,1,1,1,16.4,-16.73,0.164,1
1.0,0,0,0,0,17.1,-24.86,0.259,0
0.0,0,0,1,1,10.6,-274.9,0.063,1
0.0,0,0,1,0,1.9,-3219.88,0.326,1
1.0,0,0,0,0,33.4,-0.63,0.158,0
0.0,0,0,0,1,11.6,-12353.85,0.654,1
0.0,0,1,1,0,50.7,-10.38,0.077,1
1.0,0,0,0,0,31.5,-0.07,0.042,0
1.0,0,0,0,0,5.0,-186.21,0.138,0
0.0,0,0,0,1,2.0,-10958.54,0.383,1
0.0,0,0,0,1,6.9,-15.73,0.085,1
1.0,0,0,0,0,12.1,-12.62,0.109,0
0.987,0,0,0,0,34.5,-4.78,0.218,0
0.995,0,0,0,0,23.9,-17.46,0.282,0
0.0,0,0,0,1,12.0,-378.29,0.172,1
0.0,0,1,1,1,17.8,-350.43,0.289,1
0.0,1,0,1,0,3.8,-1869.55,0.388,1
0.0,0,1,1,0,24.4,0.0,0.0,1
0.993,0,0,0,0,19.3,-36.29,0.13,0
0.0,0,0,1,0,10.5,-1169.41,0.275,1
0.999,0,0,0,0,43.9,-12.79,0.312,0
0.952,0,0,0,0,2.9,-28.17,0.083,0
0.985,0,0,0,0,29.0,-44.84,0.174,0
0.977,0,0,0,0,43.5,-2.27,0.105,0
1.0,0,0,0,0,7.7,-23.34,0.138,0
1.0,0,0,0,0,2.2,-27.85,0.094,0
0.354,0,1,0,0,40.0,-32.75,0.391,1
1.0,0,0,0,0,122.0,-12.31,0.042,0
1.0,0,0,0,0,172.0,-0.62,0.178,0
1.0,0,0,0,0,27.2,-38.48,0.107,0
0.0,0,1,1,0,92.3,-10.1,0.365,1
1.0,0,0,0,0,21.7,-29.31,0.071,0
0.933,0,0,0,0,8.5,-36.78,0.344,0
0.992,0,0,0,0,8.5,-234.96,0.344,0
0.0,0,0,1,0,1.6,-7562.36,0.45,1
0.993,0,0,0,0,59.6,-1.3,0.068,0
1.0,0,0,0,0,10.1,-92.42,0.233,0
0.999,0,0,0,0,6.6,-2.96,0.036,0
0.989,0,0,0,0,11.3,-86.22,0.432,0
0.0,0,1,1,0,3.2,-16948.33,0.555,1
0.0,0,0,1,0,10.1,-224.14,0.045,1
0.0,0,0,1,0,29.5,-20.08,0.327,1
0.996,0,0,0,0,4.4,-92.05,0.334,0
0.001,0,0,1,0,10.4,-158.73,0.469,1
0.901,0,0,0,0,6.2,-59.91,0.263,0
1.0,0,0,0,0,39.7,-0.41,0.063,0
0.0,0,1,0,0,28.0,-351.48,0.195,1
0.998,0,0,0,0,5.3,-10.17,0.045,0
0.988,0,0,0,0,7.1,-2.57,0.045,0
0.992,0,0,0,0,6.8,-5.11,0.045,0
0.606,0,0,0,0,78.9,-5.88,0.298,0
0.996,0,0,0,0,48.3,-2.17,0.048,0
0.0,0,0,1,1,2.1,-733.71,0.399,1
0.0,0,0,1,0,3.3,-823.62,0.217,1
0.975,0,0,0,0,3.7,-1592.53,0.207,0
0.991,0,0,0,0,6.6,-102.71,0.215,0
0.961,0,0,0,0,4.8,-3016.26,0.319,0
1.0,0,0,0,0,70.2,-0.23,0.062,0
0.997,0,0,0,0,38.2,-8.46,0.041,0
1.0,0,0,0,0,18.5,-63.18,0.062,0
0.804,0,0,0,0,15.7,-2.61,0.263,0
0.001,0,0,1,0,15.5,-415.64,0.189,1
0.0,0,0,0,1,16.9,-591.51,0.285,1
0.803,0,0,0,0,5.0,-3.12,0.083,0
0.887,0,0,0,0,27.3,-10.38,0.099,0
1.0,0,0,0,0,7.5,-372.04,0.089,0
1.0,0,0,0,0,17.4,-24.13,0.089,0
1.0,0,0,0,0,2.4,-32.26,0.074,0
1.0,0,0,0,0,110.0,-128.21,0.112,0
0.996,0,0,0,0,18.3,-40.12,0.485,0
0.992,0,0,0,0,14.4,-112.33,0.485,0
0.844,0,0,0,0,2.9,-400.72,0.14,0
0.995,0,0,0,0,3.9,-30.47,0.126,0
0.941,0,0,0,0,4.7,-1017.36,0.166,0
0.998,0,0,0,0,37.9,-0.25,0.088,0
0.977,0,0,0,0,12.8,-19.37,1.541,0
1.0,0,0,0,0,6.1,-368.97,0.462,0
0.996,0,0,0,0,4.5,-68.07,0.164,0
0.936,0,0,0,0,3.9,-128.9,0.164,0
1.0,0,0,0,0,4.9,-5.79,0.036,0
1.0,0,0,0,0,32.2,-15.49,0.03,0
0.0,1,0,1,1,5.5,-34.85,0.277,1
0.052,0,0,1,0,16.0,-1690.03,0.389,1
0.997,0,0,0,0,2.9,-340.5,0.244,0
0.988,0,0,0,0,4.9,-223.64,0.485,0
0.999,0,0,0,0,5.3,-45.74,0.121,0
0.0,0,0,1,0,11.1,-1103.33,0.795,1
0.95,0,0,0,0,15.4,-3.18,0.178,0
1.0,0,0,0,0,9.4,-589.49,0.124,0
1.0,0,0,0,0,15.1,-106.11,0.055,0
0.0,0,0,1,0,200.0,-11.64,0.289,1
1.0,0,0,0,0,8.5,-190.12,0.027,0
1.0,0,0,0,0,37.2,-0.66,0.022,0
0.0,0,1,1,0,20.9,-186.98,0.237,1
0.999,0,0,0,0,2.2,-339.57,0.228,0
1.0,0,0,0,0,49.5,-0.22,0.055,0
1.0,0,0,0,0,3.1,-148.72,0.228,0
1.0,0,0,0,0,3.7,-62.86,0.228,0
1.0,0,0,0,0,9.7,-208.74,0.458,0
0.995,0,0,0,0,7.3,-3.5,0.142,0
1.0,0,0,0,0,6.5,-20.35,0.123,0
0.0,0,1,1,1,11.2,-30.75,0.124,1
0.0,0,0,1,1,14.2,-62.66,0.14,1
0.0,0,0,1,0,61.7,-807.44,0.353,1
1.0,0,0,0,0,4.7,-78.75,0.14,0
0.004,0,1,0,0,9.0,-33.91,0.323,1
0.0,0,1,1,1,7.8,-917.06,0.366,1
0.0,0,0,1,0,3.6,-9181.65,0.461,1
0.946,0,0,0,0,17.0,-16.88,0.129,0
0.603,0,0,0,0,3.4,-785.46,0.29,0
0.996,0,0,0,0,53.7,-0.16,0.028,0
0.0,0,0,1,1,12.3,-416.85,0.332,1
0.994,0,0,0,0,82.8,-0.38,0.051,0
0.0,0,0,1,0,5.0,-28.54,0.063,1
0.0,1,0,0,0,2.4,-215.4,0.063,1
1.0,0,0,0,0,14.3,-54.26,0.136,0
1.0,0,0,0,0,2.9,-30.83,0.118,0
1.0,0,0,0,0,15.0,-587.44,0.147,0
0.786,0,0,0,0,14.3,-36.23,0.123,0
1.0,0,0,0,0,6.3,-15.28,0.039,0
1.0,0,0,0,0,22.3,-2.87,0.08,0
1.0,0,0,0,0,5.7,-13.75,0.168,0
1.0,0,0,0,0,4.1,-478.15,0.235,0
0.755,0,0,0,0,5.1,-1.03,0.1,0
0.953,0,0,0,0,11.7,-40.41,0.355,0
0.998,0,0,0,0,8.0,-5.5,0.149,0
0.0,0,1,0,0,3.8,-41.43,0.789,1
1.0,0,0,0,0,4.8,-238.46,0.26,0
0.0,0,0,1,0,4.5,-6120.31,0.379,1
0.998,0,0,0,0,21.0,-83.59,0.229,0
0.941,0,0,0,0,55.4,-2.92,0.357,0
0.939,0,0,0,0,3.3,-384.05,0.221,0
0.999,0,0,0,0,2.7,-28.07,0.05,0
0.98,0,0,0,0,4.9,-344.15,0.253,0
0.614,0,0,0,0,26.2,-6.13,0.029,0
0.929,0,0,0,0,20.3,-24.82,0.319,0
0.003,0,0,1,0,19.5,-183.4,0.366,1
0.996,0,0,0,0,9.0,-11.47,0.168,0
1.0,0,0,0,0,14.0,-92.51,0.161,0
1.0,0,0,0,0,3.1,-80.86,0.168,0
1.0,0,0,0,0,14.8,-11.68,0.21,0
0.001,0,0,1,0,3.6,-81.86,0.048,1
0.4733900109477384,0,0,0,1,104.0,-0.66,0.068,1
1.0,0,0,0,0,4.9,-59.93,0.229,0
1.0,0,0,0,0,5.3,-115.82,0.26,0
0.999,0,0,0,0,4.0,-9.19,0.119,0
0.999,0,0,0,0,116.0,-16.67,0.12,0
0.989,0,0,0,0,4.3,-21.17,0.119,0
0.0,0,1,0,0,39.2,-0.74,0.124,1
0.006,0,0,0,0,61.1,-1.56,0.163,0
0.0,0,0,1,0,25.2,-7.15,0.301,1
0.963,0,0,0,0,12.2,-154.33,0.179,0
1.0,0,0,0,0,7.1,-155.75,0.246,0
0.0,0,0,1,0,5.6,-1496.64,0.313,1
0.828,0,0,0,0,15.5,-149.92,0.275,0
0.983,0,0,0,0,3.1,-22.66,0.178,0
0.982,0,0,0,0,2.4,-47.97,0.178,0
1.0,0,0,0,0,2.7,-34.52,0.178,0
0.0,0,0,1,1,10.1,-597.74,0.3,1
0.0,0,1,1,1,90.9,0.0,0.1338987455235009,1
0.976,0,0,0,0,3.1,-12.7,0.118,0
0.998,0,0,0,0,5.2,-37.65,0.229,0
1.0,0,0,0,0,7.7,-4.29,0.053,0
1.0,0,0,0,0,5.1,-12.46,0.053,0
1.0,0,0,0,0,7.8,-1.55,0.032,0
1.0,0,0,0,0,11.7,-0.78,0.032,0
0.917,0,0,0,0,5.1,-229.78,0.235,0
1.0,0,0,0,0,8.9,-0.78,0.119,0
0.992,0,0,0,0,8.0,-1.3,0.175,0
1.0275363061653495,0,0,0,0,38.9,-0.23,0.381,0
0.0,0,1,1,1,53.7,-10.93,0.374,1
0.0,0,1,1,0,11.1,-1073.69,0.374,1
0.0,0,0,0,0,13.0,-8.27,0.147,0
0.972,0,0,0,0,17.6,-66.98,0.275,0
0.001,0,0,1,0,4.3,-1154.7,0.559,1
0.958,0,0,0,0,43.8,-12.18,0.161,0
0.998,0,0,0,0,19.6,-85.79,0.274,0
0.894,0,0,0,0,13.2,-1.25,0.05,0
0.0,0,0,1,0,37.8,-3.4,0.031,1
0.998,0,0,0,0,16.8,-30.89,0.341,0
0.999,0,0,0,0,11.0,-39.77,0.076,0
0.877,0,0,0,0,11.1,-839.19,0.322,0
0.0,1,0,0,1,20.8,-55.7,0.25,1
0.999,0,0,0,0,6.9,-2.27,0.032,0
1.0,0,0,0,0,11.8,-1.04,0.041,0
1.0,0,0,0,0,4.8,-21.78,0.174,0
1.0,0,0,0,0,10.8,-1.02,0.174,0
1.0,0,0,0,0,6.9,-60.72,0.174,0
1.0272771419118245,0,0,0,0,18.3,-3.16,0.184,0
1.0,0,0,0,0,45.8,-1056.73,0.181,0
0.9237050107155156,0,0,0,0,5.6,-223.8,0.184,0
0.0,0,1,1,1,13.0,-641.99,0.434,1
0.073,0,0,1,0,6.3,-266.08,0.3,1
1.0,0,0,0,0,9.7,-51.06,0.3,0
0.929,0,0,0,0,33.9,-20.68,0.099,0
0.0,0,0,0,1,11.6,-292.28,0.201,1
1.0,0,0,0,0,34.4,-10.7,0.12,0
0.985,0,0,0,0,16.3,-46.0,0.12,0
0.0,0,0,1,0,16.4,-91.28,0.365,1
1.0,0,0,0,0,29.7,-40.51,0.231,0
0.989,0,0,0,0,12.5,-63.09,0.259,0
0.972,0,0,0,0,12.7,-152.79,0.349,0
1.0,0,0,0,0,5.0,-44.02,0.16,0
0.986,0,0,0,0,3.6,-148.35,0.16,0
0.476,0,0,0,0,3.9,-5.6,0.118,0
0.999,0,0,0,0,5.4,-24.5,0.245,0
0.987,0,0,0,0,36.3,-35.14,0.353,0
0.998,0,0,0,0,7.8,-7.26,0.144,0
0.0,1,0,1,0,3.2,-175.75,0.252,1
1.0,0,0,0,0,2.2,-123.5,0.15,0
1.0,0,0,0,0,3.9,-125.2,0.132,0
0.0,0,1,1,0,18.6,-46.32,0.112,1
0.0,0,1,1,0,5.5,-479.58,0.185,1
0.0,0,1,1,1,10.1,-71.76,0.421,1
1.0,0,0,0,0,10.2,-20.66,0.263,0
0.993,0,0,0,0,7.3,-75.71,0.263,0
0.991,0,0,0,0,18.8,-30.6,0.22,0
0.973,0,1,0,0,14.8,-687.31,0.186,1
0.0,0,1,0,0,8.7,-53.18,0.238,1
1.0,0,0,0,0,67.9,-0.45,0.033,0
0.0,0,1,0,0,64.33226407339303,-48.26,0.5195886325880927,1
0.761,0,0,0,0,39.0,-153.15,0.176,0
1.0,0,0,0,0,20.1,-58.96,0.056,0
0.988,0,0,0,0,2.8,-371.57,0.347,0
0.998,0,0,0,0,12.8,-109.01,0.326,0
0.98,0,0,0,0,26.9,-18.22,0.353,0
0.0,0,1,0,0,15.5,-127.05,0.49,1
0.996,0,0,0,0,2.7,-52.24,0.15,0
0.0,0,1,0,0,108.0,0.0,1.065425657010293,1
1.0,0,0,0,0,59.5,-24.96,0.087,0
0.0,0,1,1,1,1.5,-3871.8,0.319,1
0.0,0,0,1,1,8.0,-287.2,0.286,1
0.0,0,1,1,1,11.6,-160.79,0.23,1
0.0,0,1,0,0,19.2,-429.98,0.423,1
0.0,0,1,1,1,11.9,-164.2,0.286,1
1.0,0,0,0,0,4.5,-960.36,0.377,0
1.0,0,0,0,0,7.7,-12.48,0.088,0
0.976,0,0,0,0,5.3,-15.51,0.148,0
0.0,1,0,1,1,48.3,-0.49,0.188,1
0.998,0,0,0,0,18.2,-44.62,0.207,0
0.993,0,0,0,0,4.3,-1211.7,0.237,0
0.915,0,0,0,0,7.1,-19.97,0.282,0
0.976,0,0,0,0,7.2,-27.52,0.124,0
0.013,0,0,0,0,98.3,-4.99,0.04,0
0.998,0,0,0,0,12.1,-129.29,0.185,0
0.999,0,0,0,0,3.0,-349.99,0.394,0
0.998,0,0,0,0,24.1,-28.19,0.192,0
0.0,0,1,1,1,12.4,-557.26,0.754,1
0.005,0,1,1,0,23.5,-2890.61,1.874,1
0.905,0,1,1,0,49.2,-104.18,1.874,1
1.0,0,0,0,0,3.2,-159.33,0.174,0
1.0,0,0,0,0,8.7,-1.87,0.174,0
0.0,0,0,1,0,6.6,-373.32,0.177,1
1.0,0,0,0,0,14.5,-11.96,0.184,0
0.0,1,0,0,0,3.2,-80213.1,0.288,1
0.973,0,0,0,0,21.2,-3.59,0.184,0
1.0,0,0,0,0,13.1,-3.03,0.027,0
1.0,0,0,0,0,4.4,-318.04,0.283,0
0.882,0,0,0,0,24.1,-101.52,0.252,0
0.98,0,0,0,0,10.2,-159.46,0.339,0
0.998,0,0,0,0,36.6,-9.9,0.285,0
1.0,0,0,0,0,7.9,-127.9,0.175,0
