Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Transit Depth Upper,Insolation Flux Lower ,Stellar Radius Upper,Disposition Using Kepler Data
0.0,0,0,1,1,20.4,-695.61,0.302,1
0.0,0,1,1,1,4.3,-408.62,0.395,1
0.0,0,1,0,0,1.3,-13430.74,0.471,1
0.0,0,1,0,1,5.6,-83.24,0.261,1
0.973,0,0,0,0,4.1,-91.98,0.21,0
0.182871306983011,1,1,0,0,9.0,9907.425809979884,1.1215568427154723,1
1.0,0,0,0,0,105.0,-5.23,0.147,0
0.0,0,1,1,0,67.2,-2.79,0.332,1
0.927,0,0,0,0,83.8,-0.13,0.048,0
0.0,0,1,1,0,110.0,-33.78,0.326,1
0.0,0,1,0,0,227.0,-11.9,0.201,1
0.6523852032287378,1,0,0,0,51.5,-0.24,0.365,1
0.4434920169130351,1,0,0,0,106.0,-0.12,0.238,1
0.0,0,0,1,0,4.5,-577.84,0.388,1
0.1572983124834094,0,1,0,1,11.5,-245.87,0.372,1
0.0,0,0,1,0,8.8,-750.52,0.287,1
0.9665591425052044,1,0,0,0,93.3,-0.24,0.251,1
0.82,0,0,0,0,31.1,-16.11,0.049,0
0.273,0,0,1,0,38.0,-23.49,0.364,1
0.0,1,0,0,0,4.3,-4048.86,0.432,1
0.977,0,0,0,0,51.0,-4.99,0.182,0
1.0,0,0,0,0,5.3,-176.95,0.053,0
0.0,0,0,0,1,1.3,-7152.6,0.503,1
0.961,0,0,0,0,3.4,-61.34,0.162,0
0.622,0,0,0,0,19.7,-9.66,0.26,0
0.0,0,1,0,1,1.8,-3684.42,0.326,1
0.0,1,0,1,0,4.4,-55772.95,1.078,1
0.95,0,0,0,0,90.4,-35.97,0.341,0
0.955,0,0,0,0,36.5,-1.67,0.082,0
0.556,0,0,0,0,151.0,-15.75,0.341,0
0.065,1,0,1,0,21.1,-23.63,0.35,1
0.987,0,0,0,0,12.3,-41.91,0.245,0
0.994,0,0,0,0,9.1,-133.09,0.245,0
1.0702683788725769,0,0,0,0,12.2,-128.85,0.481,0
0.8437482124858904,1,0,0,0,20.5,-1.14,1.049,1
0.2992651455927004,1,0,0,0,192.0,-0.08,0.092,1
0.333,0,0,0,0,2.4,-247.61,0.143,0
0.993,0,0,0,0,8.3,-121.82,0.335,0
0.414578979951901,0,0,0,0,27.7,-166.48,0.048,0
0.0,0,0,1,1,14.8,-462.7,0.213,1
0.0,0,0,0,0,4.1,-169.25,0.371,0
0.001,0,0,1,0,19.7,-138.61,0.095,1
0.0,1,0,1,1,3.8,-2258.91,0.305,1
0.0,0,0,1,0,3.0,-56861.09,20.091,1
0.0,0,0,1,1,1.5,-23431.13,0.584,1
0.0,0,0,1,1,1.4,-512.7,0.186,1
0.955,0,0,0,0,22.7,-0.3,0.033,0
1.0,0,1,1,0,37.4,-0.57,0.033,1
0.986,0,0,0,0,7.4,-409.1,0.245,0
0.0,0,0,0,0,136.0,-1.05,0.147,0
0.0,0,1,1,1,76.2,-11.36,0.065,1
0.0,0,1,0,0,52.3,-9.47,0.271,1
0.988,0,0,0,0,20.6,-51.6,0.216,0
0.0,1,0,1,1,11.6,-1180.92,0.135,1
0.777,0,0,0,0,12.1,-74.5,0.289,0
0.744,0,0,0,0,12.3,-6.77,0.182,0
0.0,0,0,1,0,18.8,-252.57,0.081,1
0.773,1,0,0,0,33.9,-1.61,1.364,1
0.944,0,0,0,0,63.1,-10.68,0.06,0
0.0,1,0,0,1,9.4,-35.36,0.349,1
0.0,0,0,1,0,16.9,-1109.55,0.34,1
0.2300685295235455,0,0,1,0,9.9,-317.31,0.815,1
0.0,0,0,1,1,5.2,-574.65,0.266,1
0.0,0,0,1,1,2.0,-910.33,0.244,1
0.975,0,0,0,0,5.0,-42.28,0.089,0
0.0,1,0,1,1,57.6,-0.61,0.056,1
0.736,0,0,0,0,55.0,-3.25,0.166,0
0.923,0,0,0,0,79.4,-1.03,0.081,0
0.502,0,0,0,0,44.6,-7.21,0.206,0
0.0,0,1,0,0,189.0,-0.92,0.05,1
1.0,0,0,0,0,26.6,-44.46,0.335,0
0.23,0,0,0,0,40.9,-0.09,0.143,0
0.993,0,0,0,0,18.2,-4.73,0.031,0
0.0,0,1,0,0,52.9,-12.56,0.254,1
0.0,0,1,1,0,70.8,-12.57,0.207,1
0.5133323334493503,1,0,0,0,26.3,-0.16,1.075,1
0.994,0,0,0,0,13.3,-97.12,0.287,0
0.001,0,0,1,0,5.1,-2936.87,0.313,1
0.0,1,0,1,0,24.1,-268.57,0.291,1
0.414,0,0,0,0,61.4,-1.18,0.164,0
0.995,0,0,0,0,4.8,-317.89,0.503,0
0.875,0,0,0,0,3.4,-287.95,0.241,0
0.9453758841850226,1,0,1,0,10.2,-1790.11,0.736,1
0.5847225157205203,1,0,0,0,23.9,-4.49,0.716,1
0.0,1,0,0,1,5.5,-2762.37,0.354,1
0.988,0,0,0,0,18.9,-51.06,0.033,0
1.0,0,0,0,0,18.2,-27.55,0.315,0
0.966,0,0,0,0,16.1,-41.85,0.376,0
0.968,0,0,0,0,253.0,-0.11,0.045,0
0.0,0,1,1,0,6.0,-5621.3,0.395,1
0.865,0,0,0,0,32.4,-5.99,0.057,0
0.0,0,1,1,0,83.2,-7.04,0.278,1
0.0,0,1,1,1,7.1,-891.67,0.187,1
0.1448438454835379,1,0,0,0,32.7,-19238.3,0.604,1
0.941,0,0,0,0,33.8,-19.72,0.082,0
0.0169903152838313,1,0,0,0,98.5,-0.23,0.355,1
0.973,0,0,0,0,14.6,-46.57,0.032,0
0.0,1,0,1,0,8.0,-1224.58,0.243,1
0.995,0,0,0,0,21.2,-33.13,0.118,0
0.78,0,0,0,0,58.9,-11.29,0.217,0
0.001,0,0,1,0,10.3,-353.25,0.122,1
0.0,0,0,1,1,3.4,-605.89,0.169,1
1.0,0,1,0,0,4.3,0.0,0.308,1
0.5048954703939367,1,0,0,0,19.2,-2.46,0.575,1
0.987,0,0,0,0,7.5,-144.95,0.335,0
0.5335238989526679,0,0,0,0,13.1,-0.34,0.389,0
0.0,0,0,1,1,33.6,-10.81,0.075,1
0.4412836502194485,0,0,1,0,26.8,-0.3,0.439,1
0.99,0,0,0,0,42.2,-0.54,0.056,0
0.895,0,0,0,0,7.0,-8.53,0.089,0
1.0,0,0,0,0,16.5,-33.36,0.353,0
1.0,0,1,0,0,46.7,-24.72,0.213,1
0.0,0,1,0,0,50.2,-9.28,0.305,1
0.867,0,0,0,0,8.9,-369.44,0.699,0
0.0,1,0,1,1,8.8,-1275.49,0.35,1
0.994,0,0,0,0,11.9,-69.03,0.341,0
0.4865842611652792,1,0,0,0,42.0,-0.79,0.441,1
0.2632063029434949,1,0,0,0,131.0,-9.74,0.805,1
0.5838225154626274,1,0,0,0,71.2,-0.42,0.497,1
0.17,0,0,0,0,24.2,-12.87,0.053,0
0.8850707406398644,1,0,0,0,46.2,-6.13,0.05,1
0.854,0,0,0,0,56.8,-1.13,0.152,0
0.998,0,0,0,0,11.4,-62.16,0.367,0
0.0,0,0,1,1,578.4373373534702,0.0,0.21,1
0.216,1,0,0,0,7.5,-716.48,0.248,1
0.0,0,1,1,0,1.4,-1811341.03,3.558,1
0.979,0,0,0,0,4.5,-572.46,0.457,0
0.0,0,0,1,1,35.1,-80.37,0.623,1
0.2130114710639136,0,1,0,0,18.7,11333.993502550948,0.033,1
0.0,0,0,1,0,8.4,-510.55,0.304,1
1.0,0,0,0,0,29.3,-64.51,0.319,0
0.0,0,1,1,0,31.8,-4.67,0.098,1
0.963,0,0,0,0,49.7,-6.65,0.137,0
1.0,0,0,0,0,24.1,-24.2,0.137,0
0.0,0,0,1,0,38.4,-2.36,0.08,1
0.997,0,0,0,0,78.8,-4.66,0.231,0
0.0,0,0,1,1,11.7,-83.46,0.298,1
0.0,0,0,1,0,7.5,-443.36,0.327,1
0.993,0,0,0,0,44.1,-0.11,0.03,0
1.0,0,0,0,0,6.4,-9.32,0.51,0
0.998,0,1,0,0,89.7,-1.99,0.168,1
0.823,0,0,1,0,4.3,-130.31,0.274,1
0.413,0,0,0,0,72.7,-7.91,0.058,0
0.0,0,0,0,1,44.8,-58772.47,2.393,1
0.848,0,0,0,0,20.5,-10.52,0.23,0
0.0,0,0,1,0,42.4,-12.55,0.253,1
0.0,1,0,1,0,10.4,-947.03,0.195,1
0.6144963649891249,0,0,0,0,113.0,-16.3,0.405,0
0.0,0,0,1,1,1.8,-8279.22,0.441,1
0.6664958274456719,1,0,0,0,8.5,-918.37,0.369,1
0.3585374304468254,1,0,0,0,381.4910323991301,-38.05,0.233,1
0.999,0,0,0,0,52.4,-9.17,0.401,0
0.3291159872008082,1,1,0,0,28.620208534040017,22377.757472734567,0.2151744446661676,1
0.0,0,1,1,0,37.8,-2.84,0.122,1
0.0,0,1,1,1,20.8,-10.3,0.27,1
0.795,0,0,0,0,8.1,-6.38,0.089,0
0.994,0,0,0,0,10.1,-50.4,0.299,0
0.0,0,1,0,0,74.3,-0.94,0.173,1
0.877,0,0,0,0,81.0,-0.1,0.039,0
0.0,0,1,0,0,16.6,-241.01,0.062,1
0.98,0,0,0,0,28.1,-3.37,0.23,0
0.996,0,0,0,0,28.1,-72.06,0.318,0
0.0,0,0,1,1,15.2,0.0,0.4332106611500557,1
0.825,0,0,0,0,12.8,-270.97,0.287,0
0.998,0,0,0,0,7.1,-1537.68,0.463,0
0.0,1,0,1,0,7.2,-2599.24,0.105,1
0.987,0,0,0,0,26.9,-21.67,0.266,0
0.2129998485162313,1,0,0,0,22.0,-1.09,0.683,1
0.0,1,0,0,0,1.1,-6358.59,0.542,1
0.899,0,0,0,0,16.1,-4.37,0.263,0
0.983,0,0,0,0,22.6,-89.58,0.28,0
0.526,0,0,0,0,10.4,-28.14,0.305,0
1.0,0,0,0,0,34.0,-65.12,0.267,0
0.0,0,0,0,1,13.8,-13.39,0.069,1
0.265,1,0,0,0,15.6,-0.86,0.288,1
1.0,0,0,0,0,52.1,-9.06,0.27,0
1.0,0,0,0,0,61.7,-4.63,0.25,0
0.996,0,0,0,0,73.0,-0.26,0.028,0
1.0,0,0,0,0,27.5,-0.34,0.033,0
0.0,0,0,1,1,76.3,-0.79,0.041,1
0.103,1,0,0,0,162.0,-4.11,2.232,1
0.977,0,0,0,0,63.2,-3.82,0.221,0
0.3564316754998342,1,0,0,0,55.8,-1.95,1.259,1
0.2071187539044861,1,0,1,0,81.7,-0.36,0.447,1
0.999,0,0,0,0,7.3,-22.77,0.301,0
0.0,0,0,1,0,2.1,-1686.36,0.336,1
1.0151406024779828,0,0,0,0,3.5,-162.93,0.426,0
0.878,0,0,0,0,7.0,-799.34,1.004,0
1.0,0,0,1,0,15.9,-370.37,0.887,1
0.001,0,0,1,0,9.1,-348.79,0.22,1
0.971,0,0,0,0,7.1,-3123.63,0.308,0
0.921,0,0,0,0,16.9,-13.13,0.1,0
0.933,0,0,0,0,17.1,-22.65,0.32,0
0.0,0,0,1,1,13.6,-23.19,0.088,1
0.111125395192716,0,0,0,0,90.5,-0.32,0.523,0
0.6038918761044894,1,0,0,0,23.6,-3.26,0.783,1
0.945,0,0,0,0,32.6,-2.63,0.048,0
0.949,0,0,0,0,17.5,-3.25,0.246,0
0.834,0,0,0,0,37.6,-4.76,0.258,0
0.0,1,0,0,1,64.9,-0.44,0.29,1
0.0,0,1,1,0,69.7,-4.86,0.109,1
0.964,0,0,0,0,19.7,-57.22,0.276,0
0.999,0,0,0,0,30.9,-39.81,0.061,0
0.978,0,0,0,0,11.8,-142.24,0.37,0
0.0,0,1,0,0,251.0,-605.04,0.229,1
0.0,1,0,1,1,6.7,-1883.73,0.356,1
0.406,1,0,0,0,54.2,-3.72,0.22,1
0.989,0,0,0,0,46.5,-4.83,0.163,0
0.5136175465935854,1,0,0,0,36.4,-1672.85,0.696,1
0.99,0,0,0,0,36.1,-120.47,0.409,0
0.8121815792761232,1,0,0,0,45.8,-65.31,0.743,1
0.5813795449405367,1,0,0,0,18.4,-0.27,0.371,1
0.942,0,0,0,0,17.8,-84.65,0.345,0
0.0,1,0,0,0,11.631745182264067,-40.91,0.479,1
0.0,0,1,1,1,1.8,-3927.08,0.363,1
0.3259545575115676,0,0,0,0,83.7,-0.09,0.255,0
0.0,0,1,1,0,68.9,-1.69,0.473,1
0.0,0,1,1,1,42.2,-53.69,0.301,1
0.0,0,1,1,1,17.4,-10.5,0.366,1
0.0,0,1,1,1,48.6,-16.86,0.284,1
0.0,0,1,1,1,38.6,-6.85,0.248,1
0.0,0,1,1,0,15.4,-14.09,0.153,1
0.929,0,0,0,0,21.5,-7.13,0.142,0
0.0,0,0,1,1,12.0,-28.73,0.242,1
0.0,0,1,1,1,17.0,-9.34,0.245,1
0.976,0,0,0,0,38.2,-6.66,0.043,0
0.6534528350822737,1,0,0,0,3.6,-9954.19,1.273,1
0.381,0,0,0,0,56.8,-0.22,0.333,0
0.0,0,1,0,0,2.6,-2503.94,1.014,1
0.5294365287309009,1,0,0,0,26.9,-0.84,0.365,1
0.0,1,0,0,0,7.2,-456.73,1.06,1
1.0,0,0,0,0,6.2,-412.12,0.371,0
0.864,0,0,0,0,3.4,-1365.7,0.577,0
0.987,0,0,0,0,25.2,-0.22,0.207,0
0.0,1,0,0,0,206.0,-51.0,0.345,1
0.0,1,0,1,1,15.3,-17.39,0.205,1
0.846,0,0,0,0,9.7,-12.06,0.242,0
0.0,1,0,1,1,14.8,-20.91,0.264,1
0.0,0,1,1,1,20.5,-293.06,2.054,1
0.0,0,1,0,0,6.6,-1192.75,0.278,1
0.0,0,1,0,0,678.0,-1124.91,0.373,1
0.0,0,1,0,0,99.0,-1.09,0.063,1
0.0,0,1,0,0,308.0,-10.52,0.034,1
0.0,0,1,1,1,661.0,-84.02,0.341,1
0.989,0,0,0,0,35.2,-11.33,0.323,0
0.113,1,0,0,0,16.8,-518.34,0.055,1
0.0,0,1,1,1,71.3,-22.33,0.153,1
1.0,0,0,0,0,4.6,-1.72,0.054,0
0.901,0,0,0,0,38.6,-41.56,0.438,0
0.001,0,0,1,0,29.5,-15.42,0.175,1
0.999,0,0,0,0,40.7,-13.31,0.305,0
0.955,0,0,0,0,24.7,-35.6,0.294,0
0.0,0,1,0,0,261.0,-3.75,0.247,1
1.0,0,0,0,0,16.3,-27.31,0.167,0
0.018,0,0,1,0,28.3,-10.28,0.22,1
0.969,0,0,0,0,14.8,-1.86,0.079,0
0.708,0,0,0,0,53.5,-0.37,0.299,0
0.995,0,0,0,0,10.2,-75.09,0.237,0
0.997,0,0,0,0,20.7,-24.54,0.237,0
0.0,0,1,0,0,1430.0,-328.43,0.464,1
0.0,0,1,0,0,1250.0,-1.17,0.19,1
0.0,0,0,0,1,15.8,-4.32,0.045,1
0.991,0,0,0,0,15.6,-5.06,0.347,0
0.0,0,1,0,0,108.0,-91.46,0.987,1
0.0,0,1,0,0,133.0,-88.01,0.244,1
0.0,0,1,0,1,18.9,-600.16,0.375,1
0.0,0,1,0,0,22.5,-15.69,0.438,1
0.0,0,1,0,0,201.0,-16.95,0.276,1
0.0,0,0,1,1,31.9,-798.07,0.345,1
0.0,0,1,0,0,49.7,-3.07,0.322,1
0.0,0,1,0,0,317.0,-84.77,0.306,1
0.003,0,1,1,0,426.0,-1945.05,0.346,1
0.903,0,0,0,0,85.8,-2.73,0.028,0
0.996,0,0,0,0,40.6,-17.94,0.028,0
0.318,0,0,0,0,20.9,-3.9,0.439,0
0.998,0,0,0,0,21.2,-0.75,0.1,0
0.994,0,0,0,0,29.8,-15.99,0.332,0
0.0,0,1,0,0,106.0,-2.76,0.217,1
0.974,0,0,0,0,6.9,-13.85,0.138,0
0.022,0,0,1,0,23.7,-327.36,0.043,1
0.362,0,0,1,0,9.9,-1452.52,0.151,1
0.998,0,0,0,0,15.3,-10.54,0.33,0
0.179,0,0,0,0,47.2,-3.79,0.163,0
0.0,0,1,0,0,80.2,-14.76,0.349,1
0.0,1,0,0,0,133.0,-0.17,0.181,1
0.0,0,1,0,0,82.0,-24.67,0.439,1
0.001,0,0,1,0,9.2,-205.54,0.291,1
0.0,0,1,0,0,467.0,-29.18,0.33,1
0.0,0,1,0,0,271.0,-2.58,0.199,1
0.0,0,1,0,0,178.0,-682.11,0.461,1
0.695,0,1,0,0,59.3,-1.43,0.222,1
0.0,0,1,0,0,860.0,-6.99,0.154,1
0.0,0,1,0,0,356.0,-30.71,0.086,1
0.0,0,1,0,0,168.0,-204.35,0.381,1
0.0,0,1,0,0,142.0,-639.83,0.31,1
1.0,0,0,0,0,4.8,-2913.75,0.175,0
0.0,0,1,0,0,49.2,-0.86,0.281,1
0.986,0,0,0,0,25.8,-626.79,0.295,0
0.0,0,1,1,0,3.3,-1852.86,0.189,1
0.969,0,0,0,0,8.4,-151.96,0.334,0
0.949,0,0,0,0,12.0,-27.67,0.334,0
0.999,0,0,0,0,75.6,-4.84,0.268,0
0.4540997632076634,0,0,1,0,105.57157899968914,-1389.94,0.1670164560278273,1
1.0,0,0,0,0,37.3,-4.69,0.036,0
0.985,0,0,0,0,52.0,-0.58,0.112,0
0.048,0,0,1,0,1.2,-18327.66,0.418,1
1.0,0,0,0,0,17.8,-1.3,0.03,0
0.0,0,0,0,0,67.5,-0.16,0.03,0
0.977,0,0,0,0,13.0,-10.49,0.03,0
0.861,0,0,0,0,37.2,-5.51,0.208,0
0.0,0,1,0,0,110.0,-9.26,1.179,1
0.0,0,0,1,1,10.5,-369.95,0.048,1
0.971,0,0,0,0,7.4,-128.98,0.411,0
0.99,0,1,0,0,20.1,-45.95,0.43,1
0.0,0,1,0,0,38.5,-4.64,0.331,1
0.0,0,1,0,0,449.0,-0.81,0.289,1
0.0,1,0,0,0,199.0,-93.44,0.296,1
0.0,0,1,0,0,143.0,-66.07,0.225,1
0.993,0,0,0,0,9.9,-1051.66,0.417,0
0.0,0,1,0,0,39.9,-1118.36,0.527,1
0.0,0,1,0,0,54.3,-0.29,0.073,1
0.0,0,1,0,0,73.4,-794.79,0.421,1
0.0,0,1,0,0,408.0,-12141.68,1.206,1
0.0,0,1,0,0,66.1,-0.68,0.295,1
0.99,0,0,0,0,29.9,-11.41,0.312,0
0.0,0,0,1,1,15.2,-32.22,0.285,1
0.0,0,0,1,0,14.4,-14.65,0.222,1
0.916,0,0,0,0,51.8,-3.49,0.187,0
1.0,0,0,0,0,10.4,-37.23,0.181,0
0.656,0,0,0,0,49.0,-0.57,0.058,0
0.0,0,1,1,1,41.3,-39.27,0.301,1
0.982,0,0,0,0,32.8,-16.23,0.228,0
0.5748833607352839,1,0,0,1,41.9,24038.07338180718,1.0982742890008934,1
0.0,0,1,0,0,44.8,-1.98,0.14,1
0.0,0,1,1,1,13.4,-4.69,0.211,1
1.0,0,0,0,0,18.4,-72.83,0.381,0
0.0,0,1,0,0,180.0,-0.65,0.205,1
0.0,0,1,0,0,122.0,-1.17,0.182,1
0.0,0,1,0,0,15.5,-14.1,0.695,1
0.0,0,1,0,0,216.0,-1.36,0.088,1
0.0,1,0,0,0,475.0,-29.32,0.248,1
0.0,0,0,1,0,20.6,-446.94,0.112,1
0.0,0,1,0,0,78.7,-2.38,0.271,1
0.0,0,1,0,0,140.0,-1833.63,0.492,1
0.0,0,1,0,0,144.0,-95.96,0.217,1
0.4144230638587304,1,1,0,0,181.0442848323515,-49.69,1.4595567337301252,1
0.986,0,0,0,0,9.5,-123.08,0.389,0
0.0,0,1,0,0,305.0,-53.78,0.295,1
0.003,1,0,0,0,208.0,-489177.37,25.956,1
0.0,0,1,0,0,308.0,-7.81,0.16,1
1.0,0,0,0,0,4.1,-358.03,0.201,0
0.982,0,0,0,0,5.4,-15.95,0.181,0
0.0,0,1,0,0,103.0,-7.35,0.31,1
0.0,0,1,0,0,83.0,-11.9,0.334,1
0.322,0,0,0,0,32.2,-3.06,0.481,0
0.0,0,0,1,0,30.6,-9.49,0.104,1
0.0,0,1,0,0,414.0,-11.85,0.251,1
0.0,0,1,0,0,76.5,-22.23,0.349,1
1.0,0,0,0,0,27.6,-17.23,0.26,0
1.0,0,0,0,0,8.1,-3.13,0.105,0
0.077,1,0,0,0,23.58798102413223,-83.48,0.112,1
0.0,0,1,1,1,48.6,-611.37,0.441,1
0.985,0,0,0,0,4.4,-51.32,0.175,0
1.0,0,0,0,0,6.2,-356.1,0.411,0
0.0,0,1,0,0,554.0,-0.45,0.287,1
0.0,0,1,0,0,89.6,-1.25,0.32,1
0.0,0,0,1,0,5.6,-9536.55,0.867,1
0.0,0,1,0,0,317.0,-3.0,0.111,1
0.0,0,1,0,0,393.0,-767.41,1.155,1
0.0,0,1,0,0,218.0,-170.52,0.357,1
0.0,0,1,1,1,48.8,-141.14,0.161,1
0.0,0,1,0,0,73.3,-3.38,0.112,1
1.0,0,0,0,0,12.2,-3.25,0.047,0
0.0,0,1,0,0,1260.0,-10.68,0.056,1
0.0,0,1,1,1,24.4,-17.31,0.31,1
0.993,0,0,0,0,14.4,-98.4,0.531,0
0.0,0,1,0,0,61.7,-1.91,0.115,1
0.0,0,0,1,0,3.4,-9474.68,0.777,1
0.993,0,0,0,0,55.5,-0.88,0.044,0
0.0,0,1,0,0,117.0,-4.19,0.297,1
0.925,0,0,0,0,20.6,-28.08,0.318,0
1.0,0,0,0,0,23.1,-18.89,0.231,0
0.999,0,0,0,0,9.7,-96.27,0.102,0
0.318,1,0,0,0,8.3,-1494.02,0.577,1
0.992,0,0,0,0,16.3,-9.48,0.262,0
0.0,0,1,1,1,47.3,-4.15,0.062,1
0.0,0,1,0,0,68.4,-1.72,0.311,1
0.0,0,1,0,0,235.0,-285.46,0.105,1
0.0,1,0,0,0,378.0,-0.12,0.065,1
0.0,1,0,1,0,6.9,-1966.2,0.304,1
0.0,0,1,0,0,138.0,-1.07,0.312,1
0.1601150791369947,0,1,0,0,329.0,-32.1,0.378,1
0.002,0,1,0,0,43.7,-151.42,0.321,1
0.0,0,1,0,0,60.5,-59.32,0.321,1
0.0,0,1,0,1,3.5,0.0,0.388,1
0.0,0,1,0,0,354.0,-1180.51,0.395,1
0.998,0,0,0,0,26.7,-47.04,0.209,0
0.966,0,0,0,0,32.8,-6.83,0.215,0
1.0,0,0,0,0,49.8,-1.19,0.096,0
0.997,0,0,0,0,21.0,-28.68,0.335,0
1.0,0,0,0,0,14.1,-41.68,0.255,0
0.0,0,1,1,1,11.0,-696.89,0.273,1
0.951,0,0,0,0,35.1,-4.28,0.2,0
0.842,0,0,0,0,23.2,-47.29,0.21,0
0.9,0,0,0,0,33.4,-14.0,0.21,0
0.0,0,1,0,0,20.9,-348.31,1.126,1
0.0,0,0,0,0,7.5,-4.97,0.066,0
0.0,0,0,1,1,22.9,-1822.99,0.335,1
0.0,0,1,0,0,208.0,-28.47,0.289,1
0.45,0,1,0,0,38.0,-1.88,0.48,1
0.0,0,1,1,1,10.2,-610.22,0.273,1
0.0,0,1,0,0,143.0,-386.88,0.319,1
0.0,0,1,0,0,193.0,-2.8,0.439,1
0.0,0,0,1,1,4.1,-1270.8,0.237,1
0.0,0,1,0,0,1620.0,-1670.82,1.214,1
0.0,0,1,0,0,403.0,-116.29,0.047,1
0.0,0,1,0,0,96.7,-71.76,0.123,1
0.012,0,1,0,0,461.0,-965.69,1.103,1
0.0,0,1,1,1,52.6,-295.14,0.365,1
0.0,0,1,1,0,158.30610468337863,-3851.3,0.27,1
0.0,0,1,0,0,226.0,-270.27,0.034,1
0.0,0,1,0,0,322.0,-12489.94,0.448,1
0.969,0,0,0,0,33.7,-16.26,0.382,0
0.002,0,0,0,0,11.1,-1129.21,0.688,0
0.996,0,0,0,0,17.5,-135.95,0.688,0
0.0,0,0,1,1,7.0,-580.89,0.147,1
0.994,0,0,0,0,10.0,-2272.59,0.688,0
0.0,0,1,1,1,1020.0,-3.97,0.042,1
0.0,0,1,0,0,38.7,-12.84,0.366,1
0.999,0,0,0,0,9.9,-116.73,0.423,0
0.955,0,0,0,0,22.3,-1.85,0.235,0
0.0,1,0,1,1,6.2,-130.76,0.263,1
0.967,0,0,0,0,34.8,-0.49,0.059,0
0.733,0,0,0,0,17.9,-26.28,0.197,0
0.0,0,1,0,0,786.0,-17.17,0.048,1
0.0,0,1,0,0,150.0,-0.15,0.098,1
0.0,0,1,0,0,187.0,-175.56,0.339,1
0.0,0,0,1,0,4.3,-370.86,0.147,1
0.0,0,1,0,0,504.0,-0.34,0.176,1
0.0,0,1,0,0,845.0,-72.22,0.053,1
0.0,0,1,0,0,89.6,-1.57,0.089,1
0.0,0,1,1,0,25.5,-2831.13,0.438,1
0.0,0,1,0,0,1060.0,-138.52,0.025,1
0.0,1,0,1,0,60.0,-41.2,0.224,1
0.0,0,1,0,0,74.2,-5972.11,0.523,1
0.0,0,1,0,0,389.0,-425.05,0.352,1
0.0,0,1,0,0,544.0,-4.96,0.255,1
0.0,1,0,0,0,14.0,-1.44,0.027,1
0.996,0,0,0,0,13.6,-25.22,0.177,0
0.424,1,0,0,0,3.3,-9444.62,0.423,1
0.329,0,0,0,0,22.8,-15.53,0.046,0
0.0,0,1,0,0,79.8,-6.33,0.305,1
0.849,0,0,0,0,7.1,-18.2,0.244,0
1.0,0,0,0,0,22.4,-13.07,0.197,0
0.0,0,1,0,0,44.6,-21.58,1.24,1
0.95,0,0,0,0,22.0,-117.07,0.16,0
0.972,0,0,0,0,14.3,-47.42,0.32,0
1.0,0,0,0,0,32.5,-93.3,0.85,0
0.978,0,0,0,0,15.2,-7.9,0.207,0
1.0,0,0,0,0,35.7,-0.18,0.054,0
0.0,0,1,0,0,282.0,-156.96,0.507,1
0.0,0,0,0,0,15.0,-29.12,0.411,0
0.0,0,1,0,0,173.0,-0.99,0.088,1
0.522,0,1,0,0,184.0,-0.22,0.199,1
0.0,0,1,0,0,21.3,-6.39,0.876,1
0.0,0,1,0,0,108.0,-1.27,0.249,1
0.0,0,1,0,0,85.3,-0.33,0.052,1
0.97,0,0,0,0,34.3,-12.89,0.365,0
0.0,0,1,0,0,57.0,-2.58,0.261,1
0.844,0,0,0,0,9.0,-2.4,0.157,0
0.981,0,0,0,0,9.4,-554.52,0.523,0
1.0,0,0,0,0,4.1,-219.53,0.244,0
0.469,1,0,0,0,72.54776894066666,-19.95,0.206,1
0.993,0,0,0,0,32.3,-1.12,0.132,0
0.943,0,0,0,0,60.4,-0.9,0.149,0
0.864,0,0,0,0,23.5,-2.97,0.292,0
0.0,0,1,1,1,19.2,-330.57,1.29,1
0.999,0,1,1,0,8.4,-22.93,0.773,1
0.0,0,1,0,0,93.6,-14.04,0.282,1
0.0,0,0,1,0,11.3,-20.85,0.194,1
0.0,0,1,0,0,41.9,-1.0,0.104,1
0.0,0,0,0,0,88.6,-0.06,0.029,0
0.0,0,1,0,0,26.4,-1.36,0.234,1
0.09,0,1,0,0,2.7,-1.69,0.243557150978753,1
0.0,0,1,0,0,124.0,-7.57,0.139,1
0.1211009181928564,0,1,0,0,437.0,-4.6,0.427,1
0.0,0,1,0,0,182.0,-607.76,0.217,1
0.0,0,1,0,0,288.0,-156.16,0.355,1
1.0,0,0,0,0,49.6,-7.33,0.049,0
0.0,0,1,0,0,695.0,-4454.73,1.1,1
0.971,0,0,0,0,28.3,-16.33,0.201,0
0.0,1,1,1,1,19.6,-72.92,0.375,1
0.0,0,1,1,1,17.2,-72.92,0.375,1
0.999,0,0,0,0,23.6,-15.98,0.291,0
0.974,0,0,0,0,6.5,-55.15,0.256,0
0.999,0,0,0,0,7.5,-31.21,0.256,0
0.989,0,0,0,0,17.6,-44.63,0.223,0
0.0,0,0,0,0,118.0,-14.78,0.357,0
1.0,0,0,0,0,21.8,-85.31,1.029,0
0.944,0,0,0,0,33.1,-7.26,0.046,0
0.0,0,1,0,0,74.8,-6.17,0.349,1
