Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Orbital Period,Impact Parameter,Transit Duration Upper,Transit Duration Lower ,Planetary Radius Lower,Insolation Flux,TCE Delivery,Stellar Effective Temperature,Stellar Effective Temperature Lower,Stellar Surface Gravity,Stellar Surface Gravity Upper ,Stellar Radius,Stellar Radius Lower,Kepler-band,Disposition Using Kepler Data
1.0,0,0,0,0,9.57665962,0.043,0.0295,-0.0295,-0.46,121.26,0.0,5386.0,-72.0,4.322,0.159,1.076,-0.173,14.598,0
1.0,0,0,0,0,96.6781852,0.336,0.0832,-0.0832,-0.53,5.55,0.0,5386.0,-72.0,4.322,0.159,1.076,-0.173,14.598,0
1.0,0,0,0,0,20.55280311,0.568,0.0434,-0.0434,-0.48,43.8,0.0,5386.0,-72.0,4.322,0.159,1.076,-0.173,14.598,0
0.0,0,1,0,0,2.023123903,0.026,0.0196,-0.0196,-0.25,608.26,0.0,5559.0,-194.0,4.578,0.034,0.803,-0.07,14.977,1
1.0,0,0,0,0,10.94026745,0.595,0.0691,-0.0691,-0.18,80.52,0.0,5749.0,-173.0,4.547,0.042,0.864,-0.077,14.909,0
0.374,1,0,0,0,19.5352551,0.702,0.145,-0.145,0.0,0.16,0.0,2703.0,0.0,5.274,0.0,0.118,0.0,17.131,1
1.0,0,0,0,0,3.687469832,0.919,0.0166,-0.0166,-0.34,53.6,0.0,4004.0,-79.0,4.659,0.035,0.606,-0.035,14.418,0
0.962,0,0,0,0,151.863949,0.016,0.201,-0.201,-0.23,2.43,0.0,5713.0,-173.0,4.541,0.042,0.893,-0.086,14.807,0
0.989,0,0,0,0,5.945043548,0.763,0.0376,-0.0376,-0.23,127.64,0.0,5105.0,-76.0,4.469,0.09,0.868,-0.076,14.808,0
0.972,0,0,0,0,65.7045275,0.663,0.0469,-0.0469,-0.25,11.72,0.0,5918.0,-130.0,4.403,0.08,1.043,-0.092,11.667,0
0.994,0,0,0,0,17.73842886,0.845,0.0876,-0.0876,-0.22,29.74,0.0,5105.0,-76.0,4.469,0.09,0.868,-0.076,14.808,0
0.971,0,0,0,0,84.799829,0.795,1.1,-1.1,-0.01,13.79,0.0,5619.0,-42.0,4.07,0.013,1.406,-0.021,11.443,0
0.559,0,0,0,0,9.93962361,0.934,0.103,-0.103,-0.17,64.29,0.0,5105.0,-76.0,4.469,0.09,0.868,-0.076,14.808,0
1.0,0,0,0,0,6.8731664,0.055,0.0132,-0.0132,-1.12,1140.56,0.0,6490.0,-129.0,3.942,0.055,2.179,-0.182,14.588,0
1.0,0,0,0,0,8.600099313,0.048,0.0199,-0.0199,-0.49,78.72,0.0,5246.0,-142.0,4.501,0.102,0.805,-0.094,14.486,0
1.0,0,0,0,0,12.37646897,0.468,0.0376,-0.0376,-0.11,12.87,0.0,4200.0,-84.0,4.664,0.022,0.607,-0.028,14.897,0
0.998,0,0,0,0,9.340538,0.074,0.292,-0.292,-0.04,18.69,0.0,4200.0,-84.0,4.664,0.022,0.607,-0.028,14.897,0
0.343,0,0,0,0,330.071558,0.681,0.398,-0.398,-0.38,1.58,0.0,5933.0,-119.0,4.342,0.115,1.115,-0.142,13.956,0
1.0,0,0,0,0,18.87022157,0.013,0.0405,-0.0405,-0.39,35.13,0.0,5402.0,-159.0,4.452,0.126,0.865,-0.119,14.262,0
0.963,0,0,0,0,19.5776073,0.049,0.17,-0.17,-0.08,36.82,0.0,5465.0,-109.0,4.449,0.085,0.925,-0.083,12.498,0
1.0,0,0,0,0,17.20522898,0.012,0.0405,-0.0405,-0.16,22.05,0.0,5211.0,-141.0,4.643,0.03,0.689,-0.05,14.472,0
0.0,0,1,1,1,17.90766147,0.978,0.111,-0.111,-0.53,67.59,0.0,6153.0,-202.0,4.471,0.054,0.993,-0.108,14.162,1
1.0,0,0,0,0,22.18332255,0.024,0.0539,-0.0539,-0.39,41.24,0.0,5565.0,-100.0,4.361,0.138,1.03,-0.144,14.118,0
0.269,1,0,0,0,354.78194,1.17,1.1,-1.1,-7.56,2.62,0.0,5798.0,-81.0,4.025,0.208,1.525,-0.378,13.037,1
1.0,0,0,0,0,7.65880048,0.017,0.0459,-0.0459,-0.23,128.18,0.0,5657.0,-152.0,4.508,0.069,0.855,-0.092,14.528,0
1.0,0,0,0,0,9.3789167,0.671,0.0617,-0.0617,-0.27,98.22,0.0,5684.0,-170.0,4.493,0.112,0.808,-0.108,14.72,0
1.0,0,0,0,0,4.221626193,0.847,0.0416,-0.0416,-0.32,453.2,0.0,6123.0,-192.0,4.472,0.052,0.987,-0.11,14.708,0
1.0,0,0,0,0,16.54967098,0.88,0.0856,-0.0856,-0.41,43.72,0.0,5372.0,-160.0,4.434,0.112,0.916,-0.129,14.68,0
1.0,0,0,0,0,2.154911236,0.113,0.027,-0.027,-0.08,2162.35,0.0,6181.0,-86.0,4.22,0.033,1.424,-0.085,11.018,0
0.812,0,0,0,0,11.505879,0.029,0.516,-0.516,-0.09,236.35,0.0,6336.0,-139.0,4.266,0.063,1.403,-0.132,12.885,0
0.999,0,0,0,0,3.52467888,0.976,0.136,-0.136,-0.2,344.61,0.0,5372.0,-160.0,4.434,0.112,0.916,-0.129,14.68,0
1.0,0,0,0,0,6.400157105,0.898,0.0418,-0.0418,-0.22,101.72,0.0,5299.0,-143.0,4.597,0.032,0.766,-0.066,14.613,0
1.0,0,0,0,0,2.437029217,0.014,0.052,-0.052,-0.41,1237.66,0.0,5573.0,-75.0,4.177,0.203,1.329,-0.266,14.573,0
1.0,0,0,0,0,9.9267215,0.625,0.0379,-0.0379,-0.23,98.34,0.0,5475.0,-109.0,4.43,0.081,0.982,-0.08,14.129,0
1.0,0,0,0,0,21.22349325,0.794,0.0818,-0.0818,-0.21,35.69,0.0,5475.0,-109.0,4.43,0.081,0.982,-0.08,14.129,0
0.932,0,0,0,0,6.47027706,0.732,0.139,-0.139,-0.1,173.79,0.0,5475.0,-109.0,4.43,0.081,0.982,-0.08,14.129,0
1.0,0,0,0,0,3.722158895,0.644,0.0311,-0.0311,-0.21,283.28,0.0,5617.0,-152.0,4.574,0.038,0.806,-0.073,14.911,0
0.997,0,0,0,0,46.9026431,0.645,0.0803,-0.0803,-0.36,10.44,0.0,5402.0,-159.0,4.452,0.126,0.865,-0.119,14.262,0
1.0,0,0,0,0,5.263415218,0.853,0.0461,-0.0461,-0.44,349.4,0.0,6099.0,-214.0,4.456,0.056,1.028,-0.119,14.279,0
1.0,0,0,0,0,4.030466786,0.033,0.0149,-0.0149,-0.21,209.11,0.0,5234.0,-103.0,4.542,0.028,0.854,-0.04,14.924,0
0.0,0,0,1,0,9.27989,0.579,0.72,-0.72,-0.16,152.86,0.0,6052.0,-199.0,4.456,0.07,0.967,-0.121,15.28,1
0.992,0,0,0,0,328.240201,0.75,0.0671,-0.0671,-0.51,0.59,0.0,5234.0,-103.0,4.542,0.028,0.854,-0.04,14.924,0
0.0,0,1,0,0,22.26480657,0.75,0.0137,-0.0137,-1.11,27.79,0.0,5681.0,-152.0,4.566,0.042,0.813,-0.073,14.626,1
0.0,0,0,1,0,2.217038096,0.754,0.0487,-0.0487,-0.35,1956.29,0.0,6521.0,-252.0,4.352,0.052,1.276,-0.141,14.613,1
0.7870090304276005,0,0,0,0,8.874603,0.1897,0.668,-0.668,-0.18,309.5,0.0,6517.0,-286.0,4.349,0.065,1.278,-0.187,14.613,1
1.0,0,0,0,0,4.393157678,0.102,0.0343,-0.0343,-0.04,99.9,0.0,4799.0,-95.0,4.631,0.012,0.692,-0.021,14.023,0
0.217,1,0,0,0,251.7512,0.943,0.436,-0.436,-0.08,1.29,0.0,5640.0,-113.0,4.492,0.045,0.921,-0.061,12.623,1
1.0,0,0,0,0,16.14567193,0.75,0.025,-0.025,-0.1,20.98,0.0,4900.0,-98.0,4.602,0.017,0.741,-0.03,11.492,0
0.0,0,0,0,0,1071.232624,0.216,0.0498,-0.0498,-0.28,0.07,0.0,4799.0,-95.0,4.631,0.012,0.692,-0.021,14.023,0
1.0,0,0,0,0,2.735900074,0.189,0.0432,-0.0432,-0.13,315.95,0.0,5299.0,-143.0,4.597,0.032,0.766,-0.066,14.613,0
1.0,0,0,0,0,5.852968845,0.316,0.0315,-0.0315,-0.38,293.93,0.0,6050.0,-199.0,4.45,0.07,1.013,-0.111,14.434,0
0.921,0,0,0,0,81.1701587,0.875,0.216,-0.216,-0.89,8.55,0.0,5460.0,-65.0,4.263,0.186,1.165,-0.22,14.499,0
0.598,1,0,0,0,371.17573,0.781,1.8,-1.8,-1.85,32.64,0.0,9030.0,-466.0,3.822,0.351,3.218,-1.466,11.471,1
1.0,0,0,0,0,2.820190603,0.614,0.0354,-0.0354,-0.27,824.92,0.0,5831.0,-78.0,4.359,0.095,1.121,-0.118,14.665,0
1.0,0,0,0,0,21.21712312,0.89,0.16,-0.16,-0.33,58.63,0.0,6191.0,-206.0,4.438,0.07,1.007,-0.112,14.56,0
0.9449647731237608,0,0,0,0,200.0,0.394272184767802,0.1242893873887006,-0.115,-0.2,50668.8235616342,0.0,5218.466638794728,-187.0,4.0040019716188695,0.0108980702666078,1.9130738630286737,-0.092,14.133,1
1.0,0,0,0,0,15.77980122,0.025,0.074,-0.074,-0.2,60.96,0.0,5941.0,-178.0,4.519,0.048,0.911,-0.089,14.608,0
1.0,0,0,0,0,14.03490255,0.66,0.0598,-0.0598,-0.28,39.97,0.0,5258.0,-142.0,4.513,0.095,0.785,-0.091,14.574,0
1.0,0,0,0,0,10.35586478,0.178,0.0515,-0.0515,-0.11,34.93,0.0,4646.0,-83.0,4.539,0.054,0.778,-0.044,14.337,0
0.994,0,0,0,0,22.34296483,0.031,0.0039,-0.0039,-1.5,89.61,0.0,6181.0,-135.0,4.234,0.143,1.331,-0.199,12.205,0
1.0,0,0,0,0,11.38840217,0.243,0.0829,-0.0829,-0.59,216.55,0.0,5876.0,-79.0,4.151,0.162,1.456,-0.284,14.615,0
1.0,0,0,0,0,20.5498184,0.649,0.0746,-0.0746,-0.4,44.11,0.0,5688.0,-101.0,4.415,0.1,0.971,-0.095,14.534,0
0.6044407949743987,0,0,0,0,934.0941846,0.4948,0.177,-0.177,-0.59,0.23,0.0,5937.0,-155.0,4.559,0.03,0.832,-0.062,14.534,0
0.804,0,0,0,0,199.8392053,0.811,0.0138,-0.0138,-1.75,1.36,0.0,5457.0,-147.0,4.548,0.028,0.869,-0.071,14.74,0
0.471,1,0,0,0,17.4217322,0.415,0.468,-0.468,-0.18,65.92,0.0,6052.0,-199.0,4.456,0.07,0.967,-0.121,15.28,1
0.0,0,0,0,0,15.84132627,0.891,0.0234,-0.0234,-1.6,25.77,0.0,5119.0,-154.0,4.575,0.072,0.702,-0.067,14.497,0
1.0,0,0,0,0,5.931196562,0.886,0.0528,-0.0528,-0.13,23.5,0.0,3984.0,-86.0,4.72,0.03,0.539,-0.035,14.258,0
0.0,0,0,0,0,0.837491225,0.022,0.0104,-0.0104,-0.06,3630.32,0.0,5676.0,-68.0,4.347,0.03,1.044,-0.042,10.961,0
0.987,0,0,0,0,7.40611676,0.077,0.0522,-0.0522,-0.05,49.89,0.0,4799.0,-95.0,4.631,0.012,0.692,-0.021,14.023,0
0.997,0,0,0,0,21.803708,0.568,0.157,-0.157,-0.03,11.82,0.0,4799.0,-95.0,4.631,0.012,0.692,-0.021,14.023,0
0.0,0,0,1,0,4.66229074,1.197,0.172,-0.172,-2.47,437.35,0.0,6191.0,-216.0,4.454,0.05,1.025,-0.105,14.367,1
1.0,0,0,0,0,29.9111886,0.041,0.0927,-0.0927,-0.35,20.31,0.0,5275.0,-78.0,4.397,0.12,0.969,-0.117,14.424,0
0.0,0,1,1,1,2.908453928,1.195,0.0834,-0.0834,-1.77,459.47,0.0,5786.0,-155.0,4.558,0.046,0.824,-0.075,14.722,1
1.0,0,0,0,0,25.69581456,0.68,0.0791,-0.0791,-0.33,2.3,0.0,3787.0,-204.0,4.775,0.096,0.477,-0.092,14.885,0
0.0,0,1,1,0,25.70280003,1.27,0.0598,-0.0598,-3.92,23.68,0.0,5532.0,-149.0,4.488,0.108,0.835,-0.099,14.917,1
1.0,0,0,0,0,13.64617478,0.115,0.0651,-0.0651,-0.16,49.89,0.0,5569.0,-166.0,4.566,0.038,0.829,-0.067,14.748,0
1.0,0,0,0,0,3.213668926,0.021,0.00911,-0.00911,-0.23,1244.44,0.0,5795.0,-77.0,4.101,0.033,1.545,-0.087,12.211,0
1.0,0,0,0,0,8.13121389,0.622,0.0554,-0.0554,-0.1,368.36,0.0,6181.0,-86.0,4.22,0.033,1.424,-0.085,11.018,0
0.999,0,0,0,0,41.8854433,0.917,0.225,-0.225,-0.6,20.05,0.0,5735.0,-155.0,4.356,0.175,1.028,-0.186,14.35,0
0.992,0,0,0,0,13.81733587,0.967,0.119,-0.119,-0.37,88.04,0.0,5735.0,-155.0,4.356,0.175,1.028,-0.186,14.35,0
0.9,0,0,0,0,52.8148051,0.002,0.15,-0.15,-0.73,23.57,0.0,5565.0,-66.0,4.117,0.201,1.439,-0.315,14.915,0
1.0,0,0,0,0,8.30783912,0.019,0.0332,-0.0332,-0.18,75.09,0.0,5320.0,-143.0,4.589,0.028,0.786,-0.066,14.813,0
0.999,0,0,0,0,34.0963441,0.386,0.121,-0.121,-0.15,11.42,0.0,5320.0,-143.0,4.589,0.028,0.786,-0.066,14.813,0
1.0,0,0,0,0,6.45442931,0.749,0.0547,-0.0547,-0.26,234.98,0.0,6092.0,-200.0,4.496,0.052,0.943,-0.096,14.854,0
1.0,0,0,0,0,3.595769013,0.496,0.0636,-0.0636,-0.38,666.88,0.0,5762.0,-78.0,4.283,0.137,1.196,-0.191,14.827,0
1.0,0,0,0,0,52.6615266,0.682,0.0745,-0.0745,-0.12,1.28,0.0,3984.0,-86.0,4.72,0.03,0.539,-0.035,14.258,0
1.0,0,0,0,0,1.902208647,0.116,0.00854,-0.00854,-0.33,778.26,0.0,5400.0,-107.0,4.463,0.06,0.937,-0.07,14.313,0
0.991,0,0,0,0,20.605501,0.705,0.302,-0.302,-0.03,99.53,0.0,6099.0,-85.0,4.193,0.016,1.308,-0.054,11.049,0
1.0,0,0,0,0,15.90688891,0.014,0.044,-0.044,-0.12,28.32,0.0,5097.0,-101.0,4.554,0.036,0.797,-0.042,14.172,0
1.0,0,0,0,0,4.973455252,0.817,0.0276,-0.0276,-0.13,133.55,0.0,5097.0,-101.0,4.554,0.036,0.797,-0.042,14.172,0
0.0,0,0,1,1,30.5528972,1.216,0.179,-0.179,-2.43,47.63,0.0,6284.0,-75.0,4.349,0.066,1.138,-0.09,14.532,1
0.0,0,0,1,1,4.804469031,0.979,0.0853,-0.0853,-0.37,194.68,0.0,5470.0,-162.0,4.528,0.067,0.809,-0.09,14.873,1
1.0,0,0,0,0,1.616883373,0.856,0.0413,-0.0413,-2.18,2342.49,0.0,4868.0,-65.0,3.902,0.069,1.816,-0.885,14.411,0
0.498,0,0,0,0,9.5539134,0.142,0.269,-0.269,-0.07,247.86,0.0,6175.0,-134.0,4.299,0.072,1.307,-0.135,11.714,0
1.0,0,0,0,0,13.19322809,0.005,0.0726,-0.0726,-0.37,130.35,0.0,5946.0,-79.0,4.309,0.11,1.223,-0.155,14.606,0
1.0,0,0,0,0,10.31174786,0.747,0.0314,-0.0314,-0.05,38.13,0.0,4900.0,-98.0,4.602,0.017,0.741,-0.03,11.492,0
0.996,0,0,0,0,4.42535097,0.177,0.106,-0.106,-0.21,559.22,0.0,5946.0,-79.0,4.309,0.11,1.223,-0.155,14.606,0
1.0,0,0,0,0,4.302139338,0.652,0.0326,-0.0326,-0.19,182.7,0.0,5041.0,-75.0,4.479,0.077,0.857,-0.066,14.707,0
1.0,0,0,0,0,3.137845914,0.454,0.0577,-0.0577,-0.11,277.64,0.0,5041.0,-75.0,4.479,0.077,0.857,-0.066,14.707,0
0.57,0,0,0,0,6.77067637,0.127,0.184,-0.184,-0.61,1193.45,0.0,6337.0,-82.0,3.893,0.253,2.335,-0.755,11.915,0
0.0,0,1,1,1,3.74782314,1.202,0.114,-0.114,-2.74,583.52,0.0,6161.0,-221.0,4.454,0.054,1.053,-0.113,14.763,1
0.0,0,1,1,0,1.09173174,0.334,0.0667,-0.0667,-0.08,1153.1,0.0,5354.0,-159.0,4.587,0.028,0.788,-0.061,14.689,1
1.0,0,0,0,0,20.68420772,0.488,0.0731,-0.0731,-0.37,66.83,0.0,6246.0,-223.0,4.433,0.056,1.092,-0.122,14.896,0
0.955,0,0,0,0,50.6985408,0.137,0.12,-0.12,-0.7,29.58,0.0,5876.0,-79.0,4.151,0.162,1.456,-0.284,14.615,0
0.0,0,0,1,1,2.9926465,0.319,0.145,-0.145,-0.07,443.12,0.0,5718.0,-170.0,4.549,0.042,0.863,-0.074,14.396,1
0.866,0,0,0,0,0.589376952,0.491,0.252,-0.252,-0.07,5161.1,0.0,5714.0,-77.0,4.428,0.063,1.015,-0.079,15.367,0
1.0,0,0,0,0,39.7529915,0.046,0.0726,-0.0726,-0.31,24.54,0.0,6072.0,-182.0,4.411,0.105,1.01,-0.132,14.292,0
1.0,0,0,0,0,9.99760285,0.851,0.0746,-0.0746,-0.29,129.18,0.0,6004.0,-199.0,4.484,0.052,0.977,-0.101,14.957,0
1.0,0,0,0,0,90.4117992,0.849,0.169,-0.169,-0.41,6.86,0.0,6004.0,-199.0,4.484,0.052,0.977,-0.101,14.957,0
0.982,0,0,0,0,13.54057461,0.18,0.0635,-0.0635,-0.26,87.1,0.0,5767.0,-104.0,4.389,0.099,1.014,-0.119,14.002,0
1.0,0,0,0,0,1.732346403,0.184,0.05,-0.05,-0.16,1345.92,0.0,5767.0,-104.0,4.389,0.099,1.014,-0.119,14.002,0
0.974,0,0,0,0,1.74610057,0.032,0.203,-0.203,-0.72,1924.75,0.0,4854.0,-116.0,3.939,0.637,1.749,-1.017,13.884,0
0.868,0,0,0,0,7.0257409,0.812,0.0807,-0.0807,-0.18,208.92,0.0,5767.0,-104.0,4.389,0.099,1.014,-0.119,14.002,0
1.0,0,0,0,0,16.21774917,0.336,0.0462,-0.0462,-0.16,45.87,0.0,5837.0,-158.0,4.577,0.033,0.798,-0.056,14.2,0
1.0,0,0,0,0,11.72291212,0.012,0.0526,-0.0526,-0.21,81.46,0.0,5550.0,-110.0,4.431,0.095,0.953,-0.098,14.112,0
0.9561149272239496,0,0,0,0,8.661374,0.6469,0.532,-0.532,-0.12,188.16,0.0,6250.0,-192.0,4.472,0.047,0.986,-0.09,14.66,1
1.0,0,0,0,0,9.66857386,0.8,0.0554,-0.0554,-0.19,67.06,0.0,5288.0,-184.0,4.541,0.051,0.836,-0.08,14.272,0
1.0,0,0,0,0,7.053527145,0.172,0.0262,-0.0262,-0.12,21.17,0.0,4041.0,-88.0,4.697,0.024,0.567,-0.031,14.804,0
1.0,0,0,0,0,9.521644639,0.023,0.0279,-0.0279,-0.12,14.2,0.0,4041.0,-88.0,4.697,0.024,0.567,-0.031,14.804,0
1.0,0,0,0,0,3.072146607,0.032,0.0286,-0.0286,-0.07,64.09,0.0,4041.0,-88.0,4.697,0.024,0.567,-0.031,14.804,0
1.0,0,0,0,0,4.645382149,0.154,0.0343,-0.0343,-0.07,36.9,0.0,4041.0,-88.0,4.697,0.024,0.567,-0.031,14.804,0
0.999,0,0,0,0,9.82578495,0.888,0.088,-0.088,-0.3,180.36,0.0,6246.0,-223.0,4.433,0.056,1.092,-0.122,14.896,0
1.0,0,0,0,0,25.30291816,0.04,0.0412,-0.0412,-0.37,19.39,0.0,5121.0,-76.0,4.457,0.091,0.888,-0.084,14.773,0
1.0,0,0,0,0,21.30020491,0.075,0.0474,-0.0474,-0.28,65.37,0.0,6008.0,-83.0,4.35,0.076,1.168,-0.109,14.02,0
0.881,0,0,0,0,289.864067,0.856,0.108,-0.108,-0.23,1.03,0.0,5516.0,-74.0,4.446,0.104,0.886,-0.089,11.664,0
0.0,0,1,1,0,10.29767658,1.194,0.129,-0.129,-8.55,258.09,0.0,5671.0,-76.0,4.075,0.189,1.608,-0.351,14.565,1
1.0,0,0,0,0,51.0674355,0.482,0.169,-0.169,-0.25,14.69,0.0,6004.0,-199.0,4.484,0.052,0.977,-0.101,14.957,0
1.0713676779713035,0,0,0,0,199.9976349,1.6954037344565245,0.3117882111033034,-0.127,-4.93,6.12,0.0,5985.140192709234,-253.0,4.373853432603957,0.056,4.146729997038121,-0.83,14.949,1
1.0,0,0,0,0,1.682695938,0.025,0.023,-0.023,-0.14,74.7,0.0,3669.0,-91.0,4.787,0.054,0.47,-0.051,14.818,0
1.0,0,0,0,0,17.30795548,0.0,0.0763,-0.0763,-0.78,104.37,0.0,5565.0,-66.0,4.117,0.201,1.439,-0.315,14.915,0
1.0,0,0,0,0,10.42367744,0.005,0.021,-0.021,-0.56,247.48,0.0,6181.0,-135.0,4.234,0.143,1.331,-0.199,12.205,0
1.0,0,0,0,0,2.09227115,0.271,0.0716,-0.0716,-0.45,1746.66,0.0,5565.0,-66.0,4.117,0.201,1.439,-0.315,14.915,0
0.982,0,0,0,0,45.29422297,0.025,0.0343,-0.0343,-0.09,17.75,0.0,5676.0,-68.0,4.347,0.03,1.044,-0.042,10.961,0
0.605414440883661,0,0,0,0,260.2071733,11.663084615422315,0.9940481204240303,0.2743255050090259,-0.11,750.6,0.0,5908.220440470964,-142.0,3.5640888941088398,0.3166661215773835,3.0510665231491743,0.3427858321645571,14.707,1
1.0,0,0,0,0,16.70920628,0.855,0.0725,-0.0725,-0.2,14.73,0.0,4621.0,-137.0,4.605,0.052,0.668,-0.059,14.427,0
0.895,0,0,0,0,28.55158187,0.623,0.0837,-0.0837,-0.17,7.21,0.0,4621.0,-137.0,4.605,0.052,0.668,-0.059,14.427,0
0.0,0,1,1,1,4.045057186,1.292,0.06,-0.06,-3.94,381.17,0.0,5906.0,-177.0,4.473,0.094,0.87,-0.113,14.865,1
1.0,0,0,0,0,10.13958818,0.078,0.0517,-0.0517,-0.13,9.41,0.0,3893.0,-85.0,4.758,0.04,0.5,-0.041,14.902,0
0.0,0,0,0,0,43.5859419,0.011,0.0975,-0.0975,-0.17,1.35,0.0,3893.0,-85.0,4.758,0.04,0.5,-0.041,14.902,0
1.0,0,0,0,0,0.986785834,0.026,0.018,-0.018,-0.06,292.35,0.0,4041.0,-88.0,4.697,0.024,0.567,-0.031,14.804,0
0.998,0,0,0,0,24.7962801,0.01,0.107,-0.107,-0.32,45.92,0.0,5770.0,-78.0,4.333,0.11,1.141,-0.138,14.612,0
0.0,0,0,1,1,5.91037674,0.123,0.101,-0.101,-0.22,182.47,0.0,5515.0,-165.0,4.443,0.136,0.867,-0.136,14.276,1
1.0,0,0,0,0,27.4536146,0.765,0.101,-0.101,-0.04,10.34,0.0,4900.0,-98.0,4.602,0.017,0.741,-0.03,11.492,0
1.0,0,0,0,0,8.22241355,0.246,0.0413,-0.0413,-0.11,22.86,0.0,4213.0,-84.0,4.658,0.025,0.615,-0.031,15.0,0
0.0,1,0,1,0,0.635587392,1.151,0.269,-0.269,-6.24,10637.41,0.0,5671.0,-76.0,4.075,0.189,1.608,-0.351,14.565,1
1.0,0,0,0,0,13.02363236,0.032,0.067,-0.067,-0.19,71.85,0.0,5627.0,-112.0,4.453,0.072,0.945,-0.076,14.07,0
1.0,0,0,0,0,11.6370303,0.066,0.0683,-0.0683,-0.49,127.46,0.0,5576.0,-75.0,4.257,0.168,1.198,-0.204,14.943,0
0.995,0,0,0,0,6.93650854,0.331,0.27,-0.27,-0.21,687.21,0.0,6615.0,-92.0,4.173,0.108,1.574,-0.216,12.209,0
1.0,0,0,0,0,5.68798675,0.663,0.0602,-0.0602,-0.47,330.44,0.0,5576.0,-75.0,4.257,0.168,1.198,-0.204,14.943,0
0.059,0,1,0,0,3.055171082,1.204,0.0179,-0.0179,-4.57,804.33,0.0,6237.0,-220.0,4.426,0.098,0.987,-0.128,14.741,1
1.0,0,0,0,0,5.40426917,0.229,0.06,-0.06,-0.3,312.93,0.0,6122.0,-190.0,4.487,0.052,0.964,-0.101,14.697,0
1.0,0,0,0,0,11.67894236,0.94,0.0515,-0.0515,-0.44,112.07,0.0,6122.0,-190.0,4.487,0.052,0.964,-0.101,14.697,0
1.0,0,0,0,0,1.208462378,0.831,0.0972,-0.0972,-0.17,2307.65,0.0,6122.0,-190.0,4.487,0.052,0.964,-0.101,14.697,0
0.994,0,0,0,0,2.85188338,0.578,0.415,-0.415,-0.17,903.77,0.0,6123.0,-265.0,4.413,0.072,1.107,-0.15,15.649,0
1.0,0,0,0,0,12.91385906,0.845,0.0952,-0.0952,-0.37,122.66,0.0,6253.0,-206.0,4.41,0.105,0.997,-0.147,14.647,0
0.953,0,0,0,0,54.31996151,0.497,0.0243,-0.0243,-0.91,27.4,0.0,6181.0,-135.0,4.234,0.143,1.331,-0.199,12.205,0
0.0,0,1,0,0,252.0792347,1.283,0.0488,-0.0488,-5.15,2.42,0.0,6348.0,-209.0,4.434,0.067,1.014,-0.127,14.183,1
0.0,0,0,1,0,27.04627886,0.962,0.164,-0.164,-0.34,38.62,0.0,6332.0,-206.0,4.516,0.039,0.915,-0.088,14.173,1
0.0,0,0,1,1,3.723560726,0.954,0.177,-0.177,-0.42,910.65,0.0,6535.0,-212.0,4.373,0.062,1.181,-0.145,14.93,1
0.949,0,0,0,0,18.3848331,0.711,0.385,-0.385,-0.09,27.99,0.0,5083.0,-76.0,4.468,0.088,0.872,-0.072,14.685,0
1.0,0,0,0,0,3.705991661,0.623,0.047,-0.047,-0.33,637.42,0.0,6187.0,-241.0,4.409,0.087,1.034,-0.14,14.641,0
0.0,1,0,0,0,5.188671659,0.884,0.0566,-0.0566,-1.15,4750.81,0.0,9523.0,-416.0,4.205,0.136,1.941,-0.428,10.96,1
0.001,0,1,0,0,2.236100588,1.427,0.0591,-0.0591,-4.82,586.38,0.0,5708.0,-154.0,4.578,0.032,0.795,-0.069,14.549,1
0.932,0,0,0,0,40.606895,0.494,0.114,-0.114,-0.3,17.4,0.0,5538.0,-83.0,4.384,0.116,1.027,-0.118,14.56,0
1.0,0,0,0,0,13.76710058,0.806,0.0555,-0.0555,-0.1,29.55,0.0,5001.0,-164.0,4.582,0.024,0.76,-0.034,14.194,0
0.976,0,0,0,0,2.2165905,0.703,11.0,-11.0,-0.03,515.27,0.0,5397.0,-107.0,4.543,0.033,0.831,-0.045,11.799,0
0.996,0,0,0,0,6.1954595,0.647,0.104,-0.104,-0.06,85.77,0.0,5001.0,0.0,4.582,0.024,0.76,-0.034,14.194,0
1.0,0,0,0,0,3.25058201,0.684,0.098,-0.098,-0.05,202.09,0.0,5001.0,0.0,4.582,0.024,0.76,-0.034,14.194,0
0.998,0,0,0,0,8.34819209,0.799,0.11,-0.11,-0.07,57.48,0.0,5001.0,0.0,4.582,0.024,0.76,-0.034,14.194,0
0.0,0,0,1,1,2.399069173,0.649,0.0942,-0.0942,-0.27,792.76,0.0,5654.0,-169.0,4.395,0.128,1.001,-0.151,14.888,1
1.0,0,0,0,0,3.65849707,0.906,0.209,-0.209,-3.39,1486.35,0.0,5857.0,-78.0,3.972,0.203,1.822,-0.423,14.545,0
0.146,1,0,0,0,91.172033,0.005,0.653,-0.653,-0.12,3.96,0.0,5552.0,-166.0,4.562,0.038,0.836,-0.067,15.927,1
1.0,0,0,0,0,3.701765401,0.713,0.0649,-0.0649,-0.17,286.23,0.0,5252.0,-105.0,4.442,0.105,0.898,-0.095,14.759,0
0.97,0,0,0,0,86.4943704,0.741,0.139,-0.139,-0.33,4.29,0.0,5252.0,-105.0,4.442,0.105,0.898,-0.095,14.759,0
0.0,0,0,1,0,5.17968868,1.203,0.0918,-0.0918,-1.7,211.06,0.0,5761.0,-155.0,4.548,0.051,0.815,-0.073,11.871,1
