Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Impact Parameter,mpact Parameter Upper,Impact Parameter Lower,Transit Duration Upper,Transit Depth Upper,Planetary Radius Lower,Equilibrium Temperature,Insolation Flux Lower ,TCE Planet Number,Stellar Effective Temperature,Stellar Effective Temperature Upper,Stellar Radius,Disposition Using Kepler Data
0.0,0,1,1,1,0.978,0.081,-0.02,0.111,18.7,-0.53,731.0,-20.61,1.0,6153.0,165.0,0.993,1
1.0,0,0,0,0,0.024,0.367,-0.024,0.0539,12.2,-0.39,646.0,-12.86,1.0,5565.0,111.0,1.03,0
0.269,1,0,0,0,1.17,78.45,-2.437,1.1,32.6,-7.56,325.0,-1.22,2.0,5798.0,116.0,1.525,1
1.0,0,0,0,0,0.017,0.407,-0.017,0.0459,13.6,-0.23,858.0,-36.64,1.0,5657.0,152.0,0.855,0
1.0,0,0,0,0,0.671,0.241,-0.437,0.0617,15.1,-0.27,803.0,-32.93,1.0,5684.0,170.0,0.808,0
1.0,0,0,0,0,0.847,0.004,-0.616,0.0416,9.0,-0.32,1176.0,-138.2,1.0,6123.0,171.0,0.987,0
1.0,0,0,0,0,0.88,0.051,-0.622,0.0856,17.0,-0.41,656.0,-15.12,1.0,5372.0,160.0,0.916,0
1.0,0,0,0,0,0.113,0.345,-0.113,0.027,1.4,-0.08,1740.0,-354.64,2.0,6181.0,68.0,1.424,0
0.812,0,0,0,0,0.029,0.441,-0.029,0.516,4.8,-0.09,1000.0,-58.85,2.0,6336.0,113.0,1.403,0
0.999,0,0,0,0,0.976,0.029,-0.685,0.136,12.7,-0.2,1098.0,-119.21,2.0,5372.0,160.0,0.916,0
1.0,0,0,0,0,0.898,0.013,-0.693,0.0418,17.4,-0.22,810.0,-25.58,1.0,5299.0,159.0,0.766,0
1.0,0,0,0,0,0.014,0.425,-0.014,0.052,5.8,-0.41,1513.0,-487.63,1.0,5573.0,75.0,1.329,0
1.0,0,0,0,0,0.625,0.052,-0.452,0.0379,8.0,-0.23,803.0,-21.78,1.0,5475.0,109.0,0.982,0
1.0,0,0,0,0,0.794,0.066,-0.543,0.0818,10.4,-0.21,623.0,-7.9,2.0,5475.0,109.0,0.982,0
0.932,0,0,0,0,0.732,0.212,-0.511,0.139,7.1,-0.1,926.0,-38.5,3.0,5475.0,109.0,0.982,0
1.0,0,0,0,0,0.644,0.232,-0.435,0.0311,12.8,-0.21,1046.0,-73.34,1.0,5617.0,152.0,0.806,0
0.997,0,0,0,0,0.645,0.249,-0.424,0.0803,21.8,-0.36,458.0,-3.55,2.0,5402.0,175.0,0.865,0
1.0,0,0,0,0,0.853,0.015,-0.59,0.0461,10.5,-0.44,1103.0,-112.58,1.0,6099.0,171.0,1.028,0
1.0,0,0,0,0,0.033,0.283,-0.033,0.0149,14.8,-0.21,970.0,-33.65,2.0,5234.0,103.0,0.854,0
0.0,0,0,1,0,0.579,0.386,-0.366,0.72,24.1,-0.16,897.0,-50.51,2.0,6052.0,163.0,0.967,1
0.992,0,0,0,0,0.75,0.006,-0.011,0.0671,52.2,-0.51,224.0,-0.09,1.0,5234.0,103.0,0.854,0
0.0,0,1,0,0,0.75,0.002,-0.002,0.0137,28.4,-1.11,585.0,-7.13,1.0,5681.0,169.0,0.813,1
0.0,0,0,1,0,0.754,0.205,-0.506,0.0487,12.8,-0.35,1697.0,-634.2,1.0,6521.0,155.0,1.276,1
0.7870090304276005,0,0,0,0,0.1897,0.2555,-0.1897,0.668,21.2,-0.18,1070.0,-121.01,3.0,6517.0,168.0,1.278,1
1.0,0,0,0,0,0.102,0.356,-0.102,0.0343,7.8,-0.04,807.0,-13.19,2.0,4799.0,95.0,0.692,0
0.217,1,0,0,0,0.943,0.032,-0.671,0.436,18.6,-0.08,272.0,-0.25,2.0,5640.0,101.0,0.921,1
1.0,0,0,0,0,0.75,0.016,-0.514,0.025,4.2,-0.1,546.0,-3.16,1.0,4900.0,98.0,0.741,0
0.0,0,0,0,0,0.216,0.054,-0.083,0.0498,36.1,-0.28,129.0,-0.01,1.0,4799.0,95.0,0.692,0
1.0,0,0,0,0,0.189,0.25,-0.189,0.0432,11.2,-0.13,1075.0,-79.45,2.0,5299.0,159.0,0.766,0
1.0,0,0,0,0,0.316,0.064,-0.316,0.0315,8.7,-0.38,1056.0,-90.07,1.0,6050.0,181.0,1.013,0
0.921,0,0,0,0,0.875,0.038,-0.595,0.216,26.3,-0.89,436.0,-3.19,1.0,5460.0,81.0,1.165,0
0.598,1,0,0,0,0.781,0.194,-0.564,1.8,14.0,-1.85,610.0,-24.81,2.0,9030.0,251.0,3.218,1
1.0,0,0,0,0,0.614,0.266,-0.417,0.0354,8.4,-0.27,1367.0,-199.16,1.0,5831.0,78.0,1.121,0
1.0,0,0,0,0,0.89,0.012,-0.644,0.16,13.0,-0.33,706.0,-18.18,1.0,6191.0,169.0,1.007,0
0.9449647731237608,0,0,0,0,0.394272184767802,17.196816148785288,0.1485307742735302,0.1242893873887006,40.8585458793632,-0.2,111.54038699360274,16879.374805639887,1.0,5218.466638794728,183.69519120428777,1.9130738630286737,1
1.0,0,0,0,0,0.025,0.413,-0.025,0.074,15.8,-0.2,713.0,-17.01,1.0,5941.0,160.0,0.911,0
1.0,0,0,0,0,0.66,0.037,-0.486,0.0598,15.9,-0.28,641.0,-11.97,1.0,5258.0,158.0,0.785,0
1.0,0,0,0,0,0.178,0.282,-0.178,0.0515,15.5,-0.11,620.0,-6.0,1.0,4646.0,74.0,0.778,0
0.994,0,0,0,0,0.031,0.045,-0.031,0.0039,5.3,-1.5,785.0,-30.27,1.0,6181.0,111.0,1.331,0
1.0,0,0,0,0,0.243,0.213,-0.243,0.0829,14.0,-0.59,979.0,-83.63,1.0,5876.0,79.0,1.456,0
1.0,0,0,0,0,0.649,0.168,-0.4,0.0746,13.6,-0.4,657.0,-10.69,1.0,5688.0,113.0,0.971,0
0.6044407949743987,0,0,0,0,0.4948,0.0523,-0.2024,0.177,63.6,-0.59,177.0,-0.05,1.0,5937.0,162.0,0.832,0
0.804,0,0,0,0,0.811,0.008,-0.007,0.0138,126.0,-1.75,276.0,-0.33,1.0,5457.0,164.0,0.869,0
0.471,1,0,0,0,0.415,0.038,-0.415,0.468,25.8,-0.18,727.0,-21.78,3.0,6052.0,163.0,0.967,1
0.0,0,0,0,0,0.891,3.523,-0.087,0.0234,284.0,-1.6,575.0,-7.11,1.0,5119.0,154.0,0.702,0
1.0,0,0,0,0,0.886,0.019,-0.616,0.0528,12.6,-0.13,562.0,-4.67,1.0,3984.0,71.0,0.539,0
0.0,0,0,0,0,0.022,0.388,-0.022,0.0104,1.2,-0.06,1980.0,-443.61,2.0,5676.0,85.0,1.044,0
0.987,0,0,0,0,0.077,0.427,-0.077,0.0522,9.1,-0.05,678.0,-6.59,3.0,4799.0,95.0,0.692,0
0.997,0,0,0,0,0.568,0.355,-0.354,0.157,14.4,-0.03,473.0,-1.56,4.0,4799.0,95.0,0.692,0
0.0,0,0,1,0,1.197,15.17,-0.332,0.172,14.1,-2.47,1166.0,-131.67,1.0,6191.0,172.0,1.025,1
1.0,0,0,0,0,0.041,0.389,-0.041,0.0927,21.1,-0.35,541.0,-5.52,1.0,5275.0,78.0,0.969,0
0.0,0,1,1,1,1.195,10.68,-0.093,0.0834,12.7,-1.77,1181.0,-118.91,1.0,5786.0,155.0,0.824,1
1.0,0,0,0,0,0.68,0.206,-0.439,0.0791,29.0,-0.33,314.0,-1.1,1.0,3787.0,163.0,0.477,0
0.0,0,1,1,0,1.27,69.57,-0.146,0.0598,97.7,-3.92,562.0,-7.19,1.0,5532.0,165.0,0.835,1
1.0,0,0,0,0,0.115,0.342,-0.115,0.0651,16.6,-0.16,678.0,-12.55,1.0,5569.0,149.0,0.829,0
1.0,0,0,0,0,0.021,0.188,-0.021,0.00911,2.5,-0.23,1515.0,-193.94,1.0,5795.0,69.0,1.545,0
1.0,0,0,0,0,0.622,0.059,-0.457,0.0554,2.2,-0.1,1117.0,-60.42,3.0,6181.0,68.0,1.424,0
0.999,0,0,0,0,0.917,0.023,-0.625,0.225,15.5,-0.6,540.0,-8.0,1.0,5735.0,155.0,1.028,0
0.992,0,0,0,0,0.967,0.015,-0.682,0.119,12.2,-0.37,781.0,-35.11,2.0,5735.0,155.0,1.028,0
0.9,0,0,0,0,0.002,0.45,-0.002,0.15,21.0,-0.73,562.0,-9.86,3.0,5565.0,83.0,1.439,0
1.0,0,0,0,0,0.019,0.349,-0.019,0.0332,13.2,-0.18,751.0,-18.59,1.0,5320.0,159.0,0.786,0
0.999,0,0,0,0,0.386,0.06,-0.386,0.121,23.4,-0.15,469.0,-2.82,2.0,5320.0,159.0,0.786,0
1.0,0,0,0,0,0.749,0.182,-0.511,0.0547,15.1,-0.26,999.0,-69.1,1.0,6092.0,181.0,0.943,0
1.0,0,0,0,0,0.496,0.424,-0.291,0.0636,9.7,-0.38,1296.0,-220.98,1.0,5762.0,78.0,1.196,0
1.0,0,0,0,0,0.682,0.036,-0.488,0.0745,29.3,-0.12,271.0,-0.25,2.0,3984.0,71.0,0.539,0
1.0,0,0,0,0,0.116,0.163,-0.116,0.00854,7.3,-0.33,1346.0,-163.2,1.0,5400.0,107.0,0.937,0
0.991,0,0,0,0,0.705,0.257,-0.477,0.302,3.6,-0.03,806.0,-13.04,4.0,6099.0,79.0,1.308,0
1.0,0,0,0,0,0.014,0.417,-0.014,0.044,13.4,-0.12,588.0,-4.86,1.0,5097.0,101.0,0.797,0
1.0,0,0,0,0,0.817,0.056,-0.576,0.0276,13.1,-0.13,867.0,-22.92,2.0,5097.0,101.0,0.797,0
0.0,0,0,1,1,1.216,73.76,-0.244,0.179,28.5,-2.43,670.0,-9.13,1.0,6284.0,75.0,1.138,1
0.0,0,0,1,1,0.979,0.129,-0.019,0.0853,14.7,-0.37,953.0,-58.33,1.0,5470.0,162.0,0.809,1
1.0,0,0,0,0,0.856,0.086,-0.575,0.0413,12.2,-2.18,1774.0,-1759.05,1.0,4868.0,73.0,1.816,0
0.498,0,0,0,0,0.142,0.305,-0.142,0.269,2.2,-0.07,1012.0,-65.3,2.0,6175.0,110.0,1.307,0
1.0,0,0,0,0,0.005,0.434,-0.005,0.0726,12.4,-0.37,862.0,-36.13,1.0,5946.0,71.0,1.223,0
1.0,0,0,0,0,0.747,0.089,-0.528,0.0314,3.6,-0.05,634.0,-5.75,2.0,4900.0,98.0,0.741,0
0.996,0,0,0,0,0.177,0.261,-0.177,0.106,9.0,-0.21,1240.0,-154.98,2.0,5946.0,71.0,1.223,0
1.0,0,0,0,0,0.652,0.028,-0.491,0.0326,12.9,-0.19,937.0,-36.11,1.0,5041.0,83.0,0.857,0
1.0,0,0,0,0,0.454,0.005,-0.454,0.0577,11.2,-0.11,1041.0,-54.88,2.0,5041.0,83.0,0.857,0
0.57,0,0,0,0,0.127,0.322,-0.127,0.184,3.7,-0.61,1499.0,-674.75,2.0,6337.0,76.0,2.335,0
0.0,0,1,1,1,1.202,3.25,-0.086,0.114,9.1,-2.74,1253.0,-181.73,1.0,6161.0,184.0,1.053,1
0.0,0,1,1,0,0.334,0.132,-0.334,0.0667,6.9,-0.08,1488.0,-283.11,1.0,5354.0,159.0,0.788,1
1.0,0,0,0,0,0.488,0.373,-0.292,0.0731,15.3,-0.37,729.0,-21.24,1.0,6246.0,167.0,1.092,0
0.955,0,0,0,0,0.137,0.281,-0.137,0.12,21.3,-0.7,595.0,-11.42,2.0,5876.0,79.0,1.456,0
0.0,0,0,1,1,0.319,0.136,-0.319,0.145,8.0,-0.07,1170.0,-114.86,1.0,5718.0,136.0,0.863,1
0.866,0,0,0,0,0.491,0.039,-0.446,0.252,8.8,-0.07,2162.0,-1003.97,3.0,5714.0,77.0,1.015,0
1.0,0,0,0,0,0.046,0.364,-0.046,0.0726,15.7,-0.31,568.0,-8.12,1.0,6072.0,182.0,1.01,0
1.0,0,0,0,0,0.851,0.049,-0.588,0.0746,18.3,-0.29,860.0,-38.43,1.0,6004.0,181.0,0.977,0
1.0,0,0,0,0,0.849,0.016,-0.596,0.169,37.2,-0.41,413.0,-2.04,2.0,6004.0,181.0,0.977,0
0.982,0,0,0,0,0.18,0.268,-0.18,0.0635,9.1,-0.26,779.0,-24.01,1.0,5767.0,115.0,1.014,0
1.0,0,0,0,0,0.184,0.269,-0.184,0.05,5.2,-0.16,1546.0,-370.99,2.0,5767.0,115.0,1.014,0
0.974,0,0,0,0,0.032,0.443,-0.032,0.203,7.1,-0.72,1689.0,-1618.7,2.0,4854.0,145.0,1.749,0
0.868,0,0,0,0,0.812,0.129,-0.563,0.0807,9.7,-0.18,969.0,-57.59,3.0,5767.0,115.0,1.014,0
1.0,0,0,0,0,0.336,0.079,-0.336,0.0462,10.9,-0.16,664.0,-10.34,1.0,5837.0,158.0,0.798,0
1.0,0,0,0,0,0.012,0.43,-0.012,0.0526,9.6,-0.21,766.0,-20.94,1.0,5550.0,110.0,0.953,0
0.9561149272239496,0,0,0,0,0.6469,0.2968,-0.4264,0.532,33.3,-0.12,945.0,-51.01,1.0,6250.0,166.0,0.986,1
1.0,0,0,0,0,0.8,0.134,-0.547,0.0554,13.0,-0.19,730.0,-19.46,1.0,5288.0,184.0,0.836,0
1.0,0,0,0,0,0.172,0.162,-0.172,0.0262,17.4,-0.12,547.0,-3.85,1.0,4041.0,72.0,0.567,0
1.0,0,0,0,0,0.023,0.338,-0.023,0.0279,20.2,-0.12,495.0,-2.58,2.0,4041.0,72.0,0.567,0
1.0,0,0,0,0,0.032,0.323,-0.032,0.0286,12.9,-0.07,722.0,-11.65,3.0,4041.0,72.0,0.567,0
1.0,0,0,0,0,0.154,0.22,-0.154,0.0343,15.0,-0.07,629.0,-6.71,5.0,4041.0,72.0,0.567,0
0.999,0,0,0,0,0.888,0.025,-0.629,0.088,12.7,-0.3,935.0,-57.31,2.0,6246.0,167.0,1.092,0
1.0,0,0,0,0,0.04,0.358,-0.04,0.0412,19.5,-0.37,535.0,-4.42,1.0,5121.0,84.0,0.888,0
1.0,0,0,0,0,0.075,0.309,-0.075,0.0474,12.2,-0.28,725.0,-14.54,1.0,6008.0,77.0,1.168,0
0.881,0,0,0,0,0.856,0.043,-0.649,0.108,10.5,-0.23,257.0,-0.24,1.0,5516.0,82.0,0.886,0
0.0,0,1,1,0,1.194,15.05,-0.126,0.129,13.1,-8.55,1022.0,-108.66,1.0,5671.0,76.0,1.608,1
1.0,0,0,0,0,0.482,0.472,-0.274,0.169,34.3,-0.25,499.0,-4.37,3.0,6004.0,181.0,0.977,0
1.0713676779713035,0,0,0,0,1.6954037344565245,13.5862393200947,0.0049905455049724,0.3117882111033034,31.248772229192124,-4.93,52.48316290403943,1802.5628771853992,1.0,5985.140192709234,193.703618478511,4.146729997038121,1
1.0,0,0,0,0,0.025,0.419,-0.025,0.023,11.2,-0.14,750.0,-21.01,1.0,3669.0,73.0,0.47,0
1.0,0,0,0,0,0.0,0.422,0.0,0.0763,14.2,-0.78,815.0,-43.66,1.0,5565.0,83.0,1.439,0
1.0,0,0,0,0,0.005,0.299,-0.005,0.021,4.1,-0.56,1012.0,-83.6,3.0,6181.0,111.0,1.331,0
1.0,0,0,0,0,0.271,0.184,-0.271,0.0716,7.9,-0.45,1648.0,-730.66,2.0,5565.0,83.0,1.439,0
0.982,0,0,0,0,0.025,0.333,-0.025,0.0343,3.7,-0.09,524.0,-2.17,1.0,5676.0,85.0,1.044,0
0.605414440883661,0,0,0,0,11.663084615422315,0.224,-0.432,0.9940481204240303,146.0,-0.11,190.2752249343098,25987.307871128745,1.0,5908.220440470964,180.26744373041765,3.0510665231491743,1
1.0,0,0,0,0,0.855,0.086,-0.576,0.0725,23.1,-0.2,500.0,-3.88,1.0,4621.0,124.0,0.668,0
0.895,0,0,0,0,0.623,0.272,-0.403,0.0837,24.1,-0.17,418.0,-1.9,2.0,4621.0,124.0,0.668,0
0.0,0,1,1,1,1.292,11.44,-0.124,0.06,14.5,-3.94,1126.0,-125.66,1.0,5906.0,177.0,0.87,1
1.0,0,0,0,0,0.078,0.323,-0.078,0.0517,31.8,-0.13,447.0,-2.15,1.0,3893.0,78.0,0.5,0
0.0,0,0,0,0,0.011,0.417,-0.011,0.0975,46.8,-0.17,275.0,-0.31,2.0,3893.0,78.0,0.5,0
1.0,0,0,0,0,0.026,0.289,-0.026,0.018,9.5,-0.06,1054.0,-53.12,4.0,4041.0,72.0,0.567,0
0.998,0,0,0,0,0.01,0.403,-0.01,0.107,15.1,-0.32,664.0,-12.32,1.0,5770.0,78.0,1.141,0
0.0,0,0,1,1,0.123,0.342,-0.122,0.101,8.8,-0.22,937.0,-67.59,1.0,5515.0,165.0,0.867,1
1.0,0,0,0,0,0.765,0.142,-0.556,0.101,5.3,-0.04,457.0,-1.56,3.0,4900.0,98.0,0.741,0
1.0,0,0,0,0,0.246,0.21,-0.246,0.0413,25.2,-0.11,558.0,-3.84,1.0,4213.0,84.0,0.615,0
0.0,1,0,1,0,1.151,0.036,-0.155,0.269,4.7,-6.24,2587.0,-4478.61,2.0,5671.0,76.0,1.608,1
1.0,0,0,0,0,0.032,0.417,-0.032,0.067,14.1,-0.19,743.0,-15.78,1.0,5627.0,101.0,0.945,0
1.0,0,0,0,0,0.066,0.363,-0.066,0.0683,18.4,-0.49,857.0,-44.34,1.0,5576.0,83.0,1.198,0
0.995,0,0,0,0,0.331,0.131,-0.331,0.27,8.9,-0.21,1305.0,-203.54,2.0,6615.0,65.0,1.574,0
1.0,0,0,0,0,0.663,0.048,-0.476,0.0602,16.2,-0.47,1088.0,-114.95,2.0,5576.0,83.0,1.198,0
0.059,0,1,0,0,1.204,13.8,-0.072,0.0179,75.0,-4.57,1358.0,-276.61,1.0,6237.0,176.0,0.987,1
1.0,0,0,0,0,0.229,0.224,-0.229,0.06,23.0,-0.3,1073.0,-91.85,1.0,6122.0,169.0,0.964,0
1.0,0,0,0,0,0.94,0.015,-0.712,0.0515,63.8,-0.44,830.0,-32.9,2.0,6122.0,169.0,0.964,0
1.0,0,0,0,0,0.831,0.135,-0.594,0.0972,15.3,-0.17,1767.0,-677.34,3.0,6122.0,169.0,0.964,0
0.994,0,0,0,0,0.578,0.383,-0.363,0.415,14.1,-0.17,1398.0,-337.88,2.0,6123.0,193.0,1.107,0
1.0,0,0,0,0,0.845,0.018,-0.583,0.0952,13.4,-0.37,849.0,-44.69,1.0,6253.0,169.0,0.997,0
0.953,0,0,0,0,0.497,0.005,-0.357,0.0243,7.2,-0.91,584.0,-9.25,2.0,6181.0,111.0,1.331,0
0.0,0,1,0,0,1.283,42.65,-0.215,0.0488,64.3,-5.15,318.0,-0.8,1.0,6348.0,152.0,1.014,1
0.0,0,0,1,0,0.962,0.033,-0.025,0.164,35.1,-0.34,636.0,-10.98,1.0,6332.0,174.0,0.915,1
0.0,0,0,1,1,0.954,0.006,-0.59,0.177,10.6,-0.42,1401.0,-296.49,1.0,6535.0,154.0,1.181,1
0.949,0,0,0,0,0.711,0.253,-0.513,0.385,16.9,-0.09,587.0,-5.81,2.0,5083.0,83.0,0.872,0
1.0,0,0,0,0,0.623,0.182,-0.402,0.047,5.8,-0.33,1281.0,-230.94,1.0,6187.0,197.0,1.034,0
0.0,1,0,0,0,0.884,0.013,-0.021,0.0566,2.0,-1.15,2118.0,-2336.46,2.0,9523.0,302.0,1.941,1
0.001,0,1,0,0,1.427,36.7,-0.841,0.0591,770.0,-4.82,1255.0,-148.05,1.0,5708.0,154.0,0.795,1
0.932,0,0,0,0,0.494,0.413,-0.292,0.114,21.2,-0.3,521.0,-4.57,1.0,5538.0,74.0,1.027,0
1.0,0,0,0,0,0.806,0.097,-0.598,0.0555,17.8,-0.1,595.0,-4.66,1.0,5001.0,99.0,0.76,0
0.976,0,0,0,0,0.703,0.218,-0.478,11.0,38.3,-0.03,1215.0,-89.78,2.0,5397.0,107.0,0.831,0
0.996,0,0,0,0,0.647,0.306,-0.431,0.104,12.2,-0.06,776.0,-13.52,5.0,5001.0,99.0,0.76,0
1.0,0,0,0,0,0.684,0.017,-0.509,0.098,10.5,-0.05,962.0,-31.85,3.0,5001.0,99.0,0.76,0
0.998,0,0,0,0,0.799,0.174,-0.561,0.11,14.4,-0.07,702.0,-9.06,4.0,5001.0,99.0,0.76,0
0.0,0,0,1,1,0.649,0.302,-0.413,0.0942,8.9,-0.27,1354.0,-286.48,1.0,5654.0,169.0,1.001,1
1.0,0,0,0,0,0.906,0.035,-0.46,0.209,130.0,-3.39,1583.0,-655.79,1.0,5857.0,78.0,1.822,0
0.146,1,0,0,0,0.005,0.441,-0.005,0.653,54.3,-0.12,360.0,-0.99,2.0,5552.0,166.0,0.836,1
1.0,0,0,0,0,0.713,0.195,-0.479,0.0649,9.3,-0.17,1050.0,-75.12,2.0,5252.0,105.0,0.898,0
0.97,0,0,0,0,0.741,0.123,-0.536,0.139,24.4,-0.33,367.0,-1.12,1.0,5252.0,105.0,0.898,0
0.0,0,0,1,0,1.203,5.224,-0.118,0.0918,3.0,-1.7,972.0,-54.2,1.0,5761.0,155.0,0.815,1
0.963,0,0,0,0,0.681,0.019,-0.043,0.0487,41.4,-0.42,413.0,-1.03,1.0,5227.0,73.0,0.838,0
1.0,0,0,0,0,0.047,0.335,-0.047,0.0233,15.6,-0.17,957.0,-29.56,2.0,5227.0,73.0,0.838,0
0.04,1,0,1,0,0.633,0.02,-0.491,0.332,83.9,-0.23,411.0,-1.84,2.0,5687.0,169.0,0.86,1
1.0,0,0,0,0,0.278,0.17,-0.278,0.0408,12.6,-0.09,1284.0,-96.16,3.0,5227.0,73.0,0.838,0
0.0,0,1,0,0,0.869,0.177,-0.078,0.0197,247.0,-5.77,1163.0,-145.21,1.0,5916.0,107.0,1.175,1
0.0,0,1,1,0,1.03,1.308,-0.075,0.0728,48.7,-1.75,537.0,-6.52,1.0,6061.0,164.0,0.968,1
1.0,0,0,0,0,0.761,0.108,-0.542,0.0848,23.1,-0.22,498.0,-3.58,1.0,5295.0,159.0,0.801,0
0.0,0,1,1,0,1.076,64.49,-0.114,0.158,34.7,-0.72,317.0,-0.63,1.0,4254.0,128.0,0.624,1
1.0,0,0,0,0,0.952,0.01,-0.647,0.141,35.8,-0.12,1112.0,-89.31,2.0,5251.0,158.0,0.778,0
1.0,0,0,0,0,0.03,0.266,-0.03,0.0264,11.4,-0.51,771.0,-24.07,1.0,5541.0,74.0,1.089,0
1.0,0,0,0,0,0.034,0.368,-0.034,0.0359,8.1,-0.25,1134.0,-112.5,2.0,5541.0,74.0,1.089,0
1.0,0,0,0,0,0.026,0.359,-0.026,0.0205,11.0,-0.11,868.0,-23.31,1.0,5076.0,101.0,0.799,0
0.981,0,0,0,0,0.845,0.005,-0.597,0.158,28.3,-0.13,321.0,-0.39,2.0,5001.0,99.0,0.76,0
0.9,0,0,1,0,0.897,0.028,-0.641,0.0225,9.8,-0.36,1619.0,-493.93,1.0,6063.0,182.0,1.012,1
0.949,0,0,0,0,0.05,0.415,-0.05,0.353,11.4,-0.15,927.0,-54.17,3.0,5553.0,74.0,1.098,0
1.0,0,0,0,0,0.034,0.399,-0.034,0.0534,30.7,-0.42,603.0,-10.15,1.0,5289.0,159.0,0.838,0
1.0,0,0,0,0,0.559,0.336,-0.347,0.0454,10.2,-0.17,899.0,-27.32,1.0,5674.0,103.0,1.032,0
1.0,0,0,0,0,0.658,0.292,-0.433,0.111,3.2,-0.02,719.0,-9.52,4.0,4900.0,98.0,0.741,0
0.0,0,1,1,1,1.237,14.83,-0.111,0.242,17.5,-2.58,843.0,-34.87,1.0,5938.0,159.0,0.908,1
1.0,0,0,0,0,0.304,0.146,-0.303,0.0627,20.8,-0.31,623.0,-11.41,1.0,5185.0,154.0,0.837,0
0.881,0,0,0,0,1.12,69.21,-0.128,0.29,17.0,-5.49,1008.0,-111.37,2.0,5548.0,110.0,1.614,0
1.0,0,0,0,0,0.582,0.294,-0.362,0.044,18.4,-0.2,753.0,-20.21,1.0,5506.0,166.0,0.788,0
0.5356944615949806,0,0,0,1,0.291,0.1925,-0.291,0.174,16.8,-0.11,939.0,-50.57,1.0,5344.0,175.0,0.728,1
1.0,0,0,0,0,0.822,0.018,-0.585,0.13,34.3,-0.23,528.0,-4.57,1.0,5309.0,143.0,0.781,0
1.0,0,0,0,0,0.043,0.33,-0.043,0.0377,13.3,-0.32,540.0,-4.31,1.0,5376.0,107.0,0.94,0
1.0,0,0,0,0,0.852,0.042,-0.587,0.163,33.4,-0.33,306.0,-0.45,2.0,5376.0,107.0,0.94,0
0.6751430845567309,1,0,0,0,0.3553755390297787,0.138,-0.002,0.2634100493577634,63.7857491404534,-0.19,1088.9266770288723,-1.19,2.0,5701.497773729152,166.06506324563884,1.5824126842353272,1
1.0,0,0,0,0,0.422,0.034,-0.358,0.0204,4.5,-0.27,765.0,-19.06,1.0,5465.0,109.0,0.925,0
0.997,0,0,0,0,0.209,0.246,-0.209,0.215,16.0,-0.13,436.0,-1.84,3.0,5376.0,107.0,0.94,0
0.0,0,1,0,0,0.267,0.015,-0.018,0.0103,21.0,-1.65,720.0,-19.71,1.0,6032.0,189.0,0.973,1
1.0,0,0,0,0,0.752,0.047,-0.51,0.0291,16.2,-0.13,769.0,-14.39,2.0,5076.0,101.0,0.799,0
0.933,0,0,0,0,0.93,0.009,-0.006,0.0704,53.7,-31.3,1550.0,-575.29,1.0,4959.0,52.0,21.449,0
0.029,1,0,0,0,0.909,0.048,-0.672,0.956,20.0,-0.82,996.0,-45.53,2.0,4604.0,74.0,6.221,1
1.0,0,0,0,0,0.813,0.067,-0.566,0.0558,12.0,-0.48,681.0,-18.03,1.0,5815.0,157.0,0.954,0
1.0,0,0,0,0,0.819,0.009,-0.582,0.0864,7.4,-0.2,961.0,-71.55,2.0,5815.0,157.0,0.954,0
1.0,0,0,0,0,0.539,0.044,-0.149,0.102,6.3,-1.27,595.0,-8.11,1.0,5903.0,79.0,2.499,0
1.0,0,0,0,0,0.429,0.042,-0.399,0.0544,13.4,-0.16,702.0,-10.15,2.0,5674.0,103.0,1.032,0
1.0,0,0,0,0,0.022,0.315,-0.022,0.0249,12.2,-0.22,1053.0,-59.91,1.0,5456.0,81.0,0.943,0
0.0,1,0,1,0,0.017,0.405,-0.017,0.0703,6.1,-0.12,1783.0,-680.45,2.0,5044.0,151.0,0.738,1
1.0,0,0,0,0,0.103,0.302,-0.103,0.0396,20.1,-0.24,752.0,-15.54,2.0,5456.0,81.0,0.943,0
0.0,0,0,0,0,0.166,0.294,-0.166,0.15,23.1,-0.18,497.0,-2.98,3.0,5456.0,81.0,0.943,0
1.0,0,0,0,0,0.825,0.003,-0.62,0.0368,10.0,-0.27,1256.0,-153.26,1.0,5527.0,111.0,1.054,0
1.0,0,0,0,0,0.758,0.098,-0.532,0.0396,9.1,-0.09,833.0,-19.07,1.0,5077.0,101.0,0.774,0
1.0,0,0,0,0,0.774,0.13,-0.544,0.0967,9.6,-0.53,852.0,-48.07,1.0,5763.0,86.0,1.374,0
0.258,0,1,0,0,0.473,0.483,-0.269,0.5,48.6,-0.3,471.0,-4.15,2.0,6215.0,194.0,1.052,1
1.0,0,0,0,0,0.008,0.393,-0.008,0.0896,13.3,-0.44,731.0,-22.44,2.0,5751.0,78.0,1.247,0
1.0,0,0,0,0,0.47,0.096,-0.255,0.137,25.0,-1.29,401.0,-2.03,1.0,5751.0,78.0,1.247,0
0.998,0,0,0,0,0.333,0.096,-0.333,0.0641,9.2,-0.29,1098.0,-114.12,3.0,5751.0,78.0,1.247,0
0.089,0,1,0,0,0.938,0.001,-0.655,0.0732,33.2,-0.43,732.0,-15.84,1.0,6156.0,110.0,1.118,1
